id,first,if_zxs,order,normal_c,first_name,normal_name,first_c
"269762","2017-06-21","0","2017-06-22","1","巨无霸金奇异果","夹心海苔","1"
"269762","2017-06-21","0","2017-07-05","0","巨无霸金奇异果","生态鲜腐竹","1"
"269762","2017-06-21","0","2017-07-07","1","巨无霸金奇异果","厄瓜多尔白虾","1"
"269762","2017-06-21","0","2017-07-03","0","巨无霸金奇异果","风干牛肉干","1"
"269762","2017-06-21","0","2017-07-06","1","巨无霸金奇异果","多功能清洁膏","1"
"269762","2017-06-21","0","2017-06-27","1","巨无霸金奇异果","裸酸奶","1"
"269779","2017-06-22","0","2017-06-29","1","重庆小面","手工清真牛肉酱","0"
"269805","2017-06-14","0","2017-06-15","1","泰国椰青","南非红西柚","0"
"269805","2017-06-14","0","2017-06-25","1","泰国椰青","泰国椰青","0"
"269870","2017-06-28","0",NULL,NULL,"夹心海苔",NULL,"0"
"270089","2017-06-02","0",NULL,NULL,"湖南米粉",NULL,"0"
"270107","2017-06-27","0",NULL,NULL,"麻辣小龙虾",NULL,"1"
"270116","2017-06-14","0","2017-06-29","0","海阳网纹蜜瓜","海阳网纹蜜瓜","0"
"270293","2017-06-13","0","2017-06-17","1","麻辣小龙虾","藜麦","0"
"270293","2017-06-13","0","2017-07-05","1","麻辣小龙虾","法国猪肋排","0"
"270293","2017-06-13","0","2017-06-17","1","麻辣小龙虾","蓝莓","0"
"270293","2017-06-13","0","2017-06-30","1","麻辣小龙虾","蓝莓","0"
"270313","2017-06-16","0",NULL,NULL,"蓝莓",NULL,"1"
"270405","2017-06-29","0",NULL,NULL,"丹东黄蚬",NULL,"1"
"270414","2017-06-18","0",NULL,NULL,"蓝莓",NULL,"1"
"270459","2017-06-09","0","2017-06-14","0","生态鲜腐竹","刘老汉薄皮吊瓜","0"
"270459","2017-06-09","0","2017-06-17","1","生态鲜腐竹","蓝莓","0"
"270502","2017-06-12","0",NULL,NULL,"山楂优块",NULL,"0"
"270539","2017-06-04","0",NULL,NULL,"裸酸奶",NULL,"0"
"270556","2017-06-20","1","2017-06-29","1","柳州螺蛳粉","麻辣小龙虾","0"
"270616","2017-06-14","0",NULL,NULL,"麻辣小龙虾",NULL,"0"
"270634","2017-06-25","0",NULL,NULL,"麻辣小龙虾",NULL,"0"
"270641","2017-06-18","0",NULL,NULL,"山楂优块",NULL,"0"
"270643","2017-06-29","0",NULL,NULL,"每日坚果",NULL,"0"
"270674","2017-06-06","0",NULL,NULL,"山楂优块",NULL,"0"
"270821","2017-06-27","0","2017-06-27","0","海南桥沙地瓜","古田鲜银耳","0"
"270856","2017-06-23","0","2017-06-29","1","麻辣小龙虾","刘老汉薄皮吊瓜","0"
"271090","2017-06-27","1","2017-06-28","1","厄瓜多尔白虾","安格斯牛肉","1"
"271176","2017-06-11","0","2017-06-23","0","高山东魁杨梅","满天星百香果","0"
"271181","2017-06-27","0","2017-06-28","1","重庆小面","风干牛肉干","1"
"271199","2017-06-27","0",NULL,NULL,"六鳌红蜜薯",NULL,"0"
"271224","2017-06-23","0","2017-06-27","1","六鳌红蜜薯","山核桃仁","0"
"271248","2017-06-14","0","2017-06-15","0","秘鲁牛油果","五彩野鸡蛋","0"
"271358","2017-06-14","0","2017-06-21","0","麻辣小龙虾","厄瓜多尔白虾","0"
"271358","2017-06-14","0","2017-06-16","0","麻辣小龙虾","黑糯玉米","0"
"271413","2017-06-17","0",NULL,NULL,"蓝莓",NULL,"1"
"271419","2017-06-10","0","2017-06-10","0","丹东黄蚬","生态鲜腐竹","0"
"271455","2017-06-07","0","2017-06-26","0","丹东黄蚬","山楂优块","1"
"271462","2017-06-09","0","2017-06-09","0","五彩野鸡蛋","法国猪肋排","0"
"271535","2017-06-14","0",NULL,NULL,"蓝莓",NULL,"0"
"271719","2017-06-11","0","2017-06-28","1","泰国椰青","刘老汉薄皮吊瓜","0"
"271719","2017-06-11","0","2017-06-16","0","泰国椰青","生态鲜腐竹","0"
"272019","2017-06-19","0",NULL,NULL,"六鳌红蜜薯",NULL,"0"
"272036","2017-06-02","0","2017-06-07","0","夹心海苔","丹东黄蚬","0"
"272036","2017-06-02","0","2017-06-07","0","夹心海苔","烟台美早大樱桃","0"
"272108","2017-06-24","0","2017-06-24","0","六鳌红蜜薯","六鳌红蜜薯","0"
"272181","2017-06-13","0","2017-06-24","0","秘鲁牛油果","乐纯希腊酸奶","0"
"272181","2017-06-13","0","2017-06-24","0","秘鲁牛油果","泰国椰青","0"
"272181","2017-06-13","0","2017-07-01","0","秘鲁牛油果","泰国椰青","0"
"272181","2017-06-13","0","2017-07-08","1","秘鲁牛油果","泰国椰青","0"
"272181","2017-06-13","0","2017-06-15","1","秘鲁牛油果","法国猪肋排","0"
"272181","2017-06-13","0","2017-07-09","0","秘鲁牛油果","高山东魁杨梅","0"
"272181","2017-06-13","0","2017-07-09","0","秘鲁牛油果","高山东魁杨梅","0"
"272234","2017-06-03","1","2017-07-07","0","伊朗紫衣开心果","山楂优块","0"
"272234","2017-06-03","1","2017-06-10","0","伊朗紫衣开心果","伊朗紫衣开心果","0"
"272234","2017-06-03","1","2017-07-04","0","伊朗紫衣开心果","伊朗紫衣开心果","0"
"272234","2017-06-03","1","2017-07-07","0","伊朗紫衣开心果","伊朗紫衣开心果","0"
"272234","2017-06-03","1","2017-06-09","1","伊朗紫衣开心果","生态鲜腐竹","0"
"272234","2017-06-03","1","2017-07-01","0","伊朗紫衣开心果","生态鲜腐竹","0"
"272234","2017-06-03","1","2017-07-08","0","伊朗紫衣开心果","五常粥米","0"
"272253","2017-06-19","0",NULL,NULL,"生态鲜腐竹",NULL,"0"
"272275","2017-06-13","0",NULL,NULL,"丹东黄蚬",NULL,"0"
"272342","2017-06-19","0",NULL,NULL,"六鳌红蜜薯",NULL,"0"
"272372","2017-06-24","0",NULL,NULL,"六鳌红蜜薯",NULL,"0"
"272387","2017-06-05","0","2017-06-21","0","夹心海苔","腊杆子烧鸡","0"
"272387","2017-06-05","0","2017-06-21","1","夹心海苔","烤制香脆大花生","0"
"272459","2017-06-27","0","2017-07-07","0","湖南米粉","麻辣小龙虾","1"
"272504","2017-06-16","1","2017-06-26","0","丹东黄蚬","麻辣小龙虾","1"
"272504","2017-06-16","1","2017-06-26","0","丹东黄蚬","麻辣小龙虾","1"
"272504","2017-06-16","1","2017-07-06","0","丹东黄蚬","儿童便携水壶","1"
"272621","2017-06-27","0","2017-06-30","0","泰国椰青","蔗汁红糖","1"
"272621","2017-06-27","0","2017-06-29","1","泰国椰青","泰国椰青","1"
"272621","2017-06-27","0","2017-07-01","0","泰国椰青","泰国椰青","1"
"272621","2017-06-27","0","2017-07-05","0","泰国椰青","泰国椰青","1"
"272621","2017-06-27","0","2017-06-28","1","泰国椰青","泰国沙竹(山竹)","1"
"272621","2017-06-27","0","2017-07-06","0","泰国椰青","阳山水蜜桃","1"
"272627","2017-06-16","0","2017-06-16","1","手工清真牛肉酱","泰国椰青","1"
"272686","2017-06-03","0","2017-07-08","0","裸酸奶","生态巢蜜","0"
"272686","2017-06-03","0","2017-06-19","0","裸酸奶","六鳌红蜜薯","0"
"272686","2017-06-03","0","2017-06-16","1","裸酸奶","山楂优块","0"
"272686","2017-06-03","0","2017-06-30","0","裸酸奶","蓝莓","0"
"272686","2017-06-03","0","2017-06-09","0","裸酸奶","裸酸奶","0"
"272686","2017-06-03","0","2017-06-16","1","裸酸奶","裸酸奶","0"
"272688","2017-06-13","1",NULL,NULL,"重庆小面",NULL,"0"
"272786","2017-06-19","0",NULL,NULL,"丹东黄蚬",NULL,"0"
"272913","2017-06-08","0","2017-07-06","0","高山东魁杨梅","泰国沙竹(山竹)","0"
"272913","2017-06-08","0","2017-06-10","0","高山东魁杨梅","高山东魁杨梅","0"
"272919","2017-06-05","0","2017-06-22","0","生态鲜腐竹","夹心海苔","0"
"272919","2017-06-05","0","2017-06-18","1","生态鲜腐竹","蓝莓","0"
"272919","2017-06-05","0","2017-07-09","0","生态鲜腐竹","海阳网纹蜜瓜","0"
"272921","2017-06-30","0",NULL,NULL,"儿童便携水壶",NULL,"0"
"272925","2017-06-15","0","2017-07-08","1","麻辣小龙虾","六鳌红蜜薯","0"
"272925","2017-06-15","0","2017-06-24","0","麻辣小龙虾","乐纯希腊酸奶","0"
"272925","2017-06-15","0","2017-07-01","1","麻辣小龙虾","乐纯希腊酸奶","0"
"272925","2017-06-15","0","2017-06-29","1","麻辣小龙虾","山核桃仁","0"
"272925","2017-06-15","0","2017-06-18","1","麻辣小龙虾","丹东黄蚬","0"
"272925","2017-06-15","0","2017-06-27","1","麻辣小龙虾","泰国椰青","0"
"272925","2017-06-15","0","2017-06-29","1","麻辣小龙虾","生态鲜腐竹","0"
"272925","2017-06-15","0","2017-06-24","1","麻辣小龙虾","多功能清洁膏","0"
"272957","2017-06-08","0",NULL,NULL,"生态鲜腐竹",NULL,"0"
"272987","2017-06-25","0","2017-06-29","1","桂味荔枝","刘老汉薄皮吊瓜","0"
"273042","2017-06-16","0",NULL,NULL,"蓝莓",NULL,"0"
"273101","2017-06-28","1","2017-06-29","0","重庆小面","南非红西柚","1"
"273248","2017-06-17","0",NULL,NULL,"海阳网纹蜜瓜",NULL,"0"
"273310","2017-06-18","0",NULL,NULL,"蓝莓",NULL,"0"
"273372","2017-06-02","0","2017-07-01","0","裸酸奶","手工清真牛肉酱","0"
"273490","2017-06-17","0","2017-06-29","1","海阳网纹蜜瓜","安格斯牛肉","0"
"273510","2017-06-13","0","2017-06-19","0","巨无霸金奇异果","六鳌红蜜薯","0"
"273510","2017-06-13","0","2017-06-20","0","巨无霸金奇异果","六鳌红蜜薯","0"
"273510","2017-06-13","0","2017-06-14","0","巨无霸金奇异果","秘鲁牛油果","0"
"273510","2017-06-13","0","2017-06-24","0","巨无霸金奇异果","生态鲜腐竹","0"
"273510","2017-06-13","0","2017-06-14","0","巨无霸金奇异果","重庆小面","0"
"273510","2017-06-13","0","2017-07-02","0","巨无霸金奇异果","重庆小面","0"
"273510","2017-06-13","0","2017-07-02","0","巨无霸金奇异果","重庆小面","0"
"273547","2017-06-17","0",NULL,NULL,"海阳网纹蜜瓜",NULL,"0"
"273548","2017-06-14","1",NULL,NULL,"重庆小面",NULL,"0"
"273569","2017-06-09","0","2017-06-20","0","生态鲜腐竹","巨无霸金奇异果","0"
"273569","2017-06-09","0","2017-06-14","0","生态鲜腐竹","海阳网纹蜜瓜","0"
"273610","2017-06-19","0","2017-06-26","1","夹心海苔","丹东黄蚬","1"
"273610","2017-06-19","0","2017-06-30","0","夹心海苔","儿童便携水壶","1"
"273685","2017-06-01","1","2017-06-05","0","巨无霸金奇异果","每日坚果","0"
"273685","2017-06-01","1","2017-06-03","0","巨无霸金奇异果","宁波汤圆","0"
"273685","2017-06-01","1","2017-06-02","0","巨无霸金奇异果","海阳网纹蜜瓜","0"
"273685","2017-06-01","1","2017-06-03","0","巨无霸金奇异果","海阳网纹蜜瓜","0"
"273685","2017-06-01","1","2017-06-03","0","巨无霸金奇异果","迁西甘栗仁","0"
"273685","2017-06-01","1","2017-06-03","0","巨无霸金奇异果","迁西甘栗仁","0"
"273702","2017-06-03","0","2017-06-08","0","泰国沙竹(山竹)","法国儿童驱蚊手环","0"
"273961","2017-06-01","0","2017-06-01","1","丹东黄蚬","法国猪肋排","1"
"274061","2017-06-02","0",NULL,NULL,"海阳网纹蜜瓜",NULL,"0"
"274223","2017-06-09","1","2017-06-25","0","柳州螺蛳粉","山楂优块","0"
"274223","2017-06-09","1","2017-06-16","1","柳州螺蛳粉","进口超甜香蕉","0"
"274223","2017-06-09","1","2017-07-06","0","柳州螺蛳粉","进口超甜香蕉","0"
"274223","2017-06-09","1","2017-07-06","0","柳州螺蛳粉","泰国沙竹(山竹)","0"
"274286","2017-06-10","0",NULL,NULL,"多效过滤净水壶",NULL,"0"
"274292","2017-06-13","0","2017-06-20","0","丹东黄蚬","六鳌红蜜薯","1"
"274292","2017-06-13","0","2017-06-24","0","丹东黄蚬","丹东黄蚬","1"
"274292","2017-06-13","0","2017-06-18","1","丹东黄蚬","山楂优块","1"
"274361","2017-06-25","0",NULL,NULL,"桂味荔枝",NULL,"0"
"274631","2017-06-29","0",NULL,NULL,"丹东黄蚬",NULL,"1"
"274636","2017-06-22","1",NULL,NULL,"夹心海苔",NULL,"0"
"274644","2017-06-23","0",NULL,NULL,"海阳网纹蜜瓜",NULL,"0"
"274769","2017-06-16","0",NULL,NULL,"蓝莓",NULL,"1"
"274867","2017-06-04","1","2017-07-02","0","伊朗紫衣开心果","湖南米粉","0"
"274867","2017-06-04","1","2017-06-04","0","伊朗紫衣开心果","德国削皮刀","0"
"274945","2017-06-03","0",NULL,NULL,"每日坚果",NULL,"1"
"274976","2017-06-28","0","2017-07-05","0","丹东黄蚬","泰国沙竹(山竹)","0"
"274991","2017-06-16","0",NULL,NULL,"夹心海苔",NULL,"0"
"275136","2017-06-19","0","2017-06-22","0","山楂优块","重庆小面","0"
"275142","2017-06-23","0","2017-07-03","1","巨无霸金奇异果","红心火龙果","1"
"275142","2017-06-23","0","2017-07-09","1","巨无霸金奇异果","五彩野鸡蛋","1"
"275142","2017-06-23","0","2017-06-30","1","巨无霸金奇异果","风味腊肠","1"
"275170","2017-06-25","0","2017-06-28","1","丹东黄蚬","生态鲜腐竹","1"
"275170","2017-06-25","0","2017-06-30","1","丹东黄蚬","泰国沙竹(山竹)","1"
"275170","2017-06-25","0","2017-06-27","1","丹东黄蚬","鳕鱼水饺","1"
"275210","2017-06-19","0",NULL,NULL,"六鳌红蜜薯",NULL,"0"
"275273","2017-06-14","1",NULL,NULL,"泰国沙竹(山竹)",NULL,"0"
"275288","2017-06-21","0",NULL,NULL,"山楂优块",NULL,"0"
"275293","2017-06-17","0",NULL,NULL,"藜麦",NULL,"0"
"275491","2017-06-16","0",NULL,NULL,"蓝莓",NULL,"0"
"275747","2017-06-09","0",NULL,NULL,"生态鲜腐竹",NULL,"0"
"275772","2017-06-22","0",NULL,NULL,"崂山蜜杏",NULL,"0"
"275773","2017-06-21","0",NULL,NULL,"泰国椰青",NULL,"0"
"275850","2017-06-16","0","2017-06-16","1","裸酸奶","蓝莓","0"
"275872","2017-06-07","0",NULL,NULL,"法国儿童驱蚊手环",NULL,"0"
"275874","2017-06-19","0","2017-06-23","1","六鳌红蜜薯","沁州黄小米","0"
"275898","2017-06-05","0","2017-06-29","1","泰国沙竹(山竹)","越南百香果","0"
"275898","2017-06-05","0","2017-06-22","1","泰国沙竹(山竹)","舟山带鱼","0"
"275898","2017-06-05","0","2017-07-01","1","泰国沙竹(山竹)","满天星百香果","0"
"275898","2017-06-05","0","2017-06-19","0","泰国沙竹(山竹)","秘鲁牛油果","0"
"275898","2017-06-05","0","2017-06-29","1","泰国沙竹(山竹)","泰国龙眼","0"
"275898","2017-06-05","0","2017-06-19","1","泰国沙竹(山竹)","安格斯牛肉","0"
"275898","2017-06-05","0","2017-06-14","1","泰国沙竹(山竹)","蓝莓","0"
"275898","2017-06-05","0","2017-06-19","0","泰国沙竹(山竹)","蓝莓","0"
"275898","2017-06-05","0","2017-07-07","1","泰国沙竹(山竹)","蓝莓","0"
"275898","2017-06-05","0","2017-06-25","1","泰国沙竹(山竹)","砀山黄油桃","0"
"275898","2017-06-05","0","2017-07-07","1","泰国沙竹(山竹)","高山东魁杨梅","0"
"275898","2017-06-05","0","2017-06-08","1","泰国沙竹(山竹)","新西兰红玫瑰苹果","0"
"275898","2017-06-05","0","2017-06-24","1","泰国沙竹(山竹)","新西兰红玫瑰苹果","0"
"275898","2017-06-05","0","2017-06-25","1","泰国沙竹(山竹)","海南桥沙地瓜","0"
"275935","2017-06-09","0","2017-06-10","0","妃子笑荔枝","巨无霸金奇异果","0"
"275935","2017-06-09","0","2017-07-09","0","妃子笑荔枝","巨无霸金奇异果","0"
"275935","2017-06-09","0","2017-06-10","0","妃子笑荔枝","福建肉燕","0"
"275935","2017-06-09","0","2017-06-10","0","妃子笑荔枝","山核桃仁","0"
"275935","2017-06-09","0","2017-06-09","0","妃子笑荔枝","法国猪肋排","0"
"275944","2017-06-09","0","2017-06-09","0","巨无霸金奇异果","五彩野鸡蛋","1"
"275944","2017-06-09","0","2017-07-02","1","巨无霸金奇异果","舟山带鱼","1"
"275944","2017-06-09","0","2017-07-02","1","巨无霸金奇异果","泰国椰青","1"
"275955","2017-06-16","0","2017-06-16","1","山楂优块","红心火龙果","1"
"275955","2017-06-16","0","2017-06-28","0","山楂优块","红心火龙果","1"
"275955","2017-06-16","0","2017-06-20","0","山楂优块","阿根廷红虾","1"
"275955","2017-06-16","0","2017-06-17","1","山楂优块","蓝莓","1"
"275955","2017-06-16","0","2017-06-28","1","山楂优块","新疆切糕","1"
"276050","2017-06-17","0","2017-06-27","1","便携榨汁神器","夹心海苔","1"
"276050","2017-06-17","0","2017-06-28","1","便携榨汁神器","生态鲜腐竹","1"
"276050","2017-06-17","0","2017-07-01","0","便携榨汁神器","泰国沙竹(山竹)","1"
"276077","2017-06-12","0",NULL,NULL,"巨无霸金奇异果",NULL,"1"
"276139","2017-06-10","0",NULL,NULL,"生态鲜腐竹",NULL,"0"
"276242","2017-06-23","0",NULL,NULL,"手工清真牛肉酱",NULL,"0"
"276583","2017-06-11","0","2017-07-04","0","高山东魁杨梅","舟山带鱼","0"
"276583","2017-06-11","0","2017-06-28","1","高山东魁杨梅","阿根廷红虾","0"
"276583","2017-06-11","0","2017-06-13","0","高山东魁杨梅","丹东黄蚬","0"
"276583","2017-06-11","0","2017-06-29","1","高山东魁杨梅","泰国龙眼","0"
"276583","2017-06-11","0","2017-06-28","1","高山东魁杨梅","夹心海苔","0"
"276583","2017-06-11","0","2017-07-04","0","高山东魁杨梅","夹心海苔","0"
"276583","2017-06-11","0","2017-06-28","1","高山东魁杨梅","迁西甘栗仁","0"
"276583","2017-06-11","0","2017-07-07","0","高山东魁杨梅","迁西甘栗仁","0"
"276583","2017-06-11","0","2017-06-28","1","高山东魁杨梅","德国削皮刀","0"
"276583","2017-06-11","0","2017-07-07","0","高山东魁杨梅","高山东魁杨梅","0"
"276583","2017-06-11","0","2017-07-09","0","高山东魁杨梅","高山东魁杨梅","0"
"276583","2017-06-11","0","2017-06-13","0","高山东魁杨梅","麻辣小龙虾","0"
"276616","2017-06-16","1","2017-06-23","0","刘老汉薄皮吊瓜","海阳网纹蜜瓜","0"
"276620","2017-06-14","1","2017-07-05","0","麻辣小龙虾","丹东黄蚬","0"
"276620","2017-06-14","1","2017-06-23","0","麻辣小龙虾","麻辣小龙虾","0"
"276620","2017-06-14","1","2017-06-28","1","麻辣小龙虾","麻辣小龙虾","0"
"276720","2017-06-03","0",NULL,NULL,"泰国沙竹(山竹)",NULL,"0"
"276736","2017-06-27","0","2017-06-27","1","手工面","山楂优块","1"
"276736","2017-06-27","0","2017-06-27","1","手工面","鲜榨果汁","1"
"276736","2017-06-27","0","2017-06-29","1","手工面","鲜榨果汁","1"
"276811","2017-06-04","0","2017-06-04","0","柳州螺蛳粉","丹东黄蚬","0"
"276811","2017-06-04","0","2017-06-08","1","柳州螺蛳粉","丹东黄蚬","0"
"276811","2017-06-04","0","2017-06-09","0","柳州螺蛳粉","丹东黄蚬","0"
"276811","2017-06-04","0","2017-06-08","1","柳州螺蛳粉","泰国椰青","0"
"276811","2017-06-04","0","2017-06-08","0","柳州螺蛳粉","泰国椰青","0"
"276811","2017-06-04","0","2017-06-09","0","柳州螺蛳粉","泰国椰青","0"
"276811","2017-06-04","0","2017-06-13","1","柳州螺蛳粉","泰国椰青","0"
"276811","2017-06-04","0","2017-06-08","0","柳州螺蛳粉","湖南米粉","0"
"276811","2017-06-04","0","2017-06-05","0","柳州螺蛳粉","泰国沙竹(山竹)","0"
"276811","2017-06-04","0","2017-06-08","1","柳州螺蛳粉","多功能清洁膏","0"
"276823","2017-06-25","0","2017-06-25","0","长绒棉毛巾","麻辣小龙虾","0"
"276840","2017-06-19","0","2017-07-05","0","泰国椰青","猫山王速冻榴莲","0"
"276840","2017-06-19","0","2017-07-05","0","泰国椰青","泰国椰青","0"
"276840","2017-06-19","0","2017-07-05","0","泰国椰青","夹心海苔","0"
"276840","2017-06-19","0","2017-07-05","0","泰国椰青","海南桥沙地瓜","0"
"276840","2017-06-19","0","2017-07-05","0","泰国椰青","海南高山青柠檬","0"
"276850","2017-06-29","0",NULL,NULL,"海阳网纹蜜瓜",NULL,"1"
"276979","2017-06-14","0","2017-06-14","0","蓝莓","刘老汉薄皮吊瓜","0"
"276979","2017-06-14","0","2017-06-23","0","蓝莓","麻辣小龙虾","0"
"276979","2017-06-14","0","2017-06-25","1","蓝莓","麻辣小龙虾","0"
"276979","2017-06-14","0","2017-06-20","1","蓝莓","海南桥沙地瓜","0"
"276979","2017-06-14","0","2017-06-25","1","蓝莓","海南桥沙地瓜","0"
"277010","2017-06-14","0","2017-06-14","0","生态鲜腐竹","夹心海苔","0"
"277053","2017-06-25","0","2017-07-01","0","乐纯希腊酸奶","乐纯希腊酸奶","0"
"277053","2017-06-25","0","2017-07-08","0","乐纯希腊酸奶","泰国椰青","0"
"277053","2017-06-25","0","2017-06-25","0","乐纯希腊酸奶","山楂优块","0"
"277053","2017-06-25","0","2017-06-29","0","乐纯希腊酸奶","海南桥沙地瓜","0"
"277095","2017-06-13","0","2017-07-05","0","山楂优块","每日坚果","0"
"277095","2017-06-13","0","2017-06-30","0","山楂优块","海南桥沙地瓜","0"
"277098","2017-06-17","0","2017-06-22","0","海南桥沙地瓜","海南桥沙地瓜","0"
"277121","2017-06-09","0","2017-07-03","0","刘老汉薄皮吊瓜","海南高山青柠檬","0"
"277203","2017-06-15","1","2017-06-15","1","山楂优块","风干牛肉干","1"
"277203","2017-06-15","1","2017-06-18","1","山楂优块","海南桥沙地瓜","1"
"277285","2017-06-30","0","2017-07-08","0","丹东黄蚬","红心火龙果","0"
"277285","2017-06-30","0","2017-07-06","1","丹东黄蚬","南非红西柚","0"
"277320","2017-06-17","0","2017-06-17","0","生态鲜腐竹","迁西甘栗仁","0"
"277361","2017-06-19","0","2017-06-19","0","六鳌红蜜薯","六鳌红蜜薯","0"
"277361","2017-06-19","0","2017-06-23","0","六鳌红蜜薯","六鳌红蜜薯","0"
"277368","2017-06-14","0","2017-06-22","0","蓝莓","生态巢蜜","0"
"277368","2017-06-14","0","2017-06-18","1","蓝莓","蓝莓","0"
"277514","2017-06-16","0",NULL,NULL,"法国猪肋排",NULL,"1"
"277565","2017-06-27","0",NULL,NULL,"每日坚果",NULL,"1"
"277570","2017-06-27","0",NULL,NULL,"六鳌红蜜薯",NULL,"0"
"277586","2017-06-24","0","2017-07-03","0","麻辣小龙虾","麻辣小龙虾","0"
"277666","2017-06-16","0",NULL,NULL,"夹心海苔",NULL,"1"
"277780","2017-06-17","0",NULL,NULL,"蓝莓",NULL,"1"
"277854","2017-06-30","0","2017-07-02","0","山楂优块","法国儿童驱蚊手环","0"
"277854","2017-06-30","0","2017-07-03","0","山楂优块","海南桥沙地瓜","0"
"277855","2017-06-10","1",NULL,NULL,"刘老汉薄皮吊瓜",NULL,"0"
"277883","2017-06-11","0",NULL,NULL,"重庆小面",NULL,"0"
"277910","2017-06-04","0","2017-06-21","0","裸酸奶","山楂优块","0"
"277910","2017-06-04","0","2017-06-04","0","裸酸奶","生态鲜腐竹","0"
"277910","2017-06-04","0","2017-06-29","1","裸酸奶","生态鲜腐竹","0"
"277910","2017-06-04","0","2017-06-21","0","裸酸奶","重庆小面","0"
"277910","2017-06-04","0","2017-06-28","1","裸酸奶","重庆小面","0"
"277910","2017-06-04","0","2017-06-04","0","裸酸奶","泰国沙竹(山竹)","0"
"277910","2017-06-04","0","2017-06-06","0","裸酸奶","裸酸奶","0"
"277910","2017-06-04","0","2017-06-11","0","裸酸奶","裸酸奶","0"
"277993","2017-06-01","0","2017-06-11","0","生态鲜腐竹","丹东黄蚬","0"
"277994","2017-06-17","0","2017-06-20","0","秘鲁牛油果","海南桥沙地瓜","0"
"278005","2017-06-18","0","2017-06-29","1","美早大樱桃","泰国椰青","0"
"278010","2017-06-10","0","2017-06-29","0","山楂优块","巨无霸金奇异果","0"
"278010","2017-06-10","0","2017-06-23","0","山楂优块","六鳌红蜜薯","0"
"278010","2017-06-10","0","2017-06-23","0","山楂优块","传统厚片纯燕麦片","0"
"278010","2017-06-10","0","2017-06-17","0","山楂优块","泰国椰青","0"
"278010","2017-06-10","0","2017-06-10","0","山楂优块","夹心海苔","0"
"278010","2017-06-10","0","2017-06-17","0","山楂优块","云南“黑珍珠”葡萄","0"
"278010","2017-06-10","0","2017-06-29","0","山楂优块","云南“黑珍珠”葡萄","0"
"278010","2017-06-10","0","2017-06-21","0","山楂优块","海南桥沙地瓜","0"
"278023","2017-06-29","0",NULL,NULL,"夹心海苔",NULL,"1"
"278071","2017-06-17","0","2017-06-22","0","海南桥沙地瓜","舟山带鱼","0"
"278071","2017-06-17","0","2017-06-20","0","海南桥沙地瓜","海南桥沙地瓜","0"
"278072","2017-06-28","0",NULL,NULL,"麻辣小龙虾",NULL,"1"
"278113","2017-06-30","0",NULL,NULL,"风味腊肠",NULL,"0"
"278189","2017-06-16","0","2017-06-29","1","蓝莓","泰国椰青","1"
"278189","2017-06-16","0","2017-07-10","0","蓝莓","泰国椰青","1"
"278189","2017-06-16","0","2017-06-17","1","蓝莓","蓝莓","1"
"278189","2017-06-16","0","2017-06-16","1","蓝莓","非转基因木瓜","1"
"278212","2017-06-02","1",NULL,NULL,"泰国沙竹(山竹)",NULL,"0"
"278266","2017-06-03","0","2017-06-29","1","夹心海苔","红心火龙果","0"
"278266","2017-06-03","0","2017-06-27","0","夹心海苔","泰国椰青","0"
"278266","2017-06-03","0","2017-06-27","1","夹心海苔","夹心海苔","0"
"278400","2017-06-25","0",NULL,NULL,"泰国椰青",NULL,"0"
"278472","2017-06-08","0",NULL,NULL,"刘老汉薄皮吊瓜",NULL,"0"
"278503","2017-06-15","0",NULL,NULL,"每日坚果",NULL,"1"
"278566","2017-06-20","0",NULL,NULL,"六鳌红蜜薯",NULL,"0"
"278740","2017-06-23","0",NULL,NULL,"海阳网纹蜜瓜",NULL,"0"
"278765","2017-06-20","0",NULL,NULL,"六鳌红蜜薯",NULL,"0"
"278798","2017-06-27","0",NULL,NULL,"夹心海苔",NULL,"1"
"278925","2017-06-05","0","2017-06-12","0","高山东魁杨梅","南非红西柚","0"
"278925","2017-06-05","0","2017-06-16","1","高山东魁杨梅","便携榨汁神器","0"
"278925","2017-06-05","0","2017-06-07","0","高山东魁杨梅","高山东魁杨梅","0"
"278967","2017-06-09","0",NULL,NULL,"湖南米粉",NULL,"0"
"279075","2017-06-04","0","2017-06-08","1","红心火龙果","珍珠小笼包","1"
"279204","2017-06-02","0",NULL,NULL,"山楂优块",NULL,"0"
"279286","2017-06-02","0","2017-06-02","0","柳州螺蛳粉","湖南米粉","0"
"279301","2017-06-03","0",NULL,NULL,"夹心海苔",NULL,"0"
"279358","2017-06-18","0","2017-06-18","1","五彩野鸡蛋","风干牛肉干","1"
"279402","2017-06-30","0",NULL,NULL,"海阳网纹蜜瓜",NULL,"0"
"279440","2017-06-10","0",NULL,NULL,"红心火龙果",NULL,"0"
"279470","2017-06-07","0",NULL,NULL,"丹东黄蚬",NULL,"1"
"279479","2017-06-10","0",NULL,NULL,"夹心海苔",NULL,"0"
"279772","2017-06-10","0","2017-06-28","1","山核桃仁","柳州螺蛳粉","0"
"279772","2017-06-10","0","2017-06-15","1","山核桃仁","丹东黄蚬","0"
"279772","2017-06-10","0","2017-06-29","1","山核桃仁","大黄鱼","0"
"279772","2017-06-10","0","2017-06-15","1","山核桃仁","夹心海苔","0"
"279772","2017-06-10","0","2017-06-16","1","山核桃仁","夹心海苔","0"
