id,merchid,merchname,time
"177033","427","柳州螺蛳粉","2017-06-14 14:33"
"69365","450","山核桃仁","2017-06-14 14:34"
"173347","531","蓝莓","2017-06-14 14:34"
"228182","528","生态鲜腐竹","2017-06-14 14:35"
"134813","577","迁西甘栗仁","2017-06-14 14:36"
"231668","590","新西兰红玫瑰苹果","2017-06-14 14:36"
"140935","492","丹东黄蚬","2017-06-14 14:37"
"36017","531","蓝莓","2017-06-14 14:37"
"46303","314","巨无霸金奇异果","2017-06-14 14:38"
"153340","552","进口超甜香蕉","2017-06-14 14:39"
"130161","592","法国儿童驱蚊手环","2017-06-14 14:39"
"181570","544","重庆小面","2017-06-14 14:40"
"328354","492","丹东黄蚬","2017-06-14 14:40"
"134031","512","山楂优块","2017-06-14 14:42"
"274373","427","柳州螺蛳粉","2017-06-14 14:43"
"73477","601","黑糯玉米","2017-06-14 14:44"
"167829","338","刘老汉薄皮吊瓜","2017-06-14 14:45"
"140505","512","山楂优块","2017-06-14 14:47"
"302195","338","刘老汉薄皮吊瓜","2017-06-14 14:50"
"57249","600","雷尼黄樱桃","2017-06-14 14:51"
"235625","511","法国猪肋排","2017-06-14 14:53"
"191055","600","雷尼黄樱桃","2017-06-14 14:53"
"266756","596","云南“黑珍珠”葡萄","2017-06-14 14:54"
"40369","601","黑糯玉米","2017-06-14 14:54"
"214238","544","重庆小面","2017-06-14 14:54"
"214238","466","风味腊肠","2017-06-14 14:59"
"214888","338","刘老汉薄皮吊瓜","2017-06-14 14:59"
"303126","338","刘老汉薄皮吊瓜","2017-06-14 15:06"
"46375","600","雷尼黄樱桃","2017-06-14 15:07"
"323384","514","夹心海苔","2017-06-14 15:08"
"95435","338","刘老汉薄皮吊瓜","2017-06-14 15:08"
"225447","437","南极银鳕鱼(犬牙鱼)","2017-06-14 15:10"
"194122","552","进口超甜香蕉","2017-06-14 15:13"
"77859","512","山楂优块","2017-06-14 15:17"
"63158","600","雷尼黄樱桃","2017-06-14 15:17"
"306614","528","生态鲜腐竹","2017-06-14 15:18"
"297138","502","南非红西柚","2017-06-14 15:18"
"76506","528","生态鲜腐竹","2017-06-14 15:19"
"58424","446","和田玉枣","2017-06-14 15:21"
"260826","492","丹东黄蚬","2017-06-14 15:21"
"186075","601","黑糯玉米","2017-06-14 15:23"
"245651","395","古田鲜银耳","2017-06-14 15:23"
"251633","505","泰国椰青","2017-06-14 15:23"
"195686","499","秘鲁牛油果","2017-06-14 15:24"
"85198","528","生态鲜腐竹","2017-06-14 15:26"
"202368","512","山楂优块","2017-06-14 15:27"
"226339","531","蓝莓","2017-06-14 15:27"
"130634","499","秘鲁牛油果","2017-06-14 15:27"
"21516","427","柳州螺蛳粉","2017-06-14 15:31"
"189398","531","蓝莓","2017-06-14 15:31"
"6266","531","蓝莓","2017-06-14 15:32"
"26395","512","山楂优块","2017-06-14 15:35"
"118886","338","刘老汉薄皮吊瓜","2017-06-14 15:38"
"206047","557","便携榨汁神器","2017-06-14 15:38"
"155577","505","泰国椰青","2017-06-14 15:39"
"267597","512","山楂优块","2017-06-14 15:40"
"203421","492","丹东黄蚬","2017-06-14 15:42"
"276947","595","麻辣小龙虾","2017-06-14 15:44"
"266456","549","海阳网纹蜜瓜","2017-06-14 15:44"
"263473","492","丹东黄蚬","2017-06-14 15:47"
"48946","499","秘鲁牛油果","2017-06-14 15:48"
"276399","314","巨无霸金奇异果","2017-06-14 15:49"
"118078","338","刘老汉薄皮吊瓜","2017-06-14 15:53"
"167010","505","泰国椰青","2017-06-14 15:53"
"283177","485","椴树蜂蜜","2017-06-14 15:56"
