id,first,last,num,userid,total_cnt,promotion_cnt,promotion_amt,regular_cnt,regular_amt
"34","2016-02-15","2017-04-09","7","34","39",NULL,NULL,"39","3823.9700"
"51","2016-01-30","2017-05-03","17","51","24","2","19.0000","21","1991.5100"
"156","2017-05-01","2017-05-01","1","156","1",NULL,NULL,"1","109.9000"
"239","2016-02-16","2017-03-25","9","239","12",NULL,NULL,"12","1097.6000"
"259","2017-04-20","2017-04-21","5","259","12","5","38.0000","3","261.8000"
"260","2016-09-28","2017-04-20","3","260","3",NULL,NULL,"3","237.0000"
"265","2016-11-05","2017-05-14","18","265","19","2","42.0000","17","1540.5000"
"270","2016-11-28","2017-04-19","16","270","16","3","20.0000","13","1116.6000"
"271","2016-04-07","2017-04-13","3","271","4","1","20.0000","2","168.0000"
"287","2016-09-28","2017-04-22","4","287","4","1","6.0000","3","270.7000"
"294","2016-09-23","2017-04-19","3","294","3",NULL,NULL,"3","163.9000"
"301","2016-08-25","2017-05-13","14","301","25","3","31.0000","18","1640.0000"
"302","2016-02-16","2017-05-08","7","302","7",NULL,NULL,"7","669.9000"
"311","2016-02-16","2017-05-14","10","311","13","1","8.0000","11","721.9000"
"316","2016-02-16","2017-05-12","52","316","56","8","132.0000","47","4420.3000"
"344","2016-07-05","2017-05-05","3","344","4",NULL,NULL,"3","420.7000"
"348","2017-01-11","2017-05-12","6","348","7","3","26.0000","3","256.9000"
"353","2016-04-12","2017-05-12","13","353","20",NULL,NULL,"20","1490.7000"
"376","2016-10-08","2017-04-17","15","376","18","2","11.0000","16","1296.6000"
"395","2016-08-02","2017-05-08","6","395","6","1","10.0000","5","271.8000"
"398","2017-03-21","2017-04-23","2","398","2",NULL,NULL,"2","154.9000"
"429","2016-02-16","2017-03-16","4","429","5",NULL,NULL,"5","384.0000"
"431","2016-08-09","2017-05-12","8","431","18","2","12.0000","16","1367.3000"
"434","2016-05-16","2017-05-08","21","434","22","2","22.0000","20","1691.2000"
"437","2017-04-16","2017-04-16","1","437","1",NULL,NULL,"1","99.9000"
"447","2016-08-29","2017-04-28","7","447","17","3","35.0000","12","782.0000"
"493","2016-06-21","2017-04-11","3","493","3",NULL,NULL,"3","336.0000"
"554","2016-02-24","2017-03-23","5","554","12","1","6.0000","11","868.0000"
"614","2017-03-07","2017-03-19","2","614","3","1","6.0000","2","131.8000"
"1059","2016-03-12","2017-03-28","8","1059","11",NULL,NULL,"10","799.0000"
"1298","2016-04-18","2017-04-01","7","1298","7",NULL,NULL,"7","485.7000"
"1360","2017-03-20","2017-03-20","1","1360","2",NULL,NULL,"2","198.0000"
"1437","2016-04-13","2017-05-07","16","1437","27",NULL,NULL,"27","2161.0000"
"1566","2016-09-28","2017-04-26","2","1566","2",NULL,NULL,"2","137.9000"
"1580","2016-03-01","2017-05-04","3","1580","3","1","13.0000","2","187.0000"
"1620","2017-03-22","2017-03-22","1","1620","1",NULL,NULL,"1","79.0000"
"1647","2016-03-03","2017-05-03","6","1647","6",NULL,NULL,"6","433.9000"
"1697","2016-03-05","2017-05-07","8","1697","10",NULL,NULL,"10","845.9000"
"1738","2016-11-07","2017-05-13","3","1738","4","2","23.0000","2","138.9000"
"1827","2016-03-10","2017-04-22","11","1827","19","1","7.0000","17","1384.7000"
"1840","2016-04-01","2017-05-10","8","1840","15",NULL,NULL,"15","1415.9000"
"1875","2016-07-04","2017-04-22","14","1875","27","1","20.0000","26","2725.6000"
"1934","2016-08-14","2017-04-11","12","1934","16","1","5.0000","14","1201.8000"
"1941","2016-11-30","2017-04-01","2","1941","2",NULL,NULL,"2","164.0000"
"2011","2016-03-19","2017-03-29","3","2011","4",NULL,NULL,"4","282.0000"
"2169","2016-03-19","2017-03-29","40","2169","46",NULL,NULL,"46","3796.0000"
"3398","2016-04-04","2017-05-08","59","3398","64","3","25.0000","61","5448.1000"
"3406","2016-04-14","2017-04-14","19","3406","24","2","28.0000","21","2279.4000"
"3452","2017-04-16","2017-04-22","3","3452","4","1","13.0000","3","285.9000"
"3454","2016-04-04","2017-03-16","6","3454","6",NULL,NULL,"6","542.0000"
"3455","2016-04-04","2017-03-14","3","3455","3",NULL,NULL,"3","245.0000"
"3474","2016-04-18","2017-05-07","15","3474","27","2","20.0000","25","2190.9000"
"3502","2016-03-31","2017-04-16","17","3502","19",NULL,NULL,"19","1741.4000"
"3504","2017-03-16","2017-03-16","1","3504","1",NULL,NULL,"1","98.0000"
"3550","2016-05-02","2017-05-13","17","3550","25",NULL,NULL,"25","1840.4000"
"3676","2017-04-27","2017-04-27","1","3676","2",NULL,NULL,"2","247.8000"
"3700","2017-04-29","2017-04-29","1","3700","1",NULL,NULL,"1","69.0000"
"3847","2016-04-03","2017-03-29","4","3847","6",NULL,NULL,"6","444.0000"
"3984","2017-03-14","2017-03-14","1","3984","2",NULL,NULL,"2","127.0000"
"3987","2016-04-04","2017-04-19","20","3987","20","3","33.0000","17","1446.6000"
"3989","2016-04-04","2017-03-29","16","3989","20",NULL,NULL,"20","1583.8000"
"4003","2016-04-14","2017-04-26","36","4003","51","1","20.0000","49","5241.8000"
"4006","2016-04-05","2017-03-17","9","4006","11",NULL,NULL,"11","1068.8000"
"4123","2016-04-06","2017-03-29","6","4123","6",NULL,NULL,"6","434.0000"
"4196","2016-04-06","2017-04-08","8","4196","10",NULL,NULL,"10","1036.9000"
"4213","2016-04-15","2017-03-14","34","4213","40",NULL,NULL,"40","2970.6000"
"4245","2016-04-06","2017-04-25","8","4245","11","2","20.0000","8","581.9000"
"4247","2016-04-06","2017-03-24","13","4247","19","1","10.0000","18","1313.1000"
"4256","2016-04-13","2017-05-07","54","4256","56","6","57.0000","50","3982.2000"
"4262","2016-04-13","2017-04-10","12","4262","13",NULL,NULL,"13","997.3000"
"4271","2016-04-06","2017-03-23","4","4271","5","1","30.0000","3","223.0000"
"4280","2016-08-25","2017-05-14","10","4280","13","1","6.0000","12","1352.6000"
"4284","2016-04-06","2017-03-25","9","4284","10","1","13.0000","9","792.0000"
"4287","2016-08-05","2017-04-05","14","4287","14","4","47.0000","10","863.5000"
"4288","2016-04-20","2017-05-12","8","4288","10","1","20.0000","9","1105.9000"
"4292","2016-04-20","2017-04-27","10","4292","12","4","40.0000","8","622.8000"
"4306","2016-09-09","2017-05-08","7","4306","8","1","40.0000","6","522.8000"
"4309","2016-04-12","2017-04-16","17","4309","21",NULL,NULL,"21","1634.4000"
"4317","2016-04-06","2017-05-09","13","4317","14","1","10.0000","13","1246.6000"
"4323","2017-04-20","2017-04-20","1","4323","1","1","7.0000",NULL,NULL
"4326","2016-07-04","2017-05-07","44","4326","55","2","20.0000","53","4534.0000"
"4327","2017-04-05","2017-05-08","2","4327","3",NULL,NULL,"3","246.0000"
"4335","2017-01-11","2017-03-24","5","4335","9","3","30.0000","4","312.0000"
"4337","2016-04-13","2017-04-06","4","4337","5",NULL,NULL,"5","407.7000"
"4361","2016-04-13","2017-05-03","8","4361","10",NULL,NULL,"10","981.9000"
"4475","2016-08-23","2017-04-21","2","4475","3","1","25.0000","2","208.0000"
"4521","2016-07-30","2017-05-05","43","4521","50","10","122.0000","40","2739.8000"
"4635","2016-04-09","2017-04-22","7","4635","9","1","7.0000","8","477.9000"
"4640","2016-04-09","2017-05-11","14","4640","16",NULL,NULL,"16","1322.0000"
"4666","2016-07-05","2017-05-12","19","4666","23",NULL,NULL,"23","2020.3000"
"4747","2016-04-11","2017-04-26","5","4747","7",NULL,NULL,"7","586.0000"
"4761","2016-08-26","2017-05-13","17","4761","22","5","49.0000","14","1749.7000"
"4799","2017-04-15","2017-05-08","2","4799","2",NULL,NULL,"2","205.8000"
"4813","2016-04-19","2017-05-07","8","4813","10",NULL,NULL,"10","856.0000"
"4856","2016-04-12","2017-04-19","13","4856","14","3","37.0000","11","1013.0000"
"4866","2017-03-16","2017-03-16","1","4866","1",NULL,NULL,"1","99.9000"
"4876","2016-04-13","2017-04-11","9","4876","11","1","20.0000","10","891.7000"
"4878","2016-04-12","2017-04-22","13","4878","17","6","93.0000","9","793.8000"
"4888","2016-04-12","2017-04-19","9","4888","10",NULL,NULL,"10","960.8000"
"4903","2016-04-12","2017-03-17","2","4903","2","1","25.0000","1","69.0000"
"4907","2016-12-04","2017-04-26","2","4907","3",NULL,NULL,"3","330.2000"
"4908","2016-12-11","2017-03-31","2","4908","3","1","20.0000","2","139.8000"
"4943","2016-06-20","2017-05-06","33","4943","42","3","57.0000","38","3821.1000"
"4953","2016-04-13","2017-03-25","5","4953","6",NULL,NULL,"6","422.9000"
"4955","2016-04-13","2017-05-12","36","4955","43","2","11.0000","41","2974.9000"
"4956","2016-11-07","2017-05-14","17","4956","21","2","18.0000","18","1668.4000"
"4986","2016-09-05","2017-05-09","10","4986","12","1","10.0000","11","944.6000"
"5015","2016-04-13","2017-05-14","4","5015","4",NULL,NULL,"4","306.8000"
"5038","2017-05-05","2017-05-05","1","5038","1",NULL,NULL,"1","109.9000"
"5152","2016-04-14","2017-04-14","10","5152","11","1","6.0000","10","1001.6000"
"5442","2016-10-14","2017-05-07","14","5442","17",NULL,NULL,"17","1530.0000"
"5676","2016-04-16","2017-04-19","69","5676","85","9","109.0000","74","6737.0000"
"5774","2016-04-17","2017-05-10","9","5774","10",NULL,NULL,"10","722.7000"
"5787","2017-04-23","2017-04-23","1","5787","2",NULL,NULL,"2","396.0000"
"5791","2017-04-10","2017-04-10","1","5791","2","1","20.0000","1","0.0000"
"5794","2016-09-28","2017-05-13","3","5794","11","1","6.0000","10","1113.9000"
"5806","2016-09-22","2017-03-26","3","5806","3","2","16.0000","1","116.0000"
"5809","2017-04-11","2017-04-11","1","5809","1",NULL,NULL,"1","85.0000"
"5836","2017-04-26","2017-04-26","1","5836","1",NULL,NULL,"1","39.9000"
"5869","2016-04-18","2017-05-07","7","5869","8",NULL,NULL,"8","772.8000"
"5905","2017-03-15","2017-03-25","4","5905","6","2","12.0000","3","244.0000"
"5921","2017-04-27","2017-04-27","1","5921","1",NULL,NULL,"1","39.9000"
"6126","2016-04-19","2017-05-07","4","6126","5",NULL,NULL,"5","474.0000"
"6160","2016-04-28","2017-05-11","3","6160","4",NULL,NULL,"4","334.0000"
"6231","2016-05-06","2017-05-11","22","6231","28","1","5.0000","27","2639.7000"
"6262","2016-04-20","2017-05-14","16","6262","16","3","40.0000","13","1131.7000"
"6266","2016-08-01","2017-05-02","7","6266","8","2","26.0000","6","482.9000"
"6275","2017-01-19","2017-05-04","14","6275","22","5","114.0000","15","1275.7000"
"6291","2016-04-20","2017-05-04","4","6291","4",NULL,NULL,"4","367.9000"
"6294","2016-12-07","2017-04-19","4","6294","5","2","17.0000","3","237.9000"
"6337","2016-04-20","2017-05-07","8","6337","11",NULL,NULL,"11","898.4000"
"6358","2016-07-02","2017-04-26","5","6358","6",NULL,NULL,"6","378.8000"
"6456","2017-03-17","2017-03-17","1","6456","1",NULL,NULL,"1","99.9000"
"6724","2016-04-24","2017-04-20","88","6724","94","8","56.0000","86","8611.2000"
"6726","2016-04-24","2017-04-12","7","6726","8",NULL,NULL,"8","541.4000"
"6734","2016-05-20","2017-03-23","10","6734","12","1","7.0000","11","1083.6000"
"6742","2016-04-24","2017-05-12","35","6742","36","5","54.0000","31","2941.5000"
"6764","2016-05-19","2017-05-08","34","6764","45","2","25.0000","43","4823.4000"
"6791","2017-03-12","2017-03-25","3","6791","3","1","7.0000","2","207.9000"
"6793","2016-05-15","2017-04-19","10","6793","24","1","9.0000","23","1432.7000"
"6818","2017-04-15","2017-05-12","4","6818","5",NULL,NULL,"5","405.9000"
"6903","2016-04-26","2017-05-11","6","6903","9","1","20.0000","7","606.6000"
"6915","2017-03-27","2017-03-27","2","6915","2",NULL,NULL,"2","138.0000"
"6924","2016-05-01","2017-04-04","6","6924","6",NULL,NULL,"6","678.9000"
"7089","2016-04-27","2017-03-19","2","7089","3",NULL,NULL,"3","237.0000"
"7195","2017-02-14","2017-03-25","8","7195","8","2","30.0000","6","604.8000"
"7241","2016-05-04","2017-04-06","7","7241","9","2","12.0000","7","553.9000"
"7244","2016-05-07","2017-04-22","5","7244","5","1","6.0000","4","324.9000"
"7246","2016-04-28","2017-03-19","21","7246","22","2","11.0000","20","2785.5000"
"7292","2016-04-28","2017-04-17","2","7292","3",NULL,NULL,"3","187.0000"
"7403","2016-06-18","2017-05-07","8","7403","13",NULL,NULL,"13","1378.0000"
"7412","2016-04-29","2017-05-07","19","7412","21","2","15.0000","19","1923.9000"
"7517","2017-03-18","2017-04-27","5","7517","5","1","7.0000","4","422.5000"
"7521","2016-05-02","2017-04-22","128","7521","140","17","211.0000","122","11355.5000"
"7526","2016-06-13","2017-04-24","16","7526","19","2","15.0000","16","1424.3000"
"7534","2016-04-30","2017-05-13","60","7534","65","2","23.0000","63","6384.5000"
"7661","2016-05-01","2017-05-03","8","7661","8","1","5.0000","7","661.9000"
"7662","2016-05-17","2017-05-11","36","7662","43","2","15.0000","41","4325.2000"
"7722","2016-05-02","2017-04-19","5","7722","5",NULL,NULL,"5","459.0000"
"7745","2016-05-02","2017-03-24","13","7745","20","1","6.0000","19","1206.5000"
"7775","2016-09-30","2017-04-08","2","7775","2",NULL,NULL,"2","166.8000"
"7815","2016-05-02","2017-05-02","14","7815","15",NULL,NULL,"15","1405.4000"
"7847","2016-05-03","2017-04-14","3","7847","4","1","6.0000","3","233.0000"
"7893","2016-05-03","2017-03-22","26","7893","34",NULL,NULL,"34","3169.7000"
"7912","2016-10-24","2017-03-19","2","7912","2","1","6.0000","1","39.9000"
"7926","2017-04-23","2017-05-14","4","7926","4","2","18.0000","2","157.9000"
"7997","2016-05-03","2017-04-04","4","7997","8",NULL,NULL,"8","722.7000"
"8036","2017-02-25","2017-03-25","3","8036","8","3","27.0000",NULL,NULL
"8052","2016-05-04","2017-03-25","11","8052","14","1","40.0000","13","1182.8000"
"8098","2016-05-04","2017-03-29","12","8098","14","1","20.0000","13","967.5000"
"8124","2016-05-04","2017-04-09","3","8124","3",NULL,NULL,"3","277.9000"
"8180","2017-03-19","2017-05-03","7","8180","10","1","6.0000","9","679.7000"
"8197","2016-10-20","2017-05-13","35","8197","35","1","6.0000","34","3205.5000"
"8217","2016-05-05","2017-05-07","4","8217","4",NULL,NULL,"4","415.9000"
"8292","2016-05-05","2017-05-08","10","8292","13","1","10.0000","12","924.6000"
"8317","2017-03-21","2017-04-14","2","8317","4",NULL,NULL,"4","245.7000"
"8340","2016-05-05","2017-04-21","13","8340","13",NULL,NULL,"13","1175.3000"
"8350","2016-05-05","2017-05-13","5","8350","7",NULL,NULL,"7","900.8000"
"8542","2017-05-05","2017-05-12","2","8542","2",NULL,NULL,"2","319.7000"
"8547","2016-09-30","2017-03-17","5","8547","5",NULL,NULL,"5","579.8000"
"8615","2016-05-26","2017-05-13","28","8615","36","1","6.0000","35","3483.4000"
"8922","2016-05-07","2017-04-07","12","8922","14",NULL,NULL,"13","1033.6000"
"9000","2016-05-08","2017-03-16","67","9000","84","1","7.0000","83","7179.3000"
"9004","2016-05-08","2017-05-12","17","9004","21","3","46.0000","18","2033.3000"
"9087","2016-08-10","2017-03-24","2","9087","4","1","12.0000","3","146.2000"
"9106","2017-03-17","2017-04-01","4","9106","9","1","25.0000","6","530.0000"
"9156","2016-05-10","2017-05-12","95","9156","119","11","151.0000","105","9351.0000"
"9261","2016-05-10","2017-04-22","34","9261","46","6","91.0000","40","3190.8000"
"9367","2017-05-12","2017-05-12","1","9367","1",NULL,NULL,"1","41.9000"
"9405","2017-03-24","2017-03-24","1","9405","1",NULL,NULL,"1","59.0000"
"9498","2016-12-06","2017-04-23","4","9498","6","1","5.0000","5","378.6000"
"9530","2016-05-17","2017-04-07","12","9530","15",NULL,NULL,"15","1014.5000"
"9693","2016-11-17","2017-03-28","2","9693","2",NULL,NULL,"2","188.9000"
"9696","2016-05-14","2017-05-12","30","9696","45",NULL,NULL,"45","3781.6000"
"9697","2016-05-20","2017-04-27","70","9697","86","4","34.0000","81","9168.6000"
"9718","2016-06-30","2017-04-27","18","9718","22",NULL,NULL,"22","1562.4000"
"9719","2016-06-08","2017-04-09","10","9719","10",NULL,NULL,"10","1177.9000"
"9720","2017-03-28","2017-04-02","2","9720","3","1","20.0000","2","159.8000"
"9723","2017-04-19","2017-04-19","1","9723","1",NULL,NULL,"1","48.0000"
"9740","2017-05-14","2017-05-14","1","9740","3",NULL,NULL,"3","197.8000"
"9745","2016-06-23","2017-05-04","9","9745","10","2","22.0000","8","655.5000"
"9771","2016-09-19","2017-03-19","40","9771","54","4","24.0000","43","3131.8000"
"9786","2017-03-27","2017-03-27","1","9786","1",NULL,NULL,"1","59.0000"
"9790","2016-09-02","2017-04-30","12","9790","13",NULL,NULL,"13","1227.4000"
"9819","2017-04-15","2017-04-15","1","9819","1",NULL,NULL,"1","48.0000"
"9857","2016-05-24","2017-03-14","2","9857","2",NULL,NULL,"2","143.0000"
"9872","2016-05-25","2017-03-23","50","9872","64","4","25.0000","57","4328.7000"
"9887","2016-06-25","2017-04-20","25","9887","33","1","7.0000","32","2140.8000"
"9891","2016-05-20","2017-04-22","4","9891","4","2","17.0000","2","198.0000"
"10003","2017-03-23","2017-03-23","1","10003","1","1","7.0000",NULL,NULL
"10026","2017-04-13","2017-04-13","1","10026","1","1","20.0000",NULL,NULL
"10061","2016-05-15","2017-04-17","14","10061","16","1","6.0000","15","1346.4000"
"10104","2016-07-04","2017-04-26","8","10104","9","3","46.0000","6","419.7000"
"10117","2016-09-08","2017-03-20","3","10117","4","1","20.0000","3","237.9000"
"10133","2016-07-12","2017-05-09","5","10133","8",NULL,NULL,"8","653.7000"
"10163","2016-06-19","2017-04-15","8","10163","10",NULL,NULL,"10","1448.7000"
"10187","2016-07-05","2017-04-02","13","10187","17",NULL,NULL,"17","1705.4000"
"10310","2016-05-17","2017-03-26","15","10310","18","2","17.0000","16","1406.2000"
"10322","2016-05-16","2017-04-14","38","10322","39",NULL,NULL,"39","3316.3000"
"10330","2016-08-09","2017-05-03","22","10330","29","2","21.0000","27","2549.1000"
"10334","2016-09-29","2017-04-23","3","10334","5",NULL,NULL,"5","604.0000"
"10335","2016-12-30","2017-03-16","3","10335","4",NULL,NULL,"4","229.6000"
"10336","2017-03-13","2017-03-16","2","10336","2",NULL,NULL,"2","128.9000"
"10341","2016-10-29","2017-05-07","8","10341","12","2","16.0000","10","768.8000"
"10367","2016-10-09","2017-05-06","13","10367","14",NULL,NULL,"14","1501.2000"
"10374","2016-09-15","2017-04-22","3","10374","4","1","6.0000","3","237.9000"
"10388","2016-07-05","2017-05-14","4","10388","4",NULL,NULL,"4","308.7000"
"10397","2016-05-19","2017-04-10","8","10397","8",NULL,NULL,"8","855.0000"
"10409","2016-09-13","2017-05-03","5","10409","5",NULL,NULL,"5","544.9000"
"10448","2016-10-15","2017-03-21","20","10448","24","2","20.0000","22","1889.3000"
"10508","2017-04-07","2017-04-07","1","10508","1","1","20.0000",NULL,NULL
"10532","2016-12-20","2017-05-14","4","10532","4","2","14.0000","2","146.0000"
"10533","2016-09-27","2017-03-16","5","10533","9","1","9.0000","5","589.5000"
"10597","2016-05-19","2017-03-26","7","10597","7","1","6.0000","6","451.8000"
"10684","2016-06-19","2017-04-29","34","10684","38","1","5.0000","37","3925.0000"
"10689","2016-10-25","2017-04-08","11","10689","16",NULL,NULL,"14","845.8000"
"10692","2017-01-07","2017-04-22","3","10692","3",NULL,NULL,"3","205.8000"
"10694","2016-05-20","2017-05-10","2","10694","4",NULL,NULL,"4","610.0000"
"10703","2016-05-17","2017-04-17","4","10703","5","1","6.0000","4","282.0000"
"10709","2016-05-19","2017-05-08","18","10709","21","5","99.0000","16","1508.8000"
"10717","2016-05-19","2017-04-26","12","10717","15",NULL,NULL,"15","1201.6000"
"10728","2016-05-26","2017-03-23","6","10728","6","1","7.0000","5","505.7000"
"10729","2016-05-19","2017-05-12","11","10729","11","2","20.0000","9","1010.9000"
"10736","2017-04-25","2017-04-25","1","10736","1",NULL,NULL,"1","49.0000"
"10755","2016-05-18","2017-04-23","7","10755","7","2","17.0000","5","365.9000"
"10759","2016-05-18","2017-04-24","19","10759","27",NULL,NULL,"27","3121.5000"
"10766","2017-03-28","2017-03-28","1","10766","1",NULL,NULL,"1","99.9000"
"10800","2016-12-31","2017-03-26","2","10800","2","1","7.0000","1","96.0000"
"10818","2017-04-13","2017-04-13","1","10818","1",NULL,NULL,"1","99.9000"
"10840","2016-05-18","2017-04-07","13","10840","14",NULL,NULL,"14","1451.2000"
"10861","2016-05-18","2017-05-13","5","10861","7",NULL,NULL,"7","638.9000"
"10899","2016-05-18","2017-04-30","58","10899","61","3","19.0000","58","5234.0000"
"10911","2017-03-23","2017-03-23","1","10911","3",NULL,NULL,"3","258.8000"
"10919","2017-03-17","2017-04-02","3","10919","3","1","6.0000","2","107.0000"
"10925","2016-05-19","2017-04-17","5","10925","5",NULL,NULL,"5","476.7000"
"10934","2016-11-22","2017-04-12","6","10934","7",NULL,NULL,"7","531.8000"
"10935","2016-11-18","2017-04-20","3","10935","5","1","13.0000","3","257.9000"
"10966","2016-06-22","2017-04-30","31","10966","35","1","5.0000","34","3388.0000"
"10984","2017-04-07","2017-04-07","1","10984","2","1","20.0000",NULL,NULL
"11038","2016-12-31","2017-03-23","8","11038","11","2","13.0000","9","801.3000"
"11055","2016-05-18","2017-04-29","23","11055","26","2","32.0000","24","1828.3000"
"11065","2017-03-06","2017-04-20","2","11065","3","2","19.0000",NULL,NULL
"11070","2016-05-23","2017-04-12","15","11070","26",NULL,NULL,"26","1601.4000"
"11084","2016-06-23","2017-05-05","44","11084","52","3","24.0000","49","4225.6000"
"11105","2016-10-08","2017-03-23","2","11105","3",NULL,NULL,"3","286.0000"
"11130","2016-05-19","2017-04-23","4","11130","5","1","6.0000","3","231.9000"
"11235","2016-08-02","2017-05-14","12","11235","16",NULL,NULL,"16","1227.2000"
"11246","2017-03-16","2017-04-25","7","11246","8",NULL,NULL,"8","735.6000"
"11278","2016-09-08","2017-04-21","10","11278","11","1","25.0000","9","1022.8000"
"11302","2017-03-15","2017-03-15","1","11302","1",NULL,NULL,"1","108.0000"
"11341","2017-03-26","2017-03-26","1","11341","1",NULL,NULL,"1","59.0000"
"11346","2016-05-19","2017-05-02","12","11346","14","1","7.0000","13","1242.7000"
"11392","2017-04-07","2017-04-07","1","11392","1",NULL,NULL,"1","48.0000"
"11465","2016-05-19","2017-04-02","8","11465","9",NULL,NULL,"9","1025.9000"
"11499","2016-05-19","2017-04-28","18","11499","22",NULL,NULL,"22","1384.3000"
"11529","2017-05-10","2017-05-10","1","11529","1",NULL,NULL,"1","69.9000"
"11538","2017-04-10","2017-04-28","2","11538","2","1","20.0000","1","88.0000"
"11548","2016-05-19","2017-04-11","5","11548","7",NULL,NULL,"7","715.9000"
"11571","2016-05-19","2017-04-25","7","11571","8",NULL,NULL,"8","812.9000"
"11572","2016-11-20","2017-04-14","3","11572","3",NULL,NULL,"3","257.9000"
"11585","2016-06-08","2017-04-22","12","11585","15","2","26.0000","13","1297.4000"
"11615","2016-10-20","2017-05-03","9","11615","11",NULL,NULL,"11","930.2000"
"11654","2016-11-09","2017-05-13","16","11654","20","1","10.0000","19","1788.3000"
"11674","2017-04-07","2017-04-07","1","11674","1",NULL,NULL,"1","69.9000"
"11681","2016-06-17","2017-05-08","11","11681","12","1","13.0000","11","1106.7000"
"11710","2016-05-20","2017-04-17","5","11710","5","2","27.0000","3","287.8000"
"11742","2017-04-02","2017-04-22","4","11742","8","2","26.0000","6","601.6000"
"11749","2016-05-20","2017-03-19","14","11749","18",NULL,NULL,"18","2585.7000"
"11754","2017-01-08","2017-05-12","9","11754","9","4","65.0000","5","519.9000"
"11797","2016-05-20","2017-04-06","12","11797","12","2","16.0000","10","837.8000"
"11798","2016-12-29","2017-03-23","6","11798","6","2","24.0000","4","359.9000"
"11818","2016-06-01","2017-04-28","6","11818","7","1","9.0000","6","644.0000"
"11823","2016-07-12","2017-03-25","11","11823","13","1","7.0000","12","1116.4000"
"11831","2016-05-20","2017-05-05","10","11831","12",NULL,NULL,"12","986.6000"
"11856","2016-05-24","2017-03-24","13","11856","17","2","14.0000","14","1376.8000"
"11899","2017-02-13","2017-05-14","9","11899","9","1","8.0000","8","673.6000"
"11979","2016-07-07","2017-03-24","15","11979","16",NULL,NULL,"16","1808.6000"
"12254","2016-05-24","2017-05-07","12","12254","15",NULL,NULL,"15","1818.9000"
"12292","2016-05-24","2017-03-19","54","12292","71","1","5.0000","70","7058.9000"
"12295","2016-05-25","2017-03-26","3","12295","3",NULL,NULL,"3","337.8000"
"12325","2016-09-06","2017-04-01","4","12325","4",NULL,NULL,"4","503.0000"
"12380","2016-09-27","2017-03-31","5","12380","6",NULL,NULL,"6","476.6000"
"12383","2017-03-28","2017-03-28","1","12383","1",NULL,NULL,"1","85.0000"
"12433","2016-05-25","2017-04-19","11","12433","25",NULL,NULL,"25","2804.7000"
"12466","2017-03-21","2017-03-31","2","12466","2",NULL,NULL,"2","198.9000"
"12472","2016-06-12","2017-05-10","4","12472","5",NULL,NULL,"5","553.8000"
"12489","2016-05-25","2017-05-07","9","12489","11",NULL,NULL,"11","1119.9000"
"12509","2016-05-25","2017-04-04","4","12509","4",NULL,NULL,"4","324.9000"
"12559","2016-06-11","2017-05-11","6","12559","6",NULL,NULL,"6","447.8000"
"12586","2017-03-15","2017-03-15","1","12586","1",NULL,NULL,"1","69.0000"
"12653","2016-09-28","2017-03-22","3","12653","3",NULL,NULL,"3","203.9000"
"12699","2017-03-31","2017-03-31","1","12699","1",NULL,NULL,"1","99.9000"
"12752","2017-02-22","2017-03-24","7","12752","8","1","6.0000","7","665.0000"
"12773","2016-05-27","2017-03-24","4","12773","5","2","13.0000","3","267.8000"
"12919","2016-09-15","2017-03-14","10","12919","20","1","10.0000","18","1309.8000"
"12961","2016-05-29","2017-04-07","6","12961","8","1","10.0000","7","756.0000"
"12965","2017-04-24","2017-04-24","1","12965","1",NULL,NULL,"1","108.0000"
"12987","2016-05-30","2017-04-10","16","12987","21","1","15.0000","20","1922.3000"
"13049","2016-08-11","2017-03-25","9","13049","9","2","23.0000","7","663.6000"
"13073","2016-09-25","2017-03-19","19","13073","20","5","50.0000","15","1127.3000"
"13087","2017-03-23","2017-03-31","3","13087","5","2","12.0000","1","48.0000"
"13096","2016-06-06","2017-03-25","4","13096","10",NULL,NULL,"10","1029.0000"
"13100","2017-02-25","2017-05-14","3","13100","3",NULL,NULL,"3","262.0000"
"13109","2016-06-05","2017-03-22","2","13109","6","1","6.0000","4","380.0000"
"13117","2017-05-12","2017-05-14","3","13117","5",NULL,NULL,"5","507.7000"
"13120","2016-06-23","2017-05-11","19","13120","32","1","10.0000","31","3019.3000"
"13127","2017-03-22","2017-03-22","1","13127","1","1","6.0000",NULL,NULL
"13134","2016-06-13","2017-03-22","2","13134","3","1","6.0000","2","194.0000"
"13147","2017-02-22","2017-05-12","12","13147","23","4","29.0000","17","1604.3000"
"13154","2016-06-15","2017-04-05","2","13154","4",NULL,NULL,"4","605.0000"
"13199","2016-07-24","2017-05-04","62","13199","79","4","27.0000","74","5589.9000"
"13212","2016-06-12","2017-05-12","7","13212","11","2","24.0000","8","637.0000"
"13237","2016-06-12","2017-03-30","6","13237","8",NULL,NULL,"8","1300.0000"
"13316","2016-11-06","2017-05-07","9","13316","14",NULL,NULL,"13","1266.8000"
"13362","2016-06-10","2017-03-18","8","13362","8",NULL,NULL,"8","676.9000"
"13423","2017-03-29","2017-03-29","1","13423","1",NULL,NULL,"1","99.9000"
"13438","2016-07-18","2017-03-23","6","13438","7","1","13.0000","6","457.8000"
"13440","2017-03-30","2017-04-27","9","13440","11","3","26.0000","8","648.6000"
