id,first,last,num,userid,total_cnt,promotion_cnt,promotion_amt,regular_cnt,regular_amt
"139502","2017-03-13","2017-03-26","5","139502","9",NULL,NULL,"8","710.8000"
"139514","2017-03-01","2017-03-28","8","139514","11","1","8.0000","7","538.4000"
"139518","2017-03-07","2017-04-13","3","139518","7",NULL,NULL,"7","790.4000"
"139527","2017-03-01","2017-05-03","4","139527","4",NULL,NULL,"4","420.7000"
"139535","2017-03-14","2017-03-14","1","139535","1",NULL,NULL,"1","69.0000"
"139546","2017-04-01","2017-04-01","1","139546","3",NULL,NULL,"3","267.0000"
"139568","2017-03-02","2017-05-12","2","139568","2",NULL,NULL,"2","152.0000"
"139570","2017-03-01","2017-03-19","6","139570","6","2","19.0000","4","429.9000"
"139578","2017-03-22","2017-03-24","2","139578","2","1","8.0000","1","49.0000"
"139584","2017-03-05","2017-04-08","6","139584","13",NULL,NULL,"13","1137.8000"
"139596","2017-03-29","2017-03-29","1","139596","1",NULL,NULL,"1","79.0000"
"139597","2017-03-01","2017-03-31","5","139597","6","1","25.0000","5","473.8000"
"139602","2017-03-26","2017-03-26","1","139602","1","1","6.0000",NULL,NULL
"139604","2017-05-06","2017-05-07","3","139604","4",NULL,NULL,"4","315.8000"
"139609","2017-03-20","2017-04-21","8","139609","10","3","22.0000","6","424.6000"
"139613","2017-03-23","2017-03-23","1","139613","1","1","6.0000",NULL,NULL
"139615","2017-03-27","2017-03-31","2","139615","2",NULL,NULL,"2","174.0000"
"139620","2017-03-20","2017-03-20","1","139620","2",NULL,NULL,"2","178.0000"
"139636","2017-03-20","2017-03-20","1","139636","2",NULL,NULL,"2","187.9000"
"139641","2017-03-05","2017-03-25","4","139641","4","2","22.0000","2","126.0000"
"139645","2017-03-20","2017-03-20","1","139645","2","1","6.0000","1","79.0000"
"139650","2017-03-01","2017-04-29","7","139650","10","2","17.0000","8","761.2000"
"139663","2017-03-01","2017-04-09","2","139663","3",NULL,NULL,"2","135.0000"
"139665","2017-03-01","2017-03-21","9","139665","9","1","13.0000","8","585.5000"
"139668","2017-03-01","2017-04-30","2","139668","2",NULL,NULL,"2","249.9000"
"139670","2017-03-06","2017-05-03","9","139670","12","1","9.0000","11","954.5000"
"139680","2017-03-05","2017-04-23","4","139680","6",NULL,NULL,"6","510.9000"
"139683","2017-03-22","2017-03-22","1","139683","1","1","20.0000",NULL,NULL
"139694","2017-03-02","2017-03-20","3","139694","3",NULL,NULL,"3","276.0000"
"139696","2017-03-05","2017-03-15","3","139696","6","1","7.0000","3","294.0000"
"139708","2017-03-07","2017-04-21","5","139708","6","2","27.0000","4","216.0000"
"139717","2017-03-15","2017-04-15","4","139717","5","1","6.0000","4","473.6000"
"139725","2017-03-17","2017-03-17","1","139725","1",NULL,NULL,"1","128.0000"
"139731","2017-03-21","2017-05-08","3","139731","5",NULL,NULL,"5","297.3000"
"139741","2017-04-19","2017-04-19","1","139741","1","1","6.0000",NULL,NULL
"139761","2017-03-01","2017-04-22","6","139761","6",NULL,NULL,"6","651.0000"
"139763","2017-04-04","2017-04-10","2","139763","2",NULL,NULL,"2","117.0000"
"139764","2017-03-27","2017-03-27","1","139764","1",NULL,NULL,"1","128.0000"
"139776","2017-03-28","2017-03-28","1","139776","1",NULL,NULL,"1","69.9000"
"139777","2017-03-09","2017-05-12","9","139777","10","2","25.0000","7","588.8000"
"139800","2017-03-31","2017-05-12","8","139800","23","1","9.0000","21","1601.4000"
"139801","2017-04-18","2017-04-18","1","139801","1","1","13.0000",NULL,NULL
"139820","2017-04-13","2017-04-13","1","139820","1",NULL,NULL,"1","69.9000"
"139828","2017-04-21","2017-04-21","1","139828","1",NULL,NULL,"1","87.0000"
"139833","2017-03-20","2017-03-20","1","139833","1","1","6.0000",NULL,NULL
"139861","2017-03-04","2017-05-02","9","139861","13","1","6.0000","12","1125.5000"
"139871","2017-04-28","2017-04-28","1","139871","1",NULL,NULL,"1","125.0000"
"139882","2017-03-31","2017-05-14","6","139882","6","1","5.0000","5","443.7000"
"139896","2017-03-21","2017-03-21","1","139896","1",NULL,NULL,"1","99.0000"
"139912","2017-04-26","2017-04-26","1","139912","1",NULL,NULL,"1","69.9000"
"139923","2017-04-29","2017-04-29","1","139923","1","1","13.0000",NULL,NULL
"139950","2017-03-02","2017-03-27","7","139950","8",NULL,NULL,"8","637.4000"
"139952","2017-03-30","2017-05-14","4","139952","5",NULL,NULL,"5","483.7000"
"139990","2017-03-24","2017-03-26","2","139990","3","1","6.0000","1","88.0000"
"139996","2017-04-05","2017-04-05","1","139996","1",NULL,NULL,"1","69.9000"
"140000","2017-03-28","2017-03-28","1","140000","1",NULL,NULL,"1","99.9000"
"140005","2017-03-24","2017-03-24","3","140005","4","2","26.0000","2","118.0000"
"140008","2017-03-21","2017-03-29","2","140008","4",NULL,NULL,"4","507.9000"
"140012","2017-04-01","2017-04-01","1","140012","1",NULL,NULL,"1","138.0000"
"140014","2017-03-03","2017-04-22","8","140014","9","5","38.0000","3","275.9000"
"140023","2017-03-19","2017-04-21","6","140023","7","2","17.0000","5","600.0000"
"140061","2017-03-21","2017-03-31","2","140061","2",NULL,NULL,"2","198.9000"
"140065","2017-03-18","2017-03-18","3","140065","3",NULL,NULL,"3","311.9000"
"140068","2017-03-21","2017-03-28","2","140068","3",NULL,NULL,"3","299.7000"
"140094","2017-03-06","2017-03-28","2","140094","3",NULL,NULL,"3","275.0000"
"140096","2017-03-02","2017-03-15","4","140096","10",NULL,NULL,"10","970.4000"
"140116","2017-03-26","2017-03-26","1","140116","1",NULL,NULL,"1","108.0000"
"140119","2017-03-18","2017-03-19","2","140119","2",NULL,NULL,"2","274.0000"
"140121","2017-03-02","2017-03-24","2","140121","2","1","6.0000","1","79.0000"
"140124","2017-03-13","2017-04-06","2","140124","3",NULL,NULL,"3","199.9000"
"140126","2017-03-02","2017-04-07","2","140126","2",NULL,NULL,"2","181.0000"
"140139","2017-03-14","2017-04-15","2","140139","2","1","13.0000","1","48.0000"
"140145","2017-03-02","2017-05-13","17","140145","20","3","24.0000","17","1749.9000"
"140146","2017-03-04","2017-04-22","8","140146","10","4","36.0000","6","476.8000"
"140157","2017-03-19","2017-03-19","1","140157","1",NULL,NULL,"1","89.0000"
"140168","2017-03-02","2017-04-02","2","140168","2",NULL,NULL,"2","168.0000"
"140198","2017-03-14","2017-04-10","3","140198","3","2","33.0000","1","69.0000"
"140205","2017-03-23","2017-03-25","3","140205","3","2","13.0000","1","69.9000"
"140207","2017-04-26","2017-05-06","4","140207","8",NULL,NULL,"7","437.4000"
"140213","2017-04-29","2017-05-13","2","140213","2","1","13.0000","1","78.8000"
"140216","2017-03-06","2017-03-23","3","140216","3","1","7.0000","2","215.9000"
"140233","2017-03-22","2017-05-13","7","140233","7","6","82.0000","1","154.0000"
"140241","2017-04-10","2017-04-10","1","140241","1",NULL,NULL,"1","69.9000"
"140243","2017-03-20","2017-05-12","3","140243","9",NULL,NULL,"8","1643.5000"
"140248","2017-03-24","2017-03-24","1","140248","1","1","8.0000",NULL,NULL
"140262","2017-03-15","2017-03-15","1","140262","1",NULL,NULL,"1","48.0000"
"140276","2017-04-10","2017-05-06","2","140276","2",NULL,NULL,"2","87.9000"
"140281","2017-03-09","2017-03-26","4","140281","4",NULL,NULL,"4","287.8000"
"140284","2017-03-07","2017-05-14","11","140284","12",NULL,NULL,"12","1201.5000"
"140290","2017-03-16","2017-03-31","4","140290","4","1","20.0000","3","185.0000"
"140302","2017-04-22","2017-04-22","1","140302","1",NULL,NULL,"1","64.8000"
"140305","2017-03-18","2017-03-18","1","140305","1",NULL,NULL,"1","48.0000"
"140325","2017-04-07","2017-04-07","1","140325","1",NULL,NULL,"1","69.9000"
"140333","2017-03-02","2017-03-21","2","140333","4",NULL,NULL,"4","336.9000"
"140384","2017-03-11","2017-04-27","6","140384","6",NULL,NULL,"6","521.9000"
"140391","2017-04-03","2017-04-03","1","140391","2",NULL,NULL,"2","128.0000"
"140395","2017-03-21","2017-03-21","1","140395","2",NULL,NULL,"2","199.8000"
"140396","2017-03-07","2017-03-28","3","140396","5",NULL,NULL,"5","507.8000"
"140398","2017-03-21","2017-03-21","1","140398","1",NULL,NULL,"1","149.0000"
"140400","2017-03-02","2017-04-30","5","140400","5","1","6.0000","4","284.9000"
"140401","2017-03-03","2017-03-22","7","140401","7",NULL,NULL,"7","604.6000"
"140406","2017-05-08","2017-05-08","2","140406","3",NULL,NULL,"3","305.9000"
"140450","2017-03-08","2017-04-23","7","140450","9","2","16.0000","7","700.0000"
"140453","2017-03-20","2017-03-20","1","140453","1",NULL,NULL,"1","108.0000"
"140458","2017-03-27","2017-03-27","1","140458","1",NULL,NULL,"1","108.0000"
"140459","2017-03-02","2017-03-16","2","140459","2",NULL,NULL,"2","156.0000"
"140460","2017-03-02","2017-05-12","6","140460","6","1","6.0000","5","370.5000"
"140463","2017-03-02","2017-04-07","2","140463","3",NULL,NULL,"3","264.0000"
"140470","2017-04-27","2017-04-27","1","140470","1",NULL,NULL,"1","80.0000"
"140473","2017-03-16","2017-04-23","9","140473","9","3","36.0000","6","695.7000"
"140499","2017-03-29","2017-05-14","2","140499","3",NULL,NULL,"3","245.5000"
"140505","2017-03-05","2017-05-05","9","140505","10","2","20.0000","8","590.7000"
"140507","2017-03-25","2017-05-12","4","140507","5","1","40.0000","4","565.8000"
"140534","2017-03-02","2017-05-07","20","140534","24","3","33.0000","21","1614.9000"
"140539","2017-04-12","2017-04-12","1","140539","1",NULL,NULL,"1","59.9000"
"140540","2017-03-21","2017-03-21","1","140540","2",NULL,NULL,"2","178.0000"
"140558","2017-04-07","2017-04-12","2","140558","2",NULL,NULL,"2","186.8000"
"140560","2017-03-26","2017-05-14","6","140560","6","1","10.0000","5","692.9000"
"140577","2017-03-02","2017-04-30","5","140577","8",NULL,NULL,"8","978.9000"
"140578","2017-03-28","2017-03-28","1","140578","1",NULL,NULL,"1","69.9000"
"140584","2017-03-02","2017-05-05","3","140584","4",NULL,NULL,"4","361.9000"
"140591","2017-03-21","2017-03-21","1","140591","1",NULL,NULL,"1","59.0000"
"140600","2017-03-06","2017-03-15","3","140600","7","1","12.0000","3","275.9000"
"140605","2017-03-23","2017-03-23","1","140605","1","1","30.0000",NULL,NULL
"140611","2017-03-21","2017-03-21","1","140611","1",NULL,NULL,"1","59.0000"
"140612","2017-03-16","2017-03-17","2","140612","2",NULL,NULL,"2","197.9000"
"140633","2017-05-07","2017-05-14","3","140633","3",NULL,NULL,"3","267.8000"
"140641","2017-03-07","2017-05-14","5","140641","7","2","26.0000","4","333.6000"
"140655","2017-03-26","2017-05-03","2","140655","2",NULL,NULL,"2","258.0000"
"140656","2017-03-02","2017-05-07","11","140656","14","3","37.0000","10","976.5000"
"140659","2017-03-21","2017-04-04","2","140659","2",NULL,NULL,"2","197.0000"
"140672","2017-03-14","2017-04-10","3","140672","3",NULL,NULL,"3","225.9000"
"140675","2017-03-12","2017-04-26","9","140675","10",NULL,NULL,"10","990.2000"
"140676","2017-03-03","2017-04-16","7","140676","8","1","6.0000","7","597.4000"
"140692","2017-03-10","2017-03-30","3","140692","4","2","33.0000","1","69.9000"
"140697","2017-03-17","2017-03-17","1","140697","1",NULL,NULL,"1","109.0000"
"140716","2017-03-13","2017-04-14","6","140716","7","2","12.0000","5","650.9000"
"140730","2017-03-19","2017-04-27","12","140730","15","2","12.0000","13","842.6000"
"140736","2017-03-24","2017-04-10","2","140736","2","1","30.0000","1","59.0000"
"140759","2017-03-03","2017-04-14","3","140759","4","1","8.0000","3","218.8000"
"140762","2017-03-02","2017-03-26","2","140762","2","1","6.0000","1","108.0000"
"140772","2017-04-21","2017-04-21","1","140772","2","1","9.0000",NULL,NULL
"140779","2017-03-25","2017-03-25","1","140779","1","1","6.0000",NULL,NULL
"140792","2017-03-03","2017-04-02","4","140792","4",NULL,NULL,"4","335.0000"
"140844","2017-03-19","2017-05-14","4","140844","5","2","15.0000","3","336.0000"
"140846","2017-03-23","2017-04-20","2","140846","2","1","6.0000","1","59.0000"
"140855","2017-03-19","2017-03-19","1","140855","1",NULL,NULL,"1","126.0000"
"140857","2017-03-21","2017-03-21","1","140857","1",NULL,NULL,"1","59.0000"
"140878","2017-03-22","2017-03-22","1","140878","2","1","6.0000","1","48.0000"
"140888","2017-03-15","2017-05-12","2","140888","2",NULL,NULL,"2","137.9000"
"140890","2017-03-03","2017-05-09","10","140890","11","1","12.0000","10","810.4000"
"140892","2017-04-12","2017-04-20","2","140892","2",NULL,NULL,"2","164.9000"
"140895","2017-03-04","2017-03-20","2","140895","4",NULL,NULL,"4","269.6000"
"140897","2017-03-03","2017-05-03","6","140897","8","1","20.0000","6","365.8000"
"140900","2017-03-13","2017-05-07","7","140900","7",NULL,NULL,"7","534.8000"
"140902","2017-03-03","2017-04-20","11","140902","19","2","12.0000","17","1500.0000"
"140904","2017-03-21","2017-03-21","1","140904","1",NULL,NULL,"1","59.0000"
"140907","2017-05-12","2017-05-12","2","140907","2",NULL,NULL,"2","147.8000"
"140909","2017-03-07","2017-05-01","8","140909","10","1","6.0000","8","750.8000"
"140910","2017-03-07","2017-04-26","2","140910","2",NULL,NULL,"2","316.0000"
"140912","2017-03-25","2017-03-25","1","140912","1",NULL,NULL,"1","59.0000"
"140918","2017-03-08","2017-03-17","2","140918","5","1","7.0000","4","276.0000"
"140923","2017-04-06","2017-04-06","1","140923","4",NULL,NULL,"4","223.9000"
"140924","2017-03-03","2017-03-25","4","140924","6",NULL,NULL,"6","458.6000"
"140925","2017-03-03","2017-04-01","3","140925","3","1","24.0000","2","187.0000"
"140932","2017-03-03","2017-03-21","5","140932","7","3","26.0000","3","217.8000"
"140934","2017-03-04","2017-05-01","17","140934","18","1","6.0000","17","1479.1000"
"140935","2017-04-20","2017-04-20","1","140935","1",NULL,NULL,"1","128.0000"
"140939","2017-03-03","2017-04-11","7","140939","7",NULL,NULL,"7","595.9000"
"140948","2017-05-14","2017-05-14","2","140948","2","2","20.0000",NULL,NULL
"140954","2017-03-24","2017-03-24","1","140954","1","1","6.0000",NULL,NULL
"140964","2017-03-09","2017-04-22","9","140964","15","4","57.0000","8","823.8000"
"140971","2017-03-20","2017-03-20","1","140971","1",NULL,NULL,"1","79.0000"
"140979","2017-03-26","2017-03-26","1","140979","1","1","6.0000",NULL,NULL
"140993","2017-03-03","2017-03-17","2","140993","2",NULL,NULL,"2","138.9000"
"141001","2017-03-25","2017-03-29","2","141001","2",NULL,NULL,"2","158.9000"
"141002","2017-03-26","2017-03-26","1","141002","1",NULL,NULL,"1","108.0000"
"141005","2017-03-14","2017-05-11","8","141005","11","1","25.0000","10","888.0000"
"141007","2017-04-07","2017-04-22","3","141007","3","1","7.0000","2","139.8000"
"141011","2017-03-03","2017-03-14","6","141011","6",NULL,NULL,"6","507.5000"
"141017","2017-03-03","2017-03-30","6","141017","8","1","13.0000","6","422.9000"
"141022","2017-03-17","2017-04-12","3","141022","3",NULL,NULL,"3","206.9000"
"141055","2017-03-14","2017-03-14","1","141055","1",NULL,NULL,"1","108.0000"
"141073","2017-03-03","2017-03-22","2","141073","4","1","6.0000","1","69.9000"
"141085","2017-03-19","2017-03-25","2","141085","2",NULL,NULL,"2","235.0000"
"141090","2017-05-13","2017-05-13","1","141090","1",NULL,NULL,"1","69.0000"
"141097","2017-03-03","2017-05-12","3","141097","3","1","20.0000","2","134.9000"
"141098","2017-03-10","2017-04-05","8","141098","9","2","31.0000","7","378.0000"
"141108","2017-03-03","2017-04-17","5","141108","6",NULL,NULL,"6","549.4000"
"141118","2017-03-03","2017-03-17","8","141118","11","3","27.0000","7","612.8000"
"141121","2017-03-06","2017-05-03","2","141121","2",NULL,NULL,"2","177.9000"
"141124","2017-03-07","2017-03-16","3","141124","3",NULL,NULL,"3","280.0000"
"141125","2017-03-07","2017-03-21","3","141125","3",NULL,NULL,"3","278.0000"
"141129","2017-03-08","2017-04-25","3","141129","5","1","7.0000","4","187.0000"
"141147","2017-03-07","2017-04-26","2","141147","2",NULL,NULL,"2","177.9000"
"141153","2017-03-03","2017-03-24","3","141153","7","1","7.0000","6","421.8000"
"141161","2017-03-22","2017-03-22","1","141161","1",NULL,NULL,"1","69.9000"
"141174","2017-03-06","2017-03-14","5","141174","7","1","7.0000","6","643.9000"
"141176","2017-04-08","2017-04-08","1","141176","2",NULL,NULL,"2","298.0000"
"141177","2017-03-21","2017-03-21","1","141177","1",NULL,NULL,"1","59.0000"
"141194","2017-03-20","2017-05-12","3","141194","5","1","5.0000","4","256.9000"
"141218","2017-03-03","2017-05-06","12","141218","14","2","13.0000","12","1245.8000"
"141226","2017-03-24","2017-03-24","1","141226","1","1","6.0000",NULL,NULL
"141236","2017-05-06","2017-05-06","1","141236","2",NULL,NULL,"2","138.9000"
"141237","2017-03-24","2017-03-24","1","141237","1",NULL,NULL,"1","139.0000"
"141242","2017-03-04","2017-05-05","12","141242","19","1","6.0000","17","1488.4000"
"141247","2017-04-08","2017-04-09","2","141247","3",NULL,NULL,"3","239.9000"
"141249","2017-03-17","2017-03-22","2","141249","3","1","6.0000","1","98.0000"
"141263","2017-03-03","2017-05-01","9","141263","11","1","13.0000","10","606.8000"
"141264","2017-03-21","2017-03-22","2","141264","2","1","6.0000","1","99.9000"
"141269","2017-03-03","2017-05-09","4","141269","5","1","10.0000","4","266.8000"
"141273","2017-03-09","2017-03-31","8","141273","15",NULL,NULL,"15","1174.5000"
"141276","2017-03-14","2017-03-14","1","141276","2",NULL,NULL,"2","96.0000"
"141279","2017-05-05","2017-05-05","1","141279","1",NULL,NULL,"1","49.0000"
"141280","2017-03-14","2017-04-26","4","141280","6",NULL,NULL,"6","468.5000"
"141281","2017-03-15","2017-04-20","2","141281","2",NULL,NULL,"2","96.0000"
"141284","2017-03-15","2017-03-15","1","141284","1",NULL,NULL,"1","69.0000"
"141285","2017-03-31","2017-04-07","2","141285","3",NULL,NULL,"3","294.0000"
"141291","2017-03-13","2017-03-17","2","141291","3",NULL,NULL,"3","197.0000"
"141294","2017-03-03","2017-04-03","6","141294","8",NULL,NULL,"8","786.8000"
"141297","2017-03-03","2017-04-23","6","141297","8",NULL,NULL,"8","969.9000"
"141298","2017-03-24","2017-03-24","1","141298","1","1","8.0000",NULL,NULL
"141306","2017-03-22","2017-03-23","2","141306","2","1","6.0000","1","79.0000"
"141322","2017-03-08","2017-05-13","4","141322","4","2","14.0000","2","139.8000"
"141334","2017-03-05","2017-03-14","2","141334","2",NULL,NULL,"2","148.0000"
"141344","2017-04-20","2017-04-20","1","141344","2","1","7.0000",NULL,NULL
"141347","2017-03-03","2017-03-29","4","141347","4",NULL,NULL,"4","332.0000"
"141355","2017-03-15","2017-03-15","1","141355","1",NULL,NULL,"1","48.0000"
"141367","2017-03-15","2017-03-15","1","141367","1",NULL,NULL,"1","48.0000"
"141380","2017-03-20","2017-03-25","3","141380","3","1","12.0000","2","176.9000"
"141384","2017-04-23","2017-04-23","1","141384","1",NULL,NULL,"1","149.0000"
"141389","2017-04-07","2017-04-07","1","141389","1",NULL,NULL,"1","58.8000"
"141396","2017-04-03","2017-04-03","1","141396","2",NULL,NULL,"2","156.0000"
"141410","2017-03-19","2017-03-19","1","141410","1","1","6.0000",NULL,NULL
"141421","2017-03-07","2017-04-05","3","141421","4","1","20.0000","3","227.0000"
"141426","2017-03-19","2017-03-19","1","141426","1",NULL,NULL,"1","89.0000"
"141452","2017-03-15","2017-03-27","2","141452","4",NULL,NULL,"4","316.0000"
"141471","2017-03-22","2017-04-05","4","141471","5","2","16.0000","2","218.0000"
"141485","2017-03-23","2017-03-23","1","141485","1",NULL,NULL,"1","59.9000"
"141486","2017-03-15","2017-05-04","8","141486","8","2","29.0000","6","396.7000"
"141490","2017-04-12","2017-04-12","2","141490","2",NULL,NULL,"2","197.9000"
"141491","2017-03-23","2017-03-23","1","141491","1","1","6.0000",NULL,NULL
"141510","2017-04-12","2017-04-12","1","141510","7",NULL,NULL,"7","717.9000"
"141519","2017-03-26","2017-04-08","2","141519","4","1","10.0000","2","248.0000"
"141520","2017-03-07","2017-04-22","2","141520","2",NULL,NULL,"2","169.8000"
"141555","2017-03-22","2017-04-05","5","141555","6","2","16.0000","4","358.7000"
"141563","2017-04-06","2017-04-06","1","141563","3",NULL,NULL,"3","217.0000"
"141599","2017-03-14","2017-03-16","3","141599","3",NULL,NULL,"3","207.0000"
"141614","2017-03-05","2017-05-08","26","141614","28","7","101.0000","21","2149.8000"
"141622","2017-04-01","2017-04-01","1","141622","1",NULL,NULL,"1","79.9000"
"141623","2017-03-13","2017-03-14","2","141623","2",NULL,NULL,"2","157.0000"
"141630","2017-03-04","2017-03-23","6","141630","7","3","48.0000","3","204.0000"
"141632","2017-03-04","2017-04-22","9","141632","11","7","81.0000","2","146.0000"
"141635","2017-05-14","2017-05-14","1","141635","1","1","8.0000",NULL,NULL
"141642","2017-04-29","2017-04-29","1","141642","2",NULL,NULL,"2","139.8000"
"141647","2017-03-16","2017-05-09","4","141647","5","1","13.0000","3","167.8000"
"141650","2017-03-19","2017-03-29","2","141650","4",NULL,NULL,"4","316.0000"
"141658","2017-03-05","2017-04-03","2","141658","4","1","24.0000","3","83.8000"
"141661","2017-03-08","2017-05-12","10","141661","16","4","46.0000","9","1048.7000"
"141677","2017-03-04","2017-03-24","4","141677","5","1","7.0000","3","314.8000"
"141682","2017-03-17","2017-05-12","4","141682","6","1","9.0000","4","292.5000"
"141690","2017-04-21","2017-04-21","1","141690","1","1","10.0000",NULL,NULL
"141707","2017-03-11","2017-03-15","2","141707","2",NULL,NULL,"2","198.0000"
"141708","2017-03-22","2017-03-22","1","141708","3","1","20.0000","1","99.0000"
"141714","2017-03-14","2017-03-14","1","141714","2",NULL,NULL,"2","138.0000"
"141721","2017-03-04","2017-03-26","7","141721","8","3","37.0000","4","425.0000"
"141727","2017-03-06","2017-03-18","2","141727","3",NULL,NULL,"3","324.0000"
"141728","2017-03-04","2017-04-12","7","141728","8",NULL,NULL,"8","666.8000"
"141732","2017-03-27","2017-04-19","2","141732","2",NULL,NULL,"2","178.0000"
"141749","2017-05-01","2017-05-12","2","141749","5",NULL,NULL,"3","179.7000"
"141759","2017-04-02","2017-05-13","5","141759","6","2","19.0000","3","218.9000"
"141774","2017-03-21","2017-04-20","2","141774","2","1","13.0000","1","99.9000"
"141783","2017-03-11","2017-04-05","20","141783","21","5","92.0000","16","1310.1000"
"141789","2017-04-05","2017-04-05","1","141789","1",NULL,NULL,"1","48.0000"
"141795","2017-03-04","2017-04-17","5","141795","6","1","13.0000","5","307.6000"
"141804","2017-03-05","2017-04-30","12","141804","13","1","6.0000","12","1059.3000"
"141807","2017-03-04","2017-03-16","2","141807","4","1","13.0000","2","96.0000"
"141818","2017-03-04","2017-05-13","6","141818","6",NULL,NULL,"6","635.5000"
"141822","2017-03-30","2017-04-01","2","141822","3",NULL,NULL,"3","237.9000"
"141823","2017-04-20","2017-04-23","3","141823","3","3","31.0000",NULL,NULL
"141824","2017-03-16","2017-04-19","4","141824","5",NULL,NULL,"5","292.9000"
"141827","2017-03-17","2017-04-10","5","141827","7",NULL,NULL,"7","601.5000"
"141831","2017-04-09","2017-04-09","1","141831","1",NULL,NULL,"1","99.9000"
"141834","2017-03-04","2017-03-31","4","141834","4",NULL,NULL,"4","275.9000"
"141836","2017-03-22","2017-03-22","1","141836","1",NULL,NULL,"1","69.0000"
"141842","2017-03-06","2017-03-18","4","141842","5",NULL,NULL,"5","589.0000"
"141846","2017-03-05","2017-04-18","3","141846","4",NULL,NULL,"4","407.8000"
"141862","2017-03-15","2017-04-01","6","141862","7","3","32.0000","3","266.0000"
"141874","2017-04-01","2017-05-12","5","141874","5",NULL,NULL,"5","364.8000"
"141875","2017-04-22","2017-04-22","1","141875","2","1","13.0000",NULL,NULL
"141876","2017-04-01","2017-04-01","1","141876","1",NULL,NULL,"1","119.0000"
"141898","2017-03-04","2017-04-27","3","141898","3",NULL,NULL,"3","247.9000"
"141903","2017-03-04","2017-03-15","4","141903","4",NULL,NULL,"4","347.8000"
"141909","2017-03-09","2017-03-26","4","141909","5",NULL,NULL,"5","404.9000"
"141918","2017-03-15","2017-03-28","3","141918","4",NULL,NULL,"4","317.8000"
"141932","2017-03-26","2017-05-02","3","141932","3",NULL,NULL,"3","210.8000"
"141934","2017-03-04","2017-03-14","4","141934","5",NULL,NULL,"5","457.6000"
"141935","2017-03-06","2017-04-21","5","141935","10","3","24.0000","5","345.0000"
"141938","2017-03-04","2017-05-07","3","141938","3",NULL,NULL,"3","322.0000"
"141984","2017-03-17","2017-03-17","1","141984","1",NULL,NULL,"1","59.9000"
"142031","2017-03-07","2017-03-24","3","142031","4","2","22.0000","2","138.0000"
"142041","2017-03-12","2017-04-13","4","142041","8",NULL,NULL,"8","634.5000"
"142044","2017-03-04","2017-03-21","2","142044","3",NULL,NULL,"3","278.8000"
"142062","2017-03-16","2017-05-14","2","142062","2",NULL,NULL,"2","137.9000"
"142063","2017-03-21","2017-03-21","1","142063","1",NULL,NULL,"1","99.9000"
"142074","2017-03-04","2017-03-19","2","142074","3",NULL,NULL,"3","258.0000"
"142083","2017-03-04","2017-03-20","2","142083","2",NULL,NULL,"2","115.8000"
"142089","2017-03-04","2017-03-19","2","142089","2",NULL,NULL,"2","168.0000"
"142105","2017-04-11","2017-04-11","2","142105","3",NULL,NULL,"3","193.1000"
"142129","2017-03-18","2017-04-19","4","142129","4","2","12.0000","2","138.9000"
"142136","2017-03-23","2017-03-23","1","142136","1","1","6.0000",NULL,NULL
"142143","2017-03-10","2017-05-03","12","142143","14","4","43.0000","9","785.2000"
"142162","2017-03-15","2017-05-09","4","142162","5",NULL,NULL,"5","348.7000"
"142165","2017-03-27","2017-03-27","1","142165","2",NULL,NULL,"2","118.0000"
"142170","2017-03-05","2017-03-25","6","142170","8","2","14.0000","6","403.0000"
"142174","2017-03-04","2017-05-13","6","142174","7",NULL,NULL,"7","667.8000"
"142186","2017-03-07","2017-04-22","7","142186","10","2","22.0000","8","819.0000"
"142209","2017-05-12","2017-05-12","1","142209","1","1","20.0000",NULL,NULL
"142213","2017-03-06","2017-04-11","3","142213","3","1","6.0000","2","128.9000"
"142214","2017-03-11","2017-03-29","4","142214","4",NULL,NULL,"4","378.7000"
"142237","2017-03-19","2017-05-07","19","142237","23","1","40.0000","22","2137.7000"
"142240","2017-03-05","2017-04-25","3","142240","3","1","6.0000","2","188.7000"
"142244","2017-03-07","2017-05-12","3","142244","4",NULL,NULL,"4","342.7000"
"142253","2017-03-05","2017-03-27","5","142253","6",NULL,NULL,"6","670.7000"
"142274","2017-03-05","2017-04-21","14","142274","18","2","26.0000","15","1563.7000"
"142275","2017-03-30","2017-05-03","2","142275","4",NULL,NULL,"4","376.0000"
"142278","2017-05-09","2017-05-09","1","142278","1",NULL,NULL,"1","119.0000"
"142280","2017-03-12","2017-03-26","2","142280","2","1","6.0000","1","48.0000"
"142282","2017-03-23","2017-05-12","4","142282","4","1","7.0000","3","175.7000"
"142287","2017-03-05","2017-03-25","3","142287","3","1","20.0000","2","187.0000"
"142291","2017-03-16","2017-04-22","4","142291","4","1","10.0000","3","305.0000"
"142292","2017-03-05","2017-04-10","2","142292","2","1","24.0000","1","48.0000"
"142296","2017-03-20","2017-05-13","12","142296","15","1","20.0000","14","1397.5000"
"142301","2017-03-22","2017-03-22","1","142301","1","1","20.0000",NULL,NULL
"142325","2017-03-05","2017-03-28","3","142325","3","1","24.0000","2","199.8000"
"142330","2017-04-25","2017-04-25","2","142330","2",NULL,NULL,"2","167.0000"
"142334","2017-04-19","2017-04-19","1","142334","1","1","6.0000",NULL,NULL
"142361","2017-04-14","2017-04-14","1","142361","1",NULL,NULL,"1","139.0000"
