id,first,last,num,total_cnt,promotion_cnt,coupon_cnt
"46","2016-08-11","2017-06-07","18","18",NULL,"13"
"257","2016-02-16","2017-06-07","12","13","2","1"
"266","2016-02-16","2017-06-05","24","31","3","1"
"283","2016-09-09","2017-06-01","23","23","9","12"
"285","2017-04-11","2017-05-26","8","8","8","5"
"286","2016-08-12","2017-06-07","11","11","1","6"
"328","2016-04-20","2017-06-07","19","19","4",NULL
"336","2017-02-25","2017-05-25","4","4","2","1"
"337","2016-02-16","2017-06-01","14","14","5","6"
"411","2016-10-25","2017-06-08","16","16","3","1"
"448","2016-04-17","2017-05-26","9","9","3","1"
"1095","2016-02-24","2017-05-30","84","86","8","35"
"1487","2017-04-22","2017-06-01","10","10","2",NULL
"1743","2016-03-08","2017-05-27","8","8",NULL,"5"
"3402","2016-03-31","2017-06-07","46","46","8","10"
"3495","2016-04-14","2017-06-05","28","28","2","6"
"3497","2016-03-31","2017-06-05","18","18","5","5"
"4158","2016-05-05","2017-06-06","32","34","3","3"
"4254","2016-06-29","2017-05-29","35","35","2","28"
"4267","2016-04-06","2017-05-26","15","15","2",NULL
"4273","2016-04-06","2017-06-02","6","6",NULL,"2"
"4433","2016-06-30","2017-06-01","22","22","5","3"
"4860","2016-09-18","2017-06-04","24","25","5","3"
"4869","2017-06-06","2017-06-06","1","1",NULL,"1"
"4887","2016-05-16","2017-06-01","16","16","4","3"
"4920","2017-05-25","2017-05-26","2","2","1","1"
"4946","2016-07-11","2017-06-07","9","9","1","2"
"4959","2016-04-13","2017-05-28","19","19","5","5"
"5034","2016-04-13","2017-06-08","64","64","3","3"
"5770","2016-04-17","2017-05-26","8","8","1","1"
"5780","2016-08-11","2017-05-28","9","9","1","1"
"5840","2016-10-10","2017-06-08","22","22","7","4"
"5852","2016-04-18","2017-05-29","21","21","4","5"
"6183","2017-05-28","2017-05-28","1","1",NULL,"1"
"6270","2016-10-09","2017-06-04","14","14","1","1"
"6311","2016-06-21","2017-06-03","20","20","2",NULL
"6356","2017-04-20","2017-05-25","5","5","2","1"
"6376","2017-03-11","2017-05-27","27","27","10","15"
"6389","2016-08-17","2017-06-02","8","9","2",NULL
"6746","2016-06-14","2017-05-25","11","11","1","1"
"6760","2016-04-25","2017-05-28","15","15","3","5"
"6907","2016-04-26","2017-06-02","32","32","2","4"
"6920","2016-04-26","2017-05-27","16","19","3","3"
"7066","2016-05-24","2017-06-05","51","51","3","5"
"7224","2016-04-28","2017-06-06","59","60","2","7"
"7262","2016-06-02","2017-05-25","7","7",NULL,NULL
"7283","2016-05-10","2017-05-28","15","15","1","11"
"7340","2016-06-30","2017-05-26","39","39","9","22"
"7472","2016-04-30","2017-06-04","50","50","4","36"
"7890","2016-05-03","2017-06-07","56","56","10","10"
"8312","2017-03-01","2017-05-26","15","16","2","13"
"8395","2016-05-05","2017-05-27","18","19","2",NULL
"9177","2016-05-09","2017-06-06","11","11","1",NULL
"9383","2016-06-16","2017-06-08","16","16",NULL,"6"
"9628","2016-07-19","2017-06-04","7","7",NULL,NULL
"9748","2016-05-14","2017-05-27","24","24",NULL,"17"
"9893","2016-05-18","2017-06-03","19","19","4",NULL
"9924","2016-05-19","2017-05-31","20","20","2","7"
"10000","2016-05-16","2017-05-25","4","4",NULL,NULL
"10101","2016-09-27","2017-05-28","2","2","1","1"
"10114","2016-05-19","2017-05-28","7","7","1","2"
"10229","2017-05-25","2017-05-25","1","1",NULL,"1"
"10244","2016-05-16","2017-05-26","12","12","1",NULL
"10252","2016-10-09","2017-05-27","5","5","1","1"
"10323","2017-02-10","2017-05-25","11","11","1","3"
"10676","2016-06-22","2017-05-23","13","13","1","6"
"10693","2016-05-18","2017-05-28","19","19",NULL,"7"
"10786","2016-05-29","2017-05-31","6","6","1",NULL
"10846","2016-08-11","2017-06-06","2","3",NULL,NULL
"10853","2016-05-18","2017-06-02","25","25",NULL,NULL
"10916","2017-04-07","2017-05-27","12","12",NULL,"4"
"10957","2016-05-25","2017-05-25","9","10","1",NULL
"10999","2016-10-14","2017-06-04","9","9","2","1"
"11334","2017-04-13","2017-05-26","2","2","2",NULL
"11368","2016-05-20","2017-05-25","81","81","13","53"
"11388","2017-03-27","2017-05-27","8","8","1","1"
"11399","2016-09-26","2017-05-23","2","2",NULL,NULL
"11420","2016-05-19","2017-05-31","15","15","1","2"
"11497","2016-07-02","2017-06-04","2","2",NULL,NULL
"11579","2016-05-19","2017-05-25","5","5","3",NULL
"11630","2016-05-25","2017-05-28","6","6","2","2"
"11699","2016-05-20","2017-05-30","28","28","3","3"
"11737","2016-05-29","2017-05-28","63","63","2","20"
"12366","2017-03-22","2017-05-27","10","10","2","1"
"12605","2016-05-26","2017-06-07","33","33","7","5"
"12648","2016-07-15","2017-05-28","43","43","1","31"
"12769","2016-06-23","2017-05-23","9","9",NULL,NULL
"12836","2016-05-28","2017-05-24","29","29",NULL,"2"
"13051","2016-05-30","2017-05-28","63","63","16","40"
"13108","2017-03-17","2017-06-04","2","2",NULL,NULL
"13248","2016-06-29","2017-06-04","12","12",NULL,"2"
"13335","2016-06-02","2017-06-06","6","6",NULL,"2"
"13383","2017-05-29","2017-05-29","1","1",NULL,NULL
"13436","2016-06-11","2017-05-28","7","7","1",NULL
"13543","2016-09-02","2017-05-28","9","9","5",NULL
"13577","2017-05-23","2017-05-23","1","1",NULL,NULL
"13685","2017-03-06","2017-06-07","2","2",NULL,"1"
"13697","2016-06-19","2017-06-04","11","11",NULL,"1"
"13848","2017-04-06","2017-05-27","4","4","1",NULL
"13944","2017-04-23","2017-06-01","3","3",NULL,NULL
"14112","2016-06-14","2017-05-26","13","13","2","2"
"14209","2016-06-08","2017-05-27","21","22","1",NULL
"14339","2016-06-16","2017-06-07","26","29","5","2"
"14448","2016-06-15","2017-05-28","5","5","1","3"
"14532","2016-12-06","2017-05-23","3","3",NULL,"1"
"14556","2016-08-18","2017-06-06","14","14","1","1"
"14642","2016-09-08","2017-05-25","10","10",NULL,"2"
"14660","2016-09-12","2017-06-06","2","2",NULL,"1"
"14862","2016-06-24","2017-06-01","20","20","3","3"
"14867","2016-06-15","2017-05-28","13","13","2",NULL
"14947","2016-11-20","2017-05-26","3","3","2",NULL
"15667","2016-12-16","2017-05-27","38","39","10","5"
"15671","2017-05-28","2017-05-28","1","1",NULL,"1"
"15679","2017-01-04","2017-06-02","2","2",NULL,NULL
"15702","2016-06-29","2017-05-27","7","7",NULL,"3"
"15880","2016-11-07","2017-05-23","5","5",NULL,"3"
"15995","2016-06-15","2017-06-01","12","12","4",NULL
"16311","2016-06-16","2017-05-29","4","4",NULL,NULL
"16339","2016-07-01","2017-06-08","23","23","4","5"
"16537","2017-04-16","2017-06-02","8","8","2","3"
"16892","2017-06-07","2017-06-07","1","1",NULL,NULL
"16893","2016-12-01","2017-06-06","12","12","4",NULL
"16942","2016-09-27","2017-06-07","7","7",NULL,"1"
"17008","2016-06-20","2017-06-05","14","14","3","1"
"17260","2017-05-27","2017-05-27","1","1",NULL,"1"
"17307","2016-06-21","2017-05-26","31","31","2","22"
"17541","2016-06-21","2017-06-08","6","6","1","1"
"17587","2016-10-20","2017-06-08","22","23","3","4"
"17701","2016-06-22","2017-06-01","6","6",NULL,NULL
"18002","2016-11-03","2017-05-27","23","25","5","13"
"18098","2016-06-24","2017-05-27","7","7","1",NULL
"18102","2017-05-12","2017-05-28","4","4",NULL,"3"
"18158","2016-07-14","2017-05-27","11","11","1","8"
"18377","2016-06-24","2017-06-04","39","40",NULL,"4"
"18516","2017-01-02","2017-05-27","3","3","1",NULL
"18534","2016-10-25","2017-05-25","6","6","1",NULL
"18579","2017-01-01","2017-05-29","3","3","2",NULL
"18995","2016-06-28","2017-06-03","32","33","2","11"
"19047","2016-06-27","2017-06-08","18","18","2",NULL
"19443","2016-08-10","2017-06-04","36","38","1","1"
"19466","2016-06-29","2017-06-01","22","22","2","6"
"19473","2016-06-29","2017-06-07","23","23","1","3"
"19548","2016-06-29","2017-05-27","29","29","2","1"
"19675","2016-06-29","2017-06-05","13","13","3",NULL
"19711","2017-03-14","2017-05-24","6","6","3","4"
"19902","2016-06-30","2017-05-23","12","12","1",NULL
"19935","2016-07-06","2017-05-27","28","28","5","5"
"19953","2016-06-30","2017-05-24","8","8",NULL,NULL
"19958","2017-03-23","2017-06-08","7","7","1",NULL
"19973","2016-06-30","2017-06-01","5","5",NULL,NULL
"20067","2016-06-30","2017-05-27","16","16","2","1"
"20254","2017-05-28","2017-05-28","1","1",NULL,NULL
"20751","2016-09-28","2017-05-26","2","2",NULL,"1"
"20813","2016-07-04","2017-05-29","8","8",NULL,"1"
"20823","2017-05-24","2017-05-24","1","1",NULL,NULL
"20843","2016-07-04","2017-06-08","36","37","4","12"
"20891","2017-05-08","2017-06-06","4","4","1","1"
"20996","2016-07-05","2017-06-01","11","11","3",NULL
"21197","2017-06-04","2017-06-04","1","1",NULL,NULL
"21243","2016-09-07","2017-05-29","30","30","3","4"
"21251","2017-05-31","2017-05-31","1","1",NULL,NULL
"21267","2016-10-12","2017-06-04","5","6",NULL,"2"
"21291","2016-07-07","2017-06-05","12","12","3","8"
"21475","2017-04-15","2017-06-08","3","3",NULL,NULL
"21545","2017-05-05","2017-05-23","17","17","2","8"
"21616","2017-02-21","2017-05-28","6","6",NULL,"3"
"21683","2017-04-01","2017-05-31","12","12","1",NULL
"21860","2016-07-07","2017-05-30","13","13","1","2"
"21944","2017-02-22","2017-05-26","5","5",NULL,NULL
"21967","2016-09-17","2017-06-07","21","21","7","3"
"22004","2016-08-29","2017-06-08","14","14",NULL,"3"
"22084","2017-04-17","2017-06-08","3","3",NULL,NULL
"22142","2016-11-07","2017-06-03","13","13","3","7"
"22228","2016-08-11","2017-06-07","3","3","1","1"
"22235","2016-07-19","2017-05-25","32","32","5","19"
"22259","2016-07-14","2017-06-08","23","23","7","15"
"22261","2016-07-12","2017-05-30","57","57","8","22"
"22378","2016-07-08","2017-05-28","31","31","6",NULL
"22422","2016-07-11","2017-05-29","24","24","3","12"
"22424","2016-07-17","2017-05-31","20","20","4","11"
"22519","2016-11-13","2017-05-25","16","16",NULL,"13"
"22731","2016-07-11","2017-05-27","14","14","5","7"
"22880","2016-07-20","2017-06-08","17","17",NULL,"3"
"23020","2016-07-12","2017-06-07","115","117","8","73"
"23057","2017-04-23","2017-05-27","2","2","1",NULL
"23081","2016-08-13","2017-05-25","32","32","2","18"
"23124","2017-05-29","2017-06-04","2","2",NULL,NULL
"23187","2016-07-15","2017-05-28","43","43","2","22"
"23238","2016-07-13","2017-06-05","6","6","1","1"
"23241","2016-08-27","2017-05-31","20","20","5","11"
"23337","2016-08-14","2017-06-04","65","65","10","36"
"23341","2016-07-29","2017-06-07","6","7",NULL,"1"
"23359","2016-11-18","2017-05-29","6","6","2",NULL
"23438","2016-08-17","2017-06-04","15","15","4","4"
"23488","2016-07-23","2017-05-25","13","13","2","6"
"23545","2016-07-17","2017-06-01","3","3","1",NULL
"23617","2016-11-15","2017-06-04","27","27","2","1"
"23807","2016-07-15","2017-06-02","14","14","2","1"
"23808","2016-08-16","2017-05-23","4","4","1","1"
"23834","2016-08-29","2017-06-06","36","36","7","22"
"23843","2016-07-23","2017-05-28","50","56","3","9"
"23846","2016-09-04","2017-05-25","57","57","12","23"
"23868","2017-06-08","2017-06-08","1","1",NULL,NULL
"23902","2016-07-20","2017-05-27","8","8","2",NULL
"23952","2016-10-17","2017-06-04","5","5",NULL,"2"
"24053","2016-09-14","2017-06-01","8","8","1",NULL
"24091","2017-06-05","2017-06-07","2","2","1","1"
"24248","2016-07-20","2017-05-24","38","38","3","6"
"24364","2016-08-05","2017-06-03","3","3",NULL,"1"
"24419","2016-07-19","2017-06-07","5","5",NULL,"1"
"24426","2017-04-28","2017-06-01","3","3","1","2"
"24429","2017-06-03","2017-06-03","1","1",NULL,NULL
"24431","2016-07-18","2017-06-03","3","3",NULL,NULL
"24474","2017-01-12","2017-06-03","6","6","3","1"
"24620","2016-07-19","2017-05-24","19","19",NULL,"10"
"24656","2016-07-19","2017-05-27","11","12","1",NULL
"24690","2016-07-22","2017-05-27","61","61","5","45"
"24731","2016-07-19","2017-06-01","12","12","1","3"
"24737","2017-02-12","2017-06-05","10","10","1","1"
"24877","2016-11-15","2017-05-28","7","7","2","5"
"24920","2016-11-21","2017-05-30","5","5",NULL,NULL
"24943","2016-07-20","2017-06-04","31","31","2","23"
"24947","2016-11-14","2017-06-07","4","6","2",NULL
"24965","2016-07-20","2017-05-27","42","44","9","30"
"25104","2017-06-02","2017-06-02","2","2",NULL,NULL
"25113","2016-07-20","2017-05-24","17","18","3","2"
"25118","2016-07-20","2017-05-28","22","22","5","11"
"25134","2016-08-10","2017-05-26","17","17","2","13"
"25327","2017-04-28","2017-05-26","3","3","2",NULL
"25369","2017-05-26","2017-05-26","1","1",NULL,NULL
"25593","2016-07-21","2017-06-04","85","85","5","30"
"25601","2016-07-21","2017-05-28","24","31","5","6"
"25614","2017-03-29","2017-05-28","3","3","1",NULL
"25729","2016-10-11","2017-06-05","156","159","28","73"
"25782","2016-08-08","2017-06-07","23","23","2","17"
"25889","2017-05-23","2017-05-23","1","1",NULL,NULL
"26026","2017-04-14","2017-05-26","4","4","2","2"
"26284","2016-08-30","2017-05-27","8","8","1",NULL
"26343","2016-07-25","2017-06-02","12","12","1","2"
"26421","2016-07-26","2017-05-26","3","3",NULL,NULL
"26460","2016-09-26","2017-05-28","8","8","2","3"
"26479","2016-09-19","2017-05-27","7","7",NULL,"3"
"26582","2016-07-27","2017-06-04","47","47","11","29"
"26612","2017-05-22","2017-05-25","2","2","1",NULL
"26616","2017-05-31","2017-05-31","1","1",NULL,NULL
"26630","2016-10-17","2017-06-04","43","44","6",NULL
"26661","2016-08-17","2017-05-29","21","21","7","3"
"26679","2016-07-26","2017-05-26","11","11","1","1"
"26720","2016-09-08","2017-05-28","15","15","1","13"
"26734","2016-07-26","2017-06-01","3","3","1","1"
"26844","2016-09-08","2017-05-28","4","4","1","1"
"26877","2016-08-05","2017-05-23","19","22",NULL,"3"
"26951","2016-08-24","2017-05-28","20","20","4","12"
"27051","2016-10-31","2017-05-24","4","4",NULL,NULL
"27563","2017-02-27","2017-05-31","3","3",NULL,NULL
"27576","2017-05-26","2017-05-26","1","1","1",NULL
"27587","2017-05-25","2017-05-25","1","1","1",NULL
"27614","2017-05-25","2017-05-25","1","1","1",NULL
"27703","2016-12-18","2017-05-27","14","14","3","5"
"27715","2017-04-21","2017-06-04","4","4","1",NULL
"27746","2016-08-09","2017-05-28","11","11","1","7"
"27833","2016-08-18","2017-06-01","11","11","1","2"
"28027","2016-07-31","2017-05-30","13","14",NULL,NULL
"28038","2016-07-31","2017-06-05","9","9",NULL,"2"
"28072","2017-01-20","2017-05-23","13","13","5","8"
"28107","2016-08-20","2017-05-27","2","2","1",NULL
"28140","2016-09-08","2017-05-28","21","21","7","11"
"28174","2016-09-06","2017-05-26","5","5","2","2"
"28263","2017-03-23","2017-05-23","3","3","1",NULL
"28286","2016-08-01","2017-06-01","31","32",NULL,"2"
"28314","2017-03-28","2017-05-25","2","2","1",NULL
"28372","2017-05-04","2017-05-28","2","2","1",NULL
"28492","2016-08-08","2017-06-02","6","6",NULL,NULL
"28502","2016-08-01","2017-05-27","11","11","1","9"
"28591","2016-08-31","2017-06-03","27","27","7","19"
"28651","2017-04-01","2017-05-25","7","7",NULL,NULL
"28727","2017-05-25","2017-05-25","1","1",NULL,NULL
"28742","2017-04-11","2017-06-07","4","4","1",NULL
"28797","2016-09-13","2017-05-27","17","17","2","7"
"28957","2016-08-31","2017-06-01","14","14","3","10"
"28967","2016-08-02","2017-06-07","25","25","4","1"
"28973","2017-06-04","2017-06-04","1","1",NULL,NULL
"29022","2016-10-09","2017-05-26","4","4","1","1"
"29027","2017-04-20","2017-05-27","7","7","1",NULL
"29146","2017-05-02","2017-05-28","4","4","2","1"
"29207","2016-08-03","2017-05-27","22","23","5","12"
"29252","2016-08-30","2017-05-30","7","7",NULL,"5"
"29290","2016-09-01","2017-05-26","49","49","5","36"
"29326","2016-08-03","2017-06-01","14","14","4","2"
"29519","2017-06-07","2017-06-07","1","1",NULL,NULL
"29644","2016-08-03","2017-06-06","8","8","1",NULL
"29675","2017-05-27","2017-05-27","3","3",NULL,"3"
"29685","2017-05-25","2017-05-25","1","1",NULL,NULL
"29714","2016-08-04","2017-05-27","15","15",NULL,"1"
"29729","2017-05-30","2017-05-30","1","1",NULL,NULL
"29809","2016-09-02","2017-06-03","15","15","1","5"
"29851","2017-05-17","2017-06-05","2","2",NULL,NULL
"29949","2016-09-20","2017-05-25","30","30","8","15"
"30056","2016-09-10","2017-06-03","2","2",NULL,"1"
"30078","2016-08-29","2017-06-03","7","7",NULL,"3"
"30174","2016-08-08","2017-06-08","9","10","1",NULL
"30265","2016-08-18","2017-05-28","3","3",NULL,NULL
"30485","2016-08-05","2017-05-26","38","38","2","22"
"30501","2016-08-05","2017-05-23","5","5",NULL,NULL
"30661","2016-08-06","2017-06-08","18","18","1","1"
"30684","2016-08-06","2017-06-08","21","21","2","13"
"30742","2017-03-23","2017-05-28","6","6","2",NULL
"30755","2016-08-06","2017-05-23","18","18",NULL,"16"
"30768","2016-08-06","2017-05-27","35","35","11","13"
"30955","2016-10-08","2017-05-27","12","12","4","3"
"31007","2016-08-24","2017-05-31","24","24","2",NULL
"31082","2016-10-28","2017-05-31","15","19","3","7"
"31101","2017-04-15","2017-05-31","6","6",NULL,NULL
"31108","2016-10-28","2017-05-23","23","23","3","8"
"31151","2016-08-22","2017-05-31","6","6",NULL,NULL
"31172","2016-08-15","2017-05-30","23","23","4","9"
"31237","2017-05-31","2017-06-01","2","2",NULL,"2"
"31245","2016-08-08","2017-06-05","9","10",NULL,NULL
"31254","2016-08-17","2017-06-06","3","3",NULL,NULL
"31282","2017-03-28","2017-06-01","6","6","2","1"
"31367","2017-06-01","2017-06-01","1","1","1",NULL
"31438","2016-08-11","2017-05-27","21","22","3","14"
"31554","2016-08-09","2017-05-24","13","13",NULL,"1"
"31660","2016-08-10","2017-05-27","15","15","3","3"
"31690","2016-08-10","2017-06-05","30","35","1","3"
"31733","2016-09-09","2017-05-27","12","12","4","1"
"31847","2016-08-24","2017-05-25","3","3","1",NULL
"31900","2016-08-11","2017-06-05","80","80","9","48"
"31926","2016-08-14","2017-05-24","61","61","4","16"
"31982","2017-06-04","2017-06-04","1","1",NULL,NULL
"31983","2016-08-12","2017-06-05","32","32","2","6"
"32047","2016-08-10","2017-05-27","77","77","8","20"
"32109","2016-08-12","2017-05-28","11","11","2","6"
"32184","2017-05-25","2017-05-25","1","1","1",NULL
"32340","2016-08-12","2017-06-04","17","17","1","13"
"32345","2016-08-11","2017-05-25","8","8","2",NULL
"32454","2016-08-11","2017-06-06","22","22",NULL,"1"
"32499","2016-08-29","2017-06-01","26","26","2","15"
"32515","2017-05-31","2017-05-31","1","1",NULL,"1"
"32570","2017-05-07","2017-06-07","10","10","3","5"
"32604","2016-09-02","2017-06-04","28","28","2","25"
"32609","2017-05-25","2017-05-25","1","1",NULL,"1"
"32942","2016-12-27","2017-05-30","3","3","1",NULL
"32979","2016-08-12","2017-06-01","6","6","3",NULL
"32985","2017-05-27","2017-05-27","1","1",NULL,"1"
"33078","2016-08-12","2017-05-26","16","16","1","13"
"33257","2016-08-17","2017-05-27","8","8","2","1"
"33271","2016-09-16","2017-05-28","12","12","3",NULL
"33732","2016-12-07","2017-05-25","9","9","2",NULL
"33756","2016-10-08","2017-05-25","8","8","1",NULL
"33763","2016-10-25","2017-05-25","19","19","9","7"
"33765","2016-08-25","2017-05-27","6","7","2",NULL
"33908","2017-04-17","2017-06-04","4","4",NULL,NULL
"34189","2016-08-16","2017-06-01","38","38","2","8"
"34276","2016-08-16","2017-06-06","12","12","4","5"
"34340","2017-03-12","2017-06-04","7","7",NULL,"1"
"34512","2017-05-21","2017-06-03","2","2",NULL,NULL
"34625","2016-09-20","2017-06-06","18","18","1","1"
"34644","2017-03-17","2017-05-27","13","13","3","6"
"34722","2017-03-11","2017-06-02","20","20",NULL,"5"
"34815","2016-10-26","2017-06-03","7","7","3","2"
"34895","2016-08-26","2017-06-04","7","7","1",NULL
"34983","2017-06-08","2017-06-08","1","1",NULL,NULL
"35201","2016-10-11","2017-05-28","3","3",NULL,"3"
"35294","2016-09-15","2017-06-07","30","30","1","17"
"35295","2016-08-21","2017-05-25","4","4","1","1"
"35318","2016-08-19","2017-05-26","53","55","6","9"
"35513","2016-08-20","2017-05-28","6","6","2","1"
"35945","2017-05-25","2017-05-25","1","1",NULL,NULL
"35951","2016-08-25","2017-06-01","24","24","12","8"
"35979","2017-02-02","2017-06-04","38","39","5","5"
"36036","2017-03-24","2017-05-23","3","4","1",NULL
"36047","2017-01-04","2017-05-25","5","5","2","2"
"36054","2016-09-22","2017-05-25","4","4","1",NULL
"36100","2016-09-14","2017-05-28","7","7","2","5"
"36101","2016-09-01","2017-05-29","46","47","9","9"
"36105","2017-05-24","2017-05-24","1","1",NULL,NULL
"36112","2016-09-21","2017-06-02","9","9","1",NULL
"36127","2017-05-11","2017-06-03","2","2",NULL,NULL
"36179","2016-10-03","2017-06-07","10","10","1","8"
"36239","2016-08-25","2017-05-24","5","5",NULL,NULL
"36315","2016-08-24","2017-06-04","22","22","3","6"
"36365","2017-05-08","2017-06-05","3","3","1",NULL
"36485","2016-09-11","2017-05-27","27","27","6","9"
"36535","2017-05-12","2017-06-03","5","5",NULL,"1"
"36632","2016-09-22","2017-06-06","4","4",NULL,"1"
"36669","2017-05-24","2017-05-24","1","1",NULL,NULL
"36679","2017-06-01","2017-06-01","1","1",NULL,"1"
"36692","2017-03-31","2017-05-24","7","7","4",NULL
"36701","2017-05-22","2017-06-02","5","5",NULL,"1"
"36741","2017-05-24","2017-05-24","2","2",NULL,"1"
"36798","2017-05-31","2017-06-01","2","2",NULL,"2"
"36812","2016-08-30","2017-05-28","2","2","1","1"
"36816","2017-04-13","2017-05-30","6","6",NULL,"3"
"36866","2016-10-27","2017-06-04","41","41","4","6"
"36867","2016-12-12","2017-05-25","2","2","1","1"
"37013","2017-05-12","2017-06-07","2","2","1",NULL
"37099","2016-08-26","2017-05-31","8","8","1",NULL
"37249","2016-09-29","2017-05-27","22","22","4","15"
"37261","2016-09-19","2017-05-28","8","8","2",NULL
"37334","2016-08-27","2017-05-30","20","20","1","10"
"37361","2016-12-01","2017-06-07","6","6",NULL,NULL
"37373","2016-08-27","2017-06-01","47","52","18","11"
"37434","2016-08-30","2017-05-28","21","21",NULL,"9"
"37525","2016-10-10","2017-05-27","17","17","5","7"
"37627","2016-09-01","2017-06-02","33","33","2","11"
"37660","2016-11-08","2017-05-28","7","7","1","3"
"37710","2017-06-08","2017-06-08","1","1",NULL,NULL
"37749","2016-10-28","2017-05-28","17","17","3","6"
"37751","2016-12-17","2017-05-27","27","27","2","13"
"37812","2016-09-28","2017-05-25","9","9","2","4"
"37918","2016-11-23","2017-05-27","18","18","3","3"
"37937","2017-05-27","2017-06-04","3","3","1",NULL
"38027","2016-11-22","2017-06-04","4","5",NULL,NULL
"38198","2017-06-02","2017-06-02","1","1",NULL,"1"
"38252","2016-09-21","2017-05-31","34","34","2","3"
"38314","2016-09-12","2017-06-03","18","18","5","5"
"38400","2016-10-28","2017-06-04","5","5",NULL,NULL
"38447","2016-09-28","2017-05-27","6","6","4","1"
"38647","2016-09-28","2017-06-01","15","15","7","5"
"38659","2016-09-20","2017-06-05","13","14","4","5"
"38805","2016-09-07","2017-05-27","26","26","2","12"
"39004","2016-09-02","2017-05-28","28","28","2","6"
"39150","2016-09-10","2017-05-27","6","6",NULL,"1"
"39172","2016-09-04","2017-05-23","19","19","2","9"
"39321","2016-09-04","2017-05-28","9","9",NULL,"3"
"39340","2016-11-13","2017-05-28","6","6",NULL,"3"
"39469","2016-09-26","2017-05-26","7","7","4",NULL
"39475","2016-09-11","2017-06-08","57","57","6","9"
"39497","2017-02-11","2017-05-28","29","30","5","3"
"39548","2017-06-08","2017-06-08","1","1",NULL,"1"
"39615","2016-09-05","2017-06-04","14","14",NULL,"2"
"39624","2016-09-21","2017-05-24","5","5",NULL,NULL
"39703","2016-11-11","2017-06-08","62","63","15","42"
"39725","2016-09-23","2017-06-03","2","2",NULL,"1"
"39812","2016-10-11","2017-05-29","10","10","1","3"
"39814","2017-05-27","2017-06-01","2","2","1",NULL
"39871","2016-10-01","2017-06-01","4","4","1","3"
"39898","2016-11-02","2017-05-27","19","19","5","3"
"39949","2017-03-15","2017-05-29","2","2",NULL,NULL
"39988","2016-09-06","2017-06-08","16","16","1","12"
"39999","2016-09-08","2017-05-25","16","16","2","12"
"40053","2016-09-13","2017-06-04","81","84","13","42"
"40187","2016-09-07","2017-05-28","29","29","6","12"
"40264","2017-06-04","2017-06-04","1","1",NULL,"1"
"40399","2016-09-09","2017-05-27","3","3",NULL,"1"
"40403","2016-09-22","2017-05-27","13","13","3","2"
"40438","2016-09-11","2017-06-04","24","26","6","7"
"40439","2016-09-09","2017-05-28","19","19","7","13"
"40452","2016-09-15","2017-05-26","9","9","5","3"
"40458","2017-05-26","2017-05-26","1","1","1",NULL
"40606","2016-09-22","2017-06-08","4","4",NULL,"1"
"40624","2016-09-08","2017-06-02","10","10",NULL,"4"
"40656","2016-11-02","2017-06-03","5","5",NULL,"1"
"40943","2016-09-08","2017-06-03","5","5",NULL,"4"
"41188","2016-09-09","2017-06-02","14","14",NULL,"2"
"41261","2016-12-02","2017-05-27","9","9","3","2"
"41284","2016-11-15","2017-05-27","11","11","2","6"
"41328","2016-09-10","2017-05-27","19","19",NULL,NULL
"41414","2017-04-26","2017-05-25","2","2","1",NULL
"41599","2017-05-27","2017-05-27","1","1",NULL,NULL
"41747","2016-09-10","2017-05-28","47","47","8","10"
"41831","2016-11-07","2017-06-02","12","12","1","2"
"41878","2016-09-11","2017-05-27","16","16","2","11"
"41906","2017-01-19","2017-05-31","46","46","7","7"
"41938","2016-12-08","2017-05-27","4","4","1",NULL
"42025","2016-09-13","2017-06-01","3","3","2","1"
"42098","2017-05-29","2017-05-29","1","1",NULL,"1"
"42173","2016-11-03","2017-06-02","39","40","1","30"
"42317","2016-09-28","2017-05-29","4","4","1","1"
"42372","2016-10-08","2017-05-29","4","4",NULL,"1"
"42381","2017-05-26","2017-05-26","1","1","1",NULL
"42389","2016-09-27","2017-05-25","7","7","2","1"
"42440","2016-12-27","2017-06-01","19","20","5","4"
"42472","2016-12-29","2017-05-23","8","8","1","6"
"42764","2017-05-28","2017-05-28","1","1",NULL,"1"
"42789","2017-05-27","2017-05-27","1","1",NULL,"1"
"42816","2017-05-25","2017-05-25","1","1","1",NULL
"42870","2016-10-13","2017-05-27","2","2","1","1"
"42925","2016-09-15","2017-06-08","3","3",NULL,NULL
"42933","2016-09-14","2017-05-27","6","6","2",NULL
"43042","2016-09-28","2017-06-02","38","38","4","19"
"43293","2016-09-19","2017-05-27","11","11","1","1"
"43302","2017-05-23","2017-05-23","1","1",NULL,NULL
"43318","2017-05-27","2017-05-27","1","1","1",NULL
"43321","2016-09-15","2017-06-01","13","13","1","3"
"43356","2016-10-07","2017-06-08","35","35","1","17"
"43396","2016-09-28","2017-06-05","19","19",NULL,"16"
"43397","2017-02-25","2017-05-29","5","5","1","3"
"43456","2016-11-29","2017-05-26","7","7",NULL,"3"
"43549","2017-05-02","2017-06-01","2","2",NULL,NULL
"43612","2017-03-26","2017-05-27","12","12","1","2"
"43635","2017-05-03","2017-06-06","6","6",NULL,NULL
"43797","2016-09-22","2017-05-27","18","19","1","2"
"43897","2016-10-28","2017-05-31","23","23","3","15"
"43940","2016-12-30","2017-05-25","8","8","2","4"
"44002","2016-10-29","2017-05-24","8","8","3","2"
