id,first,last,num,total_cnt,promotion_cnt,coupon_cnt
"378136","2017-05-30","2017-05-30","1","1",NULL,NULL
"378148","2017-05-31","2017-06-04","3","3",NULL,"2"
"378182","2017-05-30","2017-05-30","1","1",NULL,"1"
"378200","2017-06-05","2017-06-05","1","1",NULL,NULL
"378208","2017-05-30","2017-05-30","1","1",NULL,NULL
"378218","2017-05-30","2017-05-30","1","1",NULL,"1"
"378223","2017-05-30","2017-05-30","1","1",NULL,NULL
"378241","2017-06-04","2017-06-04","1","1",NULL,NULL
"378249","2017-05-31","2017-06-01","2","2",NULL,"2"
"378251","2017-06-05","2017-06-05","1","1",NULL,"1"
"378252","2017-06-04","2017-06-04","1","1",NULL,"1"
"378257","2017-05-30","2017-05-30","1","1",NULL,"1"
"378259","2017-06-01","2017-06-02","2","2","1","1"
"378268","2017-06-04","2017-06-04","1","1",NULL,NULL
"378272","2017-05-31","2017-05-31","1","1",NULL,NULL
"378281","2017-05-30","2017-05-30","1","1",NULL,"1"
"378292","2017-05-30","2017-05-30","1","1",NULL,NULL
"378299","2017-06-01","2017-06-06","3","3",NULL,"1"
"378306","2017-05-30","2017-06-06","2","2",NULL,NULL
"378312","2017-05-30","2017-05-30","1","1",NULL,"1"
"378313","2017-05-30","2017-05-30","1","1",NULL,NULL
"378319","2017-05-30","2017-05-30","1","1",NULL,"1"
"378331","2017-06-06","2017-06-06","1","1",NULL,NULL
"378357","2017-06-03","2017-06-03","1","1",NULL,NULL
"378361","2017-06-02","2017-06-02","1","1",NULL,"1"
"378365","2017-05-30","2017-05-30","1","1",NULL,NULL
"378370","2017-05-30","2017-05-30","1","1",NULL,"1"
"378388","2017-05-30","2017-06-05","2","2",NULL,"2"
"378393","2017-05-30","2017-05-30","1","1",NULL,"1"
"378394","2017-05-30","2017-05-30","2","2",NULL,"2"
"378424","2017-06-03","2017-06-03","1","1",NULL,"1"
"378426","2017-05-30","2017-05-30","1","1",NULL,NULL
"378428","2017-06-04","2017-06-04","1","1",NULL,NULL
"378435","2017-05-30","2017-05-30","1","1",NULL,"1"
"378437","2017-05-30","2017-05-30","1","1",NULL,"1"
"378473","2017-05-30","2017-05-30","1","1",NULL,"1"
"378490","2017-05-30","2017-05-30","1","1",NULL,NULL
"378501","2017-05-30","2017-05-30","1","1",NULL,"1"
"378513","2017-05-30","2017-06-03","2","4",NULL,NULL
"378529","2017-05-30","2017-05-30","1","1",NULL,NULL
"378545","2017-05-30","2017-05-30","1","1",NULL,"1"
"378559","2017-05-30","2017-05-30","1","1",NULL,"1"
"378594","2017-05-30","2017-05-30","4","4","2","2"
"378614","2017-05-30","2017-05-30","1","1","1",NULL
"378665","2017-05-30","2017-05-30","1","1",NULL,"1"
"378667","2017-05-30","2017-05-30","1","1",NULL,NULL
"378671","2017-06-04","2017-06-05","2","2",NULL,"1"
"378682","2017-05-31","2017-05-31","1","1",NULL,NULL
"378709","2017-06-06","2017-06-06","1","1",NULL,NULL
"378719","2017-05-31","2017-05-31","3","3",NULL,"2"
"378742","2017-06-05","2017-06-05","2","2",NULL,"2"
"378753","2017-05-30","2017-05-30","1","1",NULL,"1"
"378765","2017-05-30","2017-05-30","1","1",NULL,NULL
"378769","2017-06-02","2017-06-02","1","1",NULL,NULL
"378771","2017-05-30","2017-05-30","1","1",NULL,NULL
"378772","2017-05-30","2017-05-30","1","1",NULL,NULL
"378799","2017-05-31","2017-05-31","1","1",NULL,NULL
"378820","2017-05-31","2017-05-31","1","1",NULL,NULL
"378850","2017-05-31","2017-05-31","1","1",NULL,NULL
"378888","2017-06-03","2017-06-03","1","2",NULL,NULL
"378907","2017-06-05","2017-06-05","1","1",NULL,NULL
"378924","2017-05-31","2017-05-31","1","1",NULL,"1"
"378958","2017-06-05","2017-06-05","1","1",NULL,NULL
"378981","2017-05-31","2017-05-31","1","1",NULL,NULL
"378983","2017-05-31","2017-05-31","1","1",NULL,"1"
"378988","2017-06-02","2017-06-02","2","2",NULL,"2"
"378993","2017-05-31","2017-06-03","2","2",NULL,NULL
"379000","2017-06-06","2017-06-06","2","2",NULL,NULL
"379028","2017-05-31","2017-05-31","1","1",NULL,NULL
"379032","2017-05-31","2017-05-31","1","1",NULL,NULL
"379040","2017-05-31","2017-05-31","1","1",NULL,NULL
"379052","2017-05-31","2017-05-31","1","1",NULL,NULL
"379068","2017-05-31","2017-05-31","1","1",NULL,NULL
"379079","2017-05-31","2017-05-31","1","1",NULL,NULL
"379097","2017-06-04","2017-06-04","1","1",NULL,"1"
"379102","2017-05-31","2017-06-01","2","2","1",NULL
"379109","2017-06-03","2017-06-03","1","1",NULL,NULL
"379118","2017-05-31","2017-06-08","6","6",NULL,"1"
"379120","2017-06-02","2017-06-02","1","1",NULL,"1"
"379122","2017-05-31","2017-05-31","1","1",NULL,NULL
"379129","2017-05-31","2017-05-31","1","1",NULL,NULL
"379132","2017-05-31","2017-05-31","2","2",NULL,"2"
"379135","2017-06-01","2017-06-01","1","1",NULL,NULL
"379140","2017-05-31","2017-06-07","4","4",NULL,"1"
"379142","2017-05-31","2017-05-31","1","1",NULL,"1"
"379167","2017-05-31","2017-05-31","1","1",NULL,NULL
"379189","2017-05-31","2017-05-31","1","1",NULL,NULL
"379245","2017-06-02","2017-06-02","1","1",NULL,"1"
"379297","2017-05-31","2017-05-31","1","1",NULL,NULL
"379321","2017-05-31","2017-05-31","1","1",NULL,NULL
"379322","2017-05-31","2017-05-31","1","1",NULL,NULL
"379329","2017-05-31","2017-05-31","2","2",NULL,"2"
"379332","2017-06-05","2017-06-05","1","1",NULL,"1"
"379338","2017-05-31","2017-05-31","2","2",NULL,"2"
"379341","2017-05-31","2017-05-31","1","1",NULL,NULL
"379344","2017-05-31","2017-05-31","1","1",NULL,NULL
"379373","2017-05-31","2017-05-31","1","1",NULL,"1"
"379379","2017-05-31","2017-05-31","1","1",NULL,NULL
"379390","2017-05-31","2017-05-31","1","1",NULL,"1"
"379393","2017-06-03","2017-06-03","1","1",NULL,"1"
"379407","2017-05-31","2017-06-03","2","2",NULL,"1"
"379410","2017-05-31","2017-06-02","2","2",NULL,NULL
"379412","2017-06-01","2017-06-08","3","3",NULL,"2"
"379421","2017-05-31","2017-05-31","1","1",NULL,"1"
"379426","2017-05-31","2017-05-31","1","1",NULL,"1"
"379451","2017-05-31","2017-05-31","1","1",NULL,"1"
"379476","2017-05-31","2017-05-31","1","1",NULL,"1"
"379498","2017-06-04","2017-06-04","1","1",NULL,NULL
"379504","2017-05-31","2017-05-31","1","1",NULL,NULL
"379518","2017-06-02","2017-06-02","1","1",NULL,NULL
"379526","2017-05-31","2017-05-31","1","1",NULL,"1"
"379539","2017-05-31","2017-06-06","2","2",NULL,"1"
"379552","2017-05-31","2017-05-31","1","1",NULL,NULL
"379568","2017-06-03","2017-06-05","2","2",NULL,NULL
"379573","2017-05-31","2017-05-31","1","1","1",NULL
"379576","2017-05-31","2017-05-31","1","1",NULL,NULL
"379600","2017-06-02","2017-06-02","1","1",NULL,"1"
"379607","2017-06-02","2017-06-03","2","2",NULL,"1"
"379608","2017-05-31","2017-05-31","1","1",NULL,"1"
"379617","2017-06-06","2017-06-06","1","1",NULL,NULL
"379621","2017-05-31","2017-05-31","1","1",NULL,"1"
"379633","2017-05-31","2017-05-31","1","1",NULL,"1"
"379638","2017-06-02","2017-06-07","6","6",NULL,NULL
"379648","2017-05-31","2017-05-31","2","2",NULL,"1"
"379669","2017-05-31","2017-05-31","1","1",NULL,"1"
"379682","2017-05-31","2017-05-31","1","1",NULL,"1"
"379715","2017-05-31","2017-05-31","1","1",NULL,"1"
"379716","2017-05-31","2017-05-31","1","1",NULL,"1"
"379731","2017-05-31","2017-05-31","2","2",NULL,"2"
"379742","2017-05-31","2017-05-31","1","1",NULL,"1"
"379760","2017-05-31","2017-05-31","1","1",NULL,NULL
"379775","2017-06-05","2017-06-05","1","1",NULL,"1"
"379807","2017-06-07","2017-06-07","2","2",NULL,NULL
"379828","2017-05-31","2017-06-04","3","3",NULL,"2"
"379847","2017-05-31","2017-05-31","1","1",NULL,NULL
"379898","2017-05-31","2017-05-31","1","1",NULL,"1"
"379928","2017-05-31","2017-05-31","1","1",NULL,NULL
"379930","2017-06-02","2017-06-02","1","1",NULL,"1"
"379960","2017-06-02","2017-06-02","1","1",NULL,"1"
"379985","2017-05-31","2017-05-31","1","1",NULL,"1"
"380013","2017-05-31","2017-05-31","1","1",NULL,NULL
"380014","2017-06-01","2017-06-05","2","2",NULL,"1"
"380016","2017-05-31","2017-05-31","1","1",NULL,"1"
"380026","2017-06-02","2017-06-06","2","2",NULL,NULL
"380039","2017-06-01","2017-06-01","1","1",NULL,NULL
"380069","2017-05-31","2017-05-31","1","1",NULL,NULL
"380091","2017-06-01","2017-06-01","2","2",NULL,"2"
"380118","2017-06-06","2017-06-06","1","1",NULL,"1"
"380120","2017-06-01","2017-06-01","1","1",NULL,"1"
"380124","2017-06-04","2017-06-04","1","1",NULL,NULL
"380125","2017-05-31","2017-05-31","1","1",NULL,NULL
"380128","2017-06-06","2017-06-06","1","1",NULL,"1"
"380146","2017-06-07","2017-06-07","1","1",NULL,"1"
"380204","2017-06-08","2017-06-08","1","1",NULL,"1"
"380209","2017-05-31","2017-05-31","1","1",NULL,NULL
"380217","2017-06-03","2017-06-03","1","1",NULL,"1"
"380275","2017-05-31","2017-05-31","1","1",NULL,NULL
"380293","2017-06-05","2017-06-08","2","2",NULL,"2"
"380335","2017-05-31","2017-05-31","1","1",NULL,"1"
"380336","2017-06-02","2017-06-02","1","1",NULL,NULL
"380361","2017-05-31","2017-05-31","1","1",NULL,NULL
"380376","2017-06-02","2017-06-02","1","1",NULL,"1"
"380381","2017-05-31","2017-06-01","2","3",NULL,NULL
"380383","2017-05-31","2017-05-31","1","1",NULL,"1"
"380405","2017-06-08","2017-06-08","1","1",NULL,"1"
"380411","2017-05-31","2017-05-31","1","1",NULL,NULL
"380416","2017-05-31","2017-05-31","1","1",NULL,"1"
"380427","2017-05-31","2017-05-31","1","1",NULL,"1"
"380432","2017-05-31","2017-05-31","1","1",NULL,"1"
"380453","2017-06-01","2017-06-01","1","1",NULL,"1"
"380456","2017-05-31","2017-05-31","1","1",NULL,NULL
"380457","2017-05-31","2017-05-31","1","1",NULL,NULL
"380458","2017-06-08","2017-06-08","1","1",NULL,"1"
"380504","2017-05-31","2017-05-31","1","1",NULL,"1"
"380510","2017-06-01","2017-06-01","2","2",NULL,NULL
"380538","2017-06-03","2017-06-03","2","2",NULL,"1"
"380557","2017-05-31","2017-05-31","1","1",NULL,NULL
"380572","2017-06-01","2017-06-01","2","2",NULL,"2"
"380573","2017-05-31","2017-05-31","1","1",NULL,"1"
"380582","2017-05-31","2017-05-31","1","1",NULL,NULL
"380604","2017-05-31","2017-05-31","1","1",NULL,NULL
"380609","2017-05-31","2017-05-31","1","1",NULL,"1"
"380611","2017-05-31","2017-05-31","1","1",NULL,"1"
"380624","2017-06-06","2017-06-06","1","1",NULL,NULL
"380626","2017-05-31","2017-05-31","1","1",NULL,"1"
"380638","2017-05-31","2017-06-04","2","2",NULL,NULL
"380656","2017-05-31","2017-05-31","1","1",NULL,NULL
"380681","2017-05-31","2017-05-31","1","1",NULL,"1"
"380691","2017-06-03","2017-06-03","1","1",NULL,NULL
"380701","2017-05-31","2017-05-31","1","1",NULL,NULL
"380710","2017-05-31","2017-05-31","1","1",NULL,NULL
"380712","2017-06-04","2017-06-04","1","1",NULL,NULL
"380726","2017-05-31","2017-05-31","1","1",NULL,NULL
"380794","2017-06-02","2017-06-02","1","1",NULL,NULL
"380799","2017-06-05","2017-06-06","3","3",NULL,NULL
"380808","2017-05-31","2017-05-31","1","1","1",NULL
"380833","2017-05-31","2017-05-31","1","1",NULL,NULL
"380842","2017-06-02","2017-06-02","1","1",NULL,NULL
"380846","2017-05-31","2017-05-31","1","1",NULL,"1"
"380859","2017-05-31","2017-05-31","1","1",NULL,"1"
"380861","2017-05-31","2017-05-31","1","1",NULL,NULL
"380864","2017-05-31","2017-05-31","1","1",NULL,NULL
"380868","2017-06-04","2017-06-04","1","1",NULL,"1"
"380871","2017-05-31","2017-05-31","1","1",NULL,NULL
"380878","2017-06-05","2017-06-05","1","1",NULL,"1"
"380959","2017-06-01","2017-06-01","1","1",NULL,NULL
"380972","2017-06-01","2017-06-01","1","1",NULL,"1"
"380988","2017-06-04","2017-06-04","1","1",NULL,NULL
"380998","2017-06-06","2017-06-06","2","2",NULL,"2"
"381000","2017-06-01","2017-06-01","2","2",NULL,NULL
"381033","2017-06-04","2017-06-04","1","1",NULL,"1"
"381071","2017-06-01","2017-06-01","1","1",NULL,"1"
"381116","2017-06-05","2017-06-05","1","1",NULL,"1"
"381119","2017-06-02","2017-06-02","2","2",NULL,"1"
"381128","2017-06-01","2017-06-01","2","2",NULL,"1"
"381129","2017-06-03","2017-06-03","1","1",NULL,"1"
"381145","2017-06-06","2017-06-06","1","1",NULL,"1"
"381146","2017-06-06","2017-06-06","1","1",NULL,"1"
"381156","2017-06-01","2017-06-01","1","1",NULL,NULL
"381160","2017-06-04","2017-06-07","2","2",NULL,"1"
"381161","2017-06-07","2017-06-07","1","1",NULL,"1"
"381214","2017-06-01","2017-06-06","2","2",NULL,NULL
"381231","2017-06-01","2017-06-01","1","1",NULL,"1"
"381234","2017-06-01","2017-06-01","1","1",NULL,NULL
"381235","2017-06-01","2017-06-01","1","1",NULL,"1"
"381243","2017-06-01","2017-06-01","1","1",NULL,"1"
"381246","2017-06-03","2017-06-08","3","3",NULL,"3"
"381276","2017-06-01","2017-06-08","2","2",NULL,NULL
"381290","2017-06-01","2017-06-05","2","2",NULL,NULL
"381301","2017-06-01","2017-06-01","1","1",NULL,NULL
"381316","2017-06-01","2017-06-01","1","1","1",NULL
"381317","2017-06-01","2017-06-01","1","1",NULL,NULL
"381332","2017-06-01","2017-06-01","1","1",NULL,NULL
"381335","2017-06-01","2017-06-01","1","1",NULL,"1"
"381343","2017-06-01","2017-06-01","1","1",NULL,NULL
"381352","2017-06-01","2017-06-01","1","1",NULL,NULL
"381370","2017-06-01","2017-06-01","1","1",NULL,"1"
"381375","2017-06-01","2017-06-01","1","1",NULL,"1"
"381381","2017-06-01","2017-06-01","1","1","1",NULL
"381386","2017-06-01","2017-06-01","1","1",NULL,"1"
"381389","2017-06-01","2017-06-01","1","1",NULL,"1"
"381414","2017-06-01","2017-06-01","1","1","1",NULL
"381427","2017-06-01","2017-06-01","1","1","1",NULL
"381485","2017-06-01","2017-06-01","2","2",NULL,"2"
"381503","2017-06-01","2017-06-01","3","3",NULL,NULL
"381513","2017-06-08","2017-06-08","1","1",NULL,"1"
"381541","2017-06-01","2017-06-01","2","2",NULL,NULL
"381576","2017-06-01","2017-06-01","1","1",NULL,NULL
"381578","2017-06-01","2017-06-07","4","4",NULL,"3"
"381612","2017-06-06","2017-06-06","1","1",NULL,NULL
"381615","2017-06-01","2017-06-01","1","1",NULL,"1"
"381634","2017-06-01","2017-06-01","1","1","1",NULL
"381669","2017-06-01","2017-06-01","2","2",NULL,NULL
"381695","2017-06-01","2017-06-01","1","1","1",NULL
"381710","2017-06-01","2017-06-01","1","1",NULL,"1"
"381715","2017-06-01","2017-06-01","1","1",NULL,NULL
"381724","2017-06-01","2017-06-01","1","1",NULL,"1"
"381727","2017-06-01","2017-06-01","1","1",NULL,"1"
"381738","2017-06-01","2017-06-01","1","1",NULL,NULL
"381749","2017-06-04","2017-06-04","1","1",NULL,NULL
"381754","2017-06-01","2017-06-01","1","1",NULL,"1"
"381762","2017-06-01","2017-06-03","2","2",NULL,"2"
"381764","2017-06-04","2017-06-04","1","1",NULL,NULL
"381769","2017-06-01","2017-06-01","1","1",NULL,"1"
"381783","2017-06-01","2017-06-01","1","1",NULL,NULL
"381785","2017-06-01","2017-06-01","1","1",NULL,NULL
"381813","2017-06-04","2017-06-04","1","1",NULL,NULL
"381834","2017-06-03","2017-06-03","1","1",NULL,NULL
"381885","2017-06-01","2017-06-01","1","1","1",NULL
"381917","2017-06-07","2017-06-07","1","1",NULL,NULL
"381968","2017-06-04","2017-06-04","1","1",NULL,NULL
"381975","2017-06-01","2017-06-01","1","1",NULL,"1"
"381984","2017-06-01","2017-06-01","1","1",NULL,NULL
"381989","2017-06-01","2017-06-01","4","4","4",NULL
"382001","2017-06-01","2017-06-07","2","2",NULL,"1"
"382015","2017-06-01","2017-06-01","1","1",NULL,"1"
"382024","2017-06-01","2017-06-01","1","1",NULL,NULL
"382039","2017-06-01","2017-06-01","1","1",NULL,"1"
"382045","2017-06-03","2017-06-03","1","1",NULL,NULL
"382058","2017-06-01","2017-06-01","2","2",NULL,"2"
"382135","2017-06-03","2017-06-04","2","2",NULL,NULL
"382138","2017-06-05","2017-06-05","2","2",NULL,NULL
"382148","2017-06-01","2017-06-01","1","1",NULL,NULL
"382162","2017-06-01","2017-06-01","1","1",NULL,"1"
"382217","2017-06-01","2017-06-08","4","4",NULL,"2"
"382220","2017-06-01","2017-06-01","1","1",NULL,NULL
"382222","2017-06-01","2017-06-01","1","1",NULL,"1"
"382263","2017-06-01","2017-06-01","1","1","1",NULL
"382296","2017-06-03","2017-06-03","1","1",NULL,NULL
"382321","2017-06-02","2017-06-02","1","1",NULL,"1"
"382325","2017-06-01","2017-06-01","1","1",NULL,NULL
"382335","2017-06-01","2017-06-01","1","1",NULL,NULL
"382341","2017-06-01","2017-06-03","2","2",NULL,"1"
"382352","2017-06-01","2017-06-01","1","1",NULL,NULL
"382359","2017-06-01","2017-06-01","1","1",NULL,"1"
"382366","2017-06-01","2017-06-01","1","1",NULL,"1"
"382369","2017-06-01","2017-06-01","1","1",NULL,NULL
"382374","2017-06-01","2017-06-01","1","1",NULL,"1"
"382382","2017-06-01","2017-06-04","2","2",NULL,"2"
"382388","2017-06-01","2017-06-01","2","2","1","1"
"382392","2017-06-01","2017-06-01","1","1",NULL,NULL
"382407","2017-06-01","2017-06-01","1","1",NULL,"1"
"382417","2017-06-01","2017-06-01","1","1",NULL,NULL
"382431","2017-06-01","2017-06-01","1","1",NULL,"1"
"382432","2017-06-01","2017-06-01","1","1",NULL,"1"
"382438","2017-06-02","2017-06-02","1","1",NULL,NULL
"382445","2017-06-02","2017-06-08","2","2",NULL,"2"
"382467","2017-06-01","2017-06-01","1","1",NULL,NULL
"382471","2017-06-01","2017-06-07","3","3",NULL,"2"
"382485","2017-06-01","2017-06-01","1","1",NULL,NULL
"382487","2017-06-04","2017-06-04","4","4",NULL,"1"
"382489","2017-06-05","2017-06-05","1","1",NULL,"1"
"382508","2017-06-01","2017-06-01","1","1",NULL,NULL
"382517","2017-06-03","2017-06-03","1","1",NULL,NULL
"382523","2017-06-01","2017-06-01","1","1",NULL,NULL
"382540","2017-06-01","2017-06-01","1","1","1",NULL
"382546","2017-06-01","2017-06-01","1","1",NULL,NULL
"382562","2017-06-01","2017-06-01","1","1",NULL,"1"
"382581","2017-06-04","2017-06-04","1","1",NULL,"1"
"382588","2017-06-01","2017-06-01","2","2",NULL,"1"
"382611","2017-06-01","2017-06-08","3","3",NULL,"3"
"382626","2017-06-01","2017-06-01","1","1",NULL,NULL
"382661","2017-06-01","2017-06-02","2","2",NULL,"2"
"382665","2017-06-01","2017-06-01","1","1",NULL,"1"
"382705","2017-06-01","2017-06-01","1","1",NULL,"1"
"382730","2017-06-02","2017-06-02","1","1",NULL,NULL
"382749","2017-06-01","2017-06-01","1","1",NULL,NULL
"382757","2017-06-01","2017-06-01","1","1",NULL,NULL
"382768","2017-06-01","2017-06-01","1","1",NULL,"1"
"382772","2017-06-01","2017-06-01","1","1",NULL,NULL
"382774","2017-06-01","2017-06-01","1","1",NULL,"1"
"382789","2017-06-03","2017-06-03","1","1",NULL,"1"
"382794","2017-06-01","2017-06-01","1","1",NULL,NULL
"382824","2017-06-01","2017-06-01","1","1",NULL,NULL
"382854","2017-06-01","2017-06-01","1","1",NULL,NULL
"382866","2017-06-05","2017-06-05","1","1",NULL,"1"
"382868","2017-06-01","2017-06-03","3","3",NULL,"3"
"382869","2017-06-01","2017-06-01","1","1",NULL,"1"
"382896","2017-06-01","2017-06-01","1","1",NULL,NULL
"382931","2017-06-01","2017-06-01","1","1",NULL,"1"
"382938","2017-06-01","2017-06-01","1","1",NULL,"1"
"382947","2017-06-02","2017-06-02","1","1",NULL,NULL
"382960","2017-06-05","2017-06-05","1","1",NULL,NULL
"382964","2017-06-01","2017-06-01","2","2",NULL,"2"
"382980","2017-06-02","2017-06-02","1","1","1",NULL
"383018","2017-06-03","2017-06-03","1","1",NULL,NULL
"383037","2017-06-02","2017-06-02","1","1",NULL,NULL
"383054","2017-06-02","2017-06-02","1","1",NULL,NULL
"383055","2017-06-02","2017-06-02","1","1",NULL,NULL
"383057","2017-06-02","2017-06-02","1","1",NULL,"1"
"383096","2017-06-02","2017-06-02","1","1",NULL,NULL
"383104","2017-06-02","2017-06-02","1","1",NULL,"1"
"383134","2017-06-02","2017-06-02","1","1",NULL,NULL
"383135","2017-06-02","2017-06-02","1","1",NULL,"1"
"383144","2017-06-04","2017-06-06","2","2",NULL,"1"
"383158","2017-06-02","2017-06-02","1","1",NULL,"1"
"383163","2017-06-03","2017-06-03","1","1",NULL,NULL
"383169","2017-06-02","2017-06-02","1","1",NULL,"1"
"383171","2017-06-03","2017-06-03","2","2",NULL,NULL
"383189","2017-06-03","2017-06-03","1","1",NULL,NULL
"383190","2017-06-02","2017-06-02","1","1",NULL,NULL
"383202","2017-06-02","2017-06-02","1","1",NULL,"1"
"383239","2017-06-02","2017-06-02","1","1",NULL,NULL
"383251","2017-06-02","2017-06-02","1","1",NULL,NULL
"383271","2017-06-02","2017-06-02","1","1",NULL,NULL
"383279","2017-06-02","2017-06-02","1","1","1",NULL
"383284","2017-06-02","2017-06-02","1","1",NULL,NULL
"383285","2017-06-02","2017-06-02","1","1",NULL,NULL
"383298","2017-06-02","2017-06-02","2","2",NULL,NULL
"383304","2017-06-02","2017-06-02","2","2",NULL,"1"
"383387","2017-06-02","2017-06-02","1","1",NULL,NULL
"383400","2017-06-02","2017-06-02","1","1",NULL,"1"
"383411","2017-06-02","2017-06-02","1","1",NULL,"1"
"383426","2017-06-02","2017-06-02","1","1",NULL,"1"
"383433","2017-06-04","2017-06-05","2","2",NULL,"1"
"383450","2017-06-02","2017-06-02","1","1",NULL,"1"
"383452","2017-06-02","2017-06-02","1","1",NULL,NULL
"383458","2017-06-02","2017-06-04","5","5",NULL,NULL
"383462","2017-06-02","2017-06-02","1","1",NULL,"1"
"383472","2017-06-02","2017-06-02","1","1",NULL,"1"
"383477","2017-06-05","2017-06-07","2","2",NULL,"1"
"383486","2017-06-02","2017-06-04","2","2",NULL,NULL
"383494","2017-06-02","2017-06-02","2","2",NULL,NULL
"383501","2017-06-04","2017-06-04","1","1",NULL,"1"
"383529","2017-06-05","2017-06-05","1","1",NULL,NULL
"383552","2017-06-03","2017-06-03","1","1",NULL,NULL
"383554","2017-06-02","2017-06-02","1","1",NULL,NULL
"383564","2017-06-02","2017-06-03","8","8",NULL,"1"
"383571","2017-06-02","2017-06-02","1","1",NULL,NULL
"383605","2017-06-02","2017-06-02","1","1",NULL,"1"
"383613","2017-06-03","2017-06-03","1","1",NULL,NULL
"383632","2017-06-03","2017-06-03","1","1",NULL,NULL
"383639","2017-06-02","2017-06-02","1","1",NULL,NULL
"383698","2017-06-02","2017-06-02","3","3",NULL,NULL
"383729","2017-06-02","2017-06-02","1","1",NULL,NULL
"383745","2017-06-02","2017-06-02","1","1",NULL,NULL
"383753","2017-06-02","2017-06-02","1","1",NULL,NULL
"383754","2017-06-02","2017-06-02","2","2",NULL,"2"
"383758","2017-06-02","2017-06-02","1","1",NULL,NULL
"383762","2017-06-02","2017-06-02","1","1",NULL,NULL
"383766","2017-06-02","2017-06-02","1","1",NULL,"1"
"383771","2017-06-02","2017-06-02","1","1",NULL,"1"
"383783","2017-06-02","2017-06-02","1","1",NULL,NULL
"383804","2017-06-02","2017-06-04","2","2",NULL,"2"
"383814","2017-06-02","2017-06-02","1","1",NULL,NULL
"383824","2017-06-02","2017-06-02","1","1",NULL,"1"
"383826","2017-06-03","2017-06-03","4","4",NULL,"2"
"383843","2017-06-02","2017-06-02","2","3",NULL,"1"
"383869","2017-06-02","2017-06-04","2","2",NULL,"1"
"383875","2017-06-04","2017-06-04","1","1",NULL,NULL
"383881","2017-06-06","2017-06-06","1","1",NULL,NULL
"383888","2017-06-02","2017-06-02","1","1",NULL,NULL
"383903","2017-06-08","2017-06-08","1","1",NULL,"1"
"383910","2017-06-04","2017-06-04","1","1",NULL,NULL
"383914","2017-06-02","2017-06-02","1","1",NULL,NULL
"383936","2017-06-02","2017-06-02","1","1",NULL,"1"
"383955","2017-06-04","2017-06-04","1","1",NULL,"1"
"383964","2017-06-03","2017-06-03","1","1",NULL,NULL
"383966","2017-06-02","2017-06-02","1","1",NULL,NULL
"383971","2017-06-02","2017-06-02","1","1",NULL,NULL
"383976","2017-06-02","2017-06-02","1","1",NULL,"1"
"383980","2017-06-02","2017-06-07","2","2",NULL,NULL
"384013","2017-06-06","2017-06-07","3","3",NULL,"1"
"384025","2017-06-02","2017-06-02","1","1",NULL,"1"
"384041","2017-06-07","2017-06-07","1","1",NULL,NULL
"384049","2017-06-07","2017-06-07","1","1",NULL,"1"
"384052","2017-06-02","2017-06-02","1","1",NULL,"1"
"384066","2017-06-02","2017-06-05","3","3",NULL,"3"
"384089","2017-06-03","2017-06-04","2","2",NULL,NULL
"384102","2017-06-03","2017-06-03","1","1",NULL,NULL
"384103","2017-06-02","2017-06-02","1","2",NULL,NULL
"384108","2017-06-02","2017-06-02","1","1",NULL,"1"
"384117","2017-06-02","2017-06-02","1","2",NULL,NULL
"384122","2017-06-02","2017-06-02","1","1",NULL,NULL
"384126","2017-06-03","2017-06-03","1","1",NULL,NULL
"384134","2017-06-02","2017-06-02","2","2",NULL,"2"
"384135","2017-06-05","2017-06-06","3","3",NULL,"2"
"384144","2017-06-02","2017-06-05","2","2",NULL,"2"
"384148","2017-06-02","2017-06-07","2","2",NULL,"1"
"384173","2017-06-04","2017-06-06","4","4",NULL,"1"
"384174","2017-06-08","2017-06-08","1","1",NULL,"1"
"384186","2017-06-02","2017-06-02","1","1",NULL,"1"
"384189","2017-06-02","2017-06-02","1","1",NULL,NULL
"384191","2017-06-06","2017-06-06","1","1",NULL,NULL
"384216","2017-06-02","2017-06-02","1","1",NULL,"1"
"384243","2017-06-02","2017-06-02","1","1",NULL,NULL
"384270","2017-06-02","2017-06-02","1","1",NULL,NULL
"384274","2017-06-02","2017-06-02","1","1",NULL,"1"
"384278","2017-06-08","2017-06-08","1","1",NULL,NULL
"384298","2017-06-06","2017-06-06","1","1",NULL,NULL
"384303","2017-06-02","2017-06-02","1","1",NULL,NULL
"384346","2017-06-05","2017-06-05","3","3",NULL,NULL
"384353","2017-06-02","2017-06-02","1","1",NULL,"1"
"384356","2017-06-05","2017-06-05","1","1",NULL,"1"
"384391","2017-06-02","2017-06-06","2","2",NULL,"1"
"384394","2017-06-03","2017-06-03","2","2",NULL,"1"
"384395","2017-06-06","2017-06-06","1","1",NULL,"1"
"384421","2017-06-02","2017-06-02","1","1",NULL,"1"
"384459","2017-06-04","2017-06-07","9","9",NULL,NULL
"384471","2017-06-02","2017-06-02","1","1",NULL,NULL
"384502","2017-06-02","2017-06-02","1","1",NULL,"1"
"384523","2017-06-02","2017-06-02","1","1",NULL,"1"
"384543","2017-06-08","2017-06-08","1","1",NULL,"1"
"384550","2017-06-04","2017-06-04","3","3",NULL,"3"
"384552","2017-06-02","2017-06-02","1","1",NULL,NULL
"384562","2017-06-02","2017-06-02","1","1",NULL,"1"
"384587","2017-06-03","2017-06-03","1","1",NULL,NULL
