id
325246
22
90425
283
4884
195070
11579
12605
17307
14209
10474
14339
24690
11630
10000
29281
23341
11737
31983
28596
32499
28710
33439
26980
36692
46281
22422
45613
40187
39004
31324
30501
37525
41831
38252
51416
42372
53308
54066
58248
10823
53354
56693
56087
51234
67812
51613
63268
70611
70066
57928
55644
67675
64828
65460
67099
66102
62482
66322
74820
57602
29949
25118
70932
70696
57537
75620
5852
78535
85864
79542
80621
96685
96399
80920
78279
86977
40013
98436
100179
104368
92338
16274
101958
93293
93008
66105
80430
78858
62634
103231
102104
105856
103928
103142
123171
115766
115248
87666
116005
92924
117477
57616
109304
43549
100781
127101
126683
111924
72370
113875
113990
116565
116938
90824
129191
127896
133157
129820
129987
110777
134146
130918
61363
130951
118782
113269
123653
116538
147881
92748
147601
148488
148401
135490
140590
129751
141710
133870
67539
139866
60745
74157
154353
120284
93843
15667
140201
149580
155120
91793
144842
144951
138377
93534
58805
150785
133891
150925
105865
144139
129416
157369
157315
161215
57182
28957
118098
167382
158330
153552
162753
159632
154185
153021
140367
168122
159761
152101
160555
138056
103644
91480
164103
138816
162978
164673
151658
110640
123140
170248
175526
162480
174704
181427
169404
143548
153950
156333
41328
148131
78058
176664
115183
175007
80426
176700
44967
95745
175880
184465
130932
51135
172057
132646
182477
130931
141185
186049
180139
188742
187237
204229
38400
196625
187448
73810
177556
111999
186220
197081
171174
182204
67417
205748
91949
190205
189892
220082
221034
204648
212955
206013
143627
193235
42158
152296
205950
198502
147135
193612
221182
192182
200994
213836
171783
169404
201273
222365
175006
181726
150676
38659
201456
121994
203668
212101
216272
93447
147076
163285
221823
127256
218499
228369
201456
214777
225346
203811
211049
235016
198256
235192
210757
198193
211275
218805
225203
200357
216844
226927
169257
243816
259244
236169
236215
231453
250825
77208
231480
195095
244580
161844
221813
214820
196430
200231
223052
182369
235627
176333
252479
233460
168607
246762
248069
102650
230790
155653
246229
231730
245601
248899
189990
172388
246526
32985
255985
270054
250412
250366
250740
245768
285436
248775
254561
189176
292181
106323
270112
278216
268802
285830
43797
233265
271263
103006
278928
305346
278922
272918
256128
286664
299946
295027
252005
105604
254089
253757
237789
287370
295727
161579
17822
230374
301579
288945
178024
311682
296488
302616
301816
302366
297195
292935
285353
285922
271798
312391
309243
309215
279803
289158
102124
312880
305916
290623
292024
274273
303874
247714
309981
119933
183996
293213
68088
318840
245414
237470
206802
329089
67105
253808
207112
318228
161002
36101
174047
249097
313970
337571
325438
330391
193839
320635
55703
334557
337514
321975
172158
331284
241276
203269
333243
185145
335050
338503
313718
284623
338367
157240
322142
228597
4744
337481
288388
139003
162745
326947
321976
331939
322897
189427
221360
306329
38198
129796
326695
243378
327415
28386
328527
106990
306402
324680
338548
336082
82092
344364
348016
342475
325022
350964
158372
354796
345241
331439
353386
342310
347993
345015
261603
338470
335902
191619
355184
122421
223954
318035
314854
349392
174388
37812
338605
354630
343916
341067
357879
353689
83654
353696
317393
349691
346996
285558
353867
338166
352395
273551
354018
335658
350052
347184
196589
341251
312804
307818
354121
357366
311106
330964
355411
231083
342709
354160
343873
306877
362443
193376
234767
347324
350546
325691
345249
359140
303736
276724
167392
240317
352951
347515
343973
360971
283696
344307
190089
360170
364584
326257
359546
355281
359349
237970
364099
222429
276604
371043
361710
229612
344663
361329
367359
352850
352009
341056
363306
186584
344769
327546
361939
369791
170773
363313
363300
370632
64455
367719
285461
372818
166514
317622
367954
365625
369912
361024
368077
335120
158824
274282
365986
334496
246930
335081
189469
366397
279990
99945
328584
390351
322068
390615
375058
281426
383964
383980
49611
114376
374822
378820
213847
378797
371799
92940
341791
197890
332327
240739
381998
366389
395959
339079
382148
276505
379384
375564
332579
379559
382508
383869
384264
168247
205560
362510
290866
379576
385901
394428
385006
376370
188089
378212
173183
367820
355820
308032
375787
352171
353586
380846
395743
253987
170639
303821
110290
377972
385928
382417
360572
43897
335352
181281
178824
105198
358218
393578
367378
355350
355868
328757
333677
337654
357893
321546
343325
363871
356290
351193
100673
361722
64437
308360
242997
64437
361422
321606
229321
394554
366695
356995
170058
367074
356857
296852
350723
143309
328669
361267
355214
384210
220840
301690
158
369230
347024
317178
355751
245469
263425
383655
103652
390378
31082
342580
176972
303246
251016
375716
376902
341381
33257
102991
384135
176843
332704
30628
195304
144525
71705
224723
382024
114336
346539
237543
254028
360804
356840
361525
222988
385799
133733
375606
334480
347955
93016
298179
103395
310441
387252
327241
184625
235478
203948
334897
302778
353769
116224
373417
70
213520
136706
