
id,day,time
"22184","7","2017-05-20 13"
"22184","7","2017-05-27 13"
"22196","7","2017-04-08 19"
"22212","7","2017-03-11 00"
"22212","7","2017-03-11 00"
"22212","7","2017-03-11 00"
"22212","7","2017-03-11 00"
"22212","7","2017-03-18 08"
"22212","1","2017-03-26 13"
"22212","1","2017-03-26 13"
"22212","1","2017-03-26 13"
"22212","7","2017-04-01 21"
"22212","1","2017-04-09 20"
"22212","7","2017-04-15 00"
"22212","7","2017-04-15 19"
"22212","7","2017-04-29 00"
"22212","7","2017-05-06 01"
"22212","7","2017-05-06 01"
"22212","7","2017-05-20 23"
"22219","1","2017-04-16 23"
"22219","1","2017-05-14 00"
"22224","1","2017-04-16 23"
"22224","7","2017-05-20 13"
"22235","7","2017-03-11 20"
"22235","7","2017-03-25 06"
"22235","7","2017-03-25 06"
"22235","7","2017-04-22 09"
"22235","7","2017-04-22 09"
"22235","7","2017-05-13 10"
"22235","7","2017-05-13 10"
"22235","7","2017-05-13 10"
"22235","7","2017-05-13 11"
"22235","7","2017-05-13 11"
"22259","1","2017-03-26 23"
"22259","1","2017-05-07 01"
"22259","7","2017-05-13 11"
"22259","1","2017-05-14 11"
"22259","1","2017-05-14 16"
"22259","1","2017-05-14 16"
"22259","1","2017-05-14 16"
"22261","1","2017-04-16 18"
"22261","7","2017-04-22 19"
"22261","1","2017-04-23 13"
"22263","1","2017-03-26 12"
"22331","7","2017-03-04 09"
"22337","7","2017-04-08 13"
"22355","7","2017-03-18 12"
"22378","1","2017-05-07 08"
"22378","1","2017-05-07 09"
"22378","1","2017-05-07 09"
"22378","1","2017-05-07 09"
"22378","1","2017-05-07 09"
"22378","1","2017-05-07 09"
"22387","7","2017-04-22 11"
"22387","1","2017-04-30 16"
"22408","7","2017-04-08 12"
"22414","7","2017-04-08 11"
"22415","7","2017-03-11 17"
"22417","7","2017-05-06 16"
"22417","7","2017-05-06 16"
"22422","7","2017-03-18 19"
"22424","7","2017-03-11 12"
"22472","7","2017-03-25 09"
"22535","7","2017-03-11 14"
"22535","1","2017-03-12 13"
"22535","1","2017-03-12 14"
"22535","7","2017-03-18 20"
"22535","1","2017-04-16 19"
"22535","1","2017-04-16 20"
"22535","1","2017-04-23 14"
"22535","1","2017-04-23 17"
"22535","1","2017-05-21 20"
"22547","1","2017-03-12 14"
"22547","1","2017-03-26 13"
"22547","1","2017-05-07 10"
"22547","1","2017-05-14 10"
"22566","1","2017-04-09 08"
"22566","1","2017-04-09 08"
"22566","1","2017-04-09 08"
"22566","1","2017-04-30 13"
"22589","7","2017-03-25 19"
"22620","1","2017-04-02 21"
"22624","7","2017-05-13 12"
"22624","7","2017-05-20 07"
"22642","7","2017-03-04 14"
"22642","7","2017-03-25 11"
"22642","7","2017-03-25 11"
"22642","7","2017-04-22 10"
"22642","1","2017-05-14 15"
"22642","1","2017-05-14 15"
"22642","1","2017-05-14 15"
"22724","1","2017-05-07 17"
"22731","7","2017-05-27 11"
"22777","7","2017-03-25 10"
"22777","7","2017-03-25 10"
"22777","7","2017-03-25 10"
"22777","1","2017-03-26 15"
"22777","1","2017-03-26 21"
"22777","1","2017-03-26 21"
"22777","7","2017-04-08 09"
"22777","7","2017-04-08 20"
"22777","1","2017-04-09 20"
"22777","7","2017-04-15 21"
"22777","7","2017-04-15 21"
"22777","1","2017-04-16 22"
"22777","1","2017-05-14 13"
"22777","1","2017-05-14 13"
"22777","1","2017-05-14 13"
"22824","7","2017-03-25 10"
"22824","7","2017-05-06 08"
"22824","7","2017-05-06 09"
"22824","7","2017-05-06 11"
"22824","7","2017-05-13 10"
"22824","1","2017-05-14 22"
"22840","1","2017-05-07 09"
"22854","1","2017-05-07 09"
"22854","1","2017-05-07 09"
"22869","7","2017-05-06 17"
"22875","7","2017-03-11 13"
"22875","1","2017-03-26 23"
"22875","1","2017-04-23 09"
"22875","1","2017-05-07 09"
"22875","1","2017-05-21 10"
"22875","1","2017-05-21 10"
"22878","7","2017-03-04 21"
"22884","7","2017-04-08 19"
"22894","7","2017-03-11 11"
"22897","1","2017-04-09 10"
"22897","1","2017-04-23 10"
"22897","7","2017-04-29 16"
"22897","7","2017-04-29 16"
"22897","7","2017-05-20 14"
"22897","1","2017-05-21 09"
"22897","1","2017-05-21 10"
"22897","1","2017-05-21 20"
"22927","7","2017-04-22 08"
"22927","1","2017-04-23 22"
"22930","7","2017-04-01 19"
"22930","1","2017-04-02 18"
"22930","1","2017-05-21 19"
"22949","1","2017-05-07 20"
"22949","7","2017-05-13 20"
"22949","7","2017-05-13 20"
"22958","7","2017-05-13 11"
"22970","1","2017-03-26 22"
"22970","1","2017-05-21 12"
"22971","7","2017-04-01 14"
"22973","7","2017-03-04 07"
"22973","1","2017-05-07 09"
"22973","1","2017-05-07 09"
"22983","7","2017-05-20 18"
"23007","1","2017-03-19 16"
"23007","1","2017-03-19 16"
"23020","7","2017-03-04 21"
"23020","7","2017-03-04 21"
"23020","7","2017-03-04 21"
"23020","1","2017-05-07 11"
"23020","1","2017-05-14 09"
"23028","7","2017-05-06 07"
"23046","1","2017-03-19 21"
"23047","1","2017-03-12 14"
"23047","1","2017-03-12 14"
"23047","1","2017-03-19 15"
"23047","7","2017-05-20 13"
"23047","7","2017-05-27 09"
"23057","1","2017-04-23 14"
"23065","7","2017-05-13 17"
"23066","1","2017-03-12 15"
"23066","1","2017-03-12 15"
"23066","1","2017-03-19 10"
"23066","1","2017-03-19 23"
"23066","7","2017-04-08 12"
"23066","1","2017-04-30 22"
"23066","7","2017-05-06 15"
"23066","1","2017-05-07 07"
"23066","1","2017-05-07 07"
"23066","1","2017-05-07 22"
"23066","7","2017-05-13 11"
"23079","7","2017-03-11 10"
"23079","7","2017-03-11 10"
"23079","7","2017-03-11 16"
"23079","7","2017-04-15 09"
"23079","7","2017-04-15 09"
"23079","7","2017-04-15 09"
"23094","1","2017-04-02 08"
"23094","7","2017-05-06 15"
"23118","7","2017-04-22 08"
"23123","7","2017-03-04 13"
"23123","7","2017-03-04 13"
"23123","7","2017-03-04 13"
"23123","7","2017-03-04 13"
"23123","7","2017-03-11 21"
"23123","7","2017-03-11 21"
"23123","7","2017-03-25 08"
"23123","7","2017-03-25 08"
"23123","7","2017-03-25 08"
"23123","7","2017-03-25 10"
"23123","7","2017-04-22 10"
"23123","7","2017-04-22 10"
"23123","7","2017-04-22 10"
"23123","7","2017-04-22 10"
"23123","7","2017-05-13 10"
"23123","7","2017-05-13 10"
"23123","7","2017-05-13 10"
"23123","7","2017-05-13 10"
"23123","7","2017-05-13 10"
"23123","7","2017-05-13 10"
"23123","7","2017-05-13 11"
"23123","7","2017-05-13 13"
"23123","7","2017-05-20 13"
"23125","1","2017-03-12 15"
"23125","1","2017-03-12 16"
"23125","7","2017-03-18 00"
"23125","7","2017-03-18 02"
"23125","1","2017-03-26 21"
"23125","7","2017-04-08 16"
"23125","7","2017-04-08 16"
"23125","7","2017-04-08 16"
"23125","7","2017-04-22 15"
"23125","7","2017-04-22 15"
"23125","7","2017-04-22 15"
"23125","7","2017-04-22 16"
"23125","7","2017-04-22 16"
"23132","7","2017-05-13 22"
"23135","7","2017-03-18 19"
"23135","7","2017-03-25 14"
"23135","7","2017-03-25 14"
"23135","1","2017-04-02 22"
"23135","7","2017-04-08 20"
"23135","1","2017-04-16 22"
"23143","7","2017-03-11 11"
"23143","7","2017-03-11 17"
"23143","1","2017-03-12 14"
"23143","7","2017-05-06 11"
"23143","7","2017-05-06 11"
"23179","7","2017-03-25 08"
"23187","7","2017-03-11 06"
"23187","1","2017-05-07 06"
"23187","1","2017-05-07 06"
"23187","1","2017-05-07 09"
"23237","7","2017-03-11 12"
"23237","1","2017-03-26 19"
"23239","1","2017-03-05 00"
"23239","7","2017-03-25 18"
"23239","7","2017-05-13 18"
"23239","7","2017-05-13 19"
"23239","7","2017-05-20 12"
"23242","7","2017-03-11 12"
"23246","1","2017-04-09 09"
"23248","7","2017-04-29 08"
"23248","1","2017-04-30 18"
"23250","7","2017-03-25 12"
"23250","7","2017-04-22 08"
"23260","7","2017-03-11 12"
"23260","7","2017-03-11 12"
"23266","1","2017-03-12 11"
"23266","7","2017-04-08 13"
"23266","7","2017-04-29 07"
"23296","1","2017-03-26 11"
"23296","1","2017-03-26 15"
"23296","7","2017-04-08 22"
"23296","7","2017-04-08 22"
"23296","7","2017-05-06 12"
"23298","7","2017-03-25 08"
"23298","7","2017-03-25 08"
"23298","1","2017-03-26 08"
"23298","7","2017-04-22 06"
"23298","7","2017-04-22 06"
"23298","7","2017-04-22 06"
"23298","7","2017-04-22 06"
"23298","7","2017-04-22 09"
"23298","7","2017-04-29 12"
"23298","7","2017-05-06 08"
"23298","7","2017-05-13 18"
"23298","1","2017-05-21 10"
"23301","7","2017-03-25 23"
"23301","7","2017-04-08 20"
"23301","7","2017-04-08 20"
"23301","1","2017-04-16 22"
"23301","1","2017-04-23 23"
"23301","1","2017-04-30 13"
"23301","1","2017-05-07 20"
"23301","1","2017-05-07 20"
"23301","7","2017-05-20 11"
"23301","1","2017-05-21 15"
"23302","7","2017-04-15 17"
"23307","7","2017-03-11 07"
"23315","7","2017-04-08 12"
"23337","7","2017-03-25 00"
"23337","7","2017-03-25 00"
"23337","7","2017-03-25 00"
"23337","7","2017-03-25 00"
"23352","7","2017-03-25 20"
"23397","1","2017-03-19 20"
"23397","7","2017-03-25 14"
"23397","7","2017-04-01 15"
"23397","7","2017-04-01 16"
"23397","7","2017-04-15 19"
"23397","7","2017-04-22 17"
"23397","7","2017-04-22 17"
"23406","1","2017-03-12 19"
"23414","7","2017-03-11 16"
"23414","7","2017-03-11 17"
"23414","1","2017-03-26 19"
"23414","1","2017-04-02 01"
"23414","7","2017-04-22 00"
"23415","7","2017-05-13 11"
"23430","7","2017-03-04 21"
"23434","7","2017-03-18 20"
"23434","7","2017-05-13 10"
"23434","7","2017-05-27 10"
"23434","7","2017-05-27 10"
"23435","7","2017-04-01 13"
"23443","1","2017-04-16 23"
"23443","7","2017-04-29 12"
"23443","7","2017-04-29 20"
"23447","1","2017-05-07 10"
"23447","1","2017-05-07 10"
"23450","1","2017-05-14 10"
"23453","1","2017-05-21 09"
"23464","1","2017-05-07 11"
"23464","7","2017-05-20 18"
"23483","1","2017-04-23 12"
"23483","1","2017-05-07 08"
"23483","1","2017-05-14 23"
"23483","1","2017-05-14 23"
"23483","1","2017-05-14 23"
"23483","7","2017-05-27 07"
"23488","7","2017-03-04 09"
"23502","7","2017-03-18 17"
"23502","1","2017-03-19 20"
"23502","7","2017-04-01 13"
"23502","7","2017-04-29 20"
"23502","7","2017-04-29 20"
"23502","7","2017-04-29 20"
"23502","1","2017-05-07 09"
"23502","7","2017-05-13 02"
"23502","7","2017-05-13 02"
"23502","1","2017-05-14 13"
"23502","1","2017-05-14 13"
"23502","1","2017-05-14 13"
"23502","1","2017-05-14 20"
"23502","1","2017-05-14 20"
"23502","1","2017-05-21 20"
"23529","7","2017-03-25 13"
"23529","7","2017-03-25 13"
"23529","7","2017-03-25 14"
"23529","1","2017-04-23 20"
"23529","1","2017-04-23 20"
"23529","1","2017-04-30 20"
"23529","1","2017-05-07 07"
"23529","1","2017-05-07 08"
"23529","7","2017-05-20 11"
"23576","7","2017-04-08 19"
"23588","1","2017-04-16 08"
"23588","1","2017-04-16 09"
"23612","1","2017-03-05 16"
"23617","7","2017-05-20 10"
"23628","1","2017-04-09 20"
"23628","7","2017-04-22 15"
"23628","7","2017-05-06 18"
"23628","1","2017-05-07 11"
"23698","1","2017-03-19 12"
"23698","1","2017-03-19 16"
"23698","1","2017-03-19 18"
"23698","1","2017-03-19 18"
"23698","7","2017-03-25 07"
"23698","7","2017-03-25 07"
"23698","7","2017-03-25 07"
"23698","7","2017-03-25 16"
"23698","1","2017-03-26 12"
"23698","7","2017-04-15 12"
"23698","7","2017-04-15 12"
"23698","7","2017-04-15 12"
"23698","7","2017-05-06 13"
"23698","1","2017-05-07 23"
"23698","7","2017-05-13 11"
"23698","7","2017-05-13 11"
"23698","1","2017-05-14 10"
"23698","1","2017-05-14 10"
"23698","7","2017-05-20 17"
"23698","7","2017-05-27 11"
"23698","7","2017-05-27 11"
"23698","7","2017-05-27 11"
"23698","7","2017-05-27 11"
"23710","7","2017-03-25 13"
"23710","7","2017-04-01 01"
"23713","7","2017-03-11 18"
"23713","7","2017-04-08 09"
"23713","1","2017-04-16 11"
"23713","7","2017-04-29 08"
"23713","1","2017-05-14 20"
"23718","7","2017-04-29 20"
"23721","1","2017-03-05 16"
"23721","1","2017-03-05 16"
"23721","1","2017-03-05 16"
"23721","1","2017-03-05 16"
"23721","1","2017-03-05 16"
"23721","1","2017-03-05 16"
"23721","1","2017-03-05 16"
"23721","1","2017-03-05 16"
"23721","1","2017-03-05 16"
"23721","1","2017-03-05 17"
"23721","1","2017-03-05 17"
"23721","7","2017-03-11 21"
"23721","7","2017-03-25 00"
"23721","7","2017-03-25 00"
"23721","7","2017-03-25 00"
"23721","7","2017-03-25 00"
"23721","7","2017-03-25 16"
"23721","1","2017-04-16 17"
"23721","1","2017-04-16 17"
"23721","7","2017-04-22 08"
"23721","7","2017-05-13 10"
"23721","7","2017-05-13 10"
"23721","7","2017-05-13 11"
"23721","7","2017-05-13 12"
"23721","1","2017-05-14 10"
"23721","1","2017-05-14 15"
"23721","1","2017-05-14 23"
"23721","1","2017-05-14 23"
"23727","7","2017-03-11 15"
"23727","7","2017-03-11 15"
"23727","7","2017-03-11 19"
"23727","7","2017-03-18 18"
"23727","1","2017-04-16 15"
"23727","7","2017-04-22 06"
"23727","7","2017-05-27 14"
"23727","7","2017-05-27 14"
"23738","1","2017-03-12 19"
"23738","1","2017-03-26 21"
"23738","1","2017-03-26 21"
"23738","1","2017-03-26 22"
"23738","1","2017-03-26 22"
"23738","1","2017-04-23 23"
"23738","1","2017-04-23 23"
"23738","7","2017-04-29 18"
"23738","7","2017-05-13 09"
"23738","7","2017-05-13 09"
"23738","7","2017-05-13 09"
"23738","7","2017-05-13 16"
"23761","1","2017-03-26 22"
"23762","7","2017-03-11 16"
"23762","7","2017-03-11 16"
"23762","1","2017-03-19 16"
"23768","7","2017-03-25 17"
"23768","7","2017-05-27 10"
"23769","7","2017-03-11 11"
"23769","7","2017-03-11 12"
"23769","1","2017-03-12 19"
"23769","7","2017-03-18 17"
"23769","7","2017-03-18 17"
"23769","7","2017-03-18 17"
"23769","7","2017-03-18 17"
"23769","7","2017-03-18 17"
"23769","1","2017-03-19 16"
"23769","1","2017-03-19 23"
"23769","7","2017-03-25 12"
"23769","7","2017-03-25 12"
"23769","1","2017-04-02 12"
"23769","1","2017-04-23 10"
"23769","1","2017-04-23 10"
"23769","1","2017-04-23 10"
"23769","1","2017-04-30 22"
"23769","1","2017-04-30 22"
"23769","1","2017-04-30 22"
"23776","1","2017-03-12 14"
"23776","1","2017-03-12 14"
"23776","1","2017-03-12 14"
"23776","1","2017-05-07 20"
"23777","7","2017-05-13 12"
"23777","7","2017-05-13 17"
"23780","7","2017-04-22 11"
"23780","7","2017-04-22 11"
"23780","7","2017-04-22 19"
"23780","7","2017-04-22 19"
"23780","7","2017-04-22 19"
"23780","7","2017-05-13 08"
"23780","7","2017-05-13 08"
"23780","1","2017-05-21 17"
"23794","1","2017-03-12 13"
"23794","1","2017-03-12 14"
"23794","1","2017-04-23 17"
"23794","1","2017-04-23 17"
"23797","1","2017-03-26 23"
"23797","7","2017-04-29 21"
"23797","7","2017-04-29 21"
"23797","7","2017-04-29 21"
"23797","7","2017-04-29 21"
"23797","1","2017-04-30 10"
"23797","1","2017-05-07 00"
"23797","7","2017-05-13 21"
"23797","7","2017-05-13 21"
"23797","7","2017-05-20 00"
"23797","7","2017-05-20 00"
"23797","1","2017-05-21 10"
"23806","7","2017-03-11 23"
"23806","7","2017-03-11 23"
"23821","1","2017-03-26 14"
"23821","7","2017-04-01 19"
"23825","7","2017-03-04 19"
"23825","7","2017-04-22 06"
"23825","7","2017-04-29 10"
"23825","7","2017-05-13 07"
"23825","7","2017-05-13 08"
"23831","1","2017-03-12 19"
"23831","7","2017-03-25 11"
"23831","1","2017-03-26 16"
"23831","1","2017-03-26 19"
"23831","1","2017-03-26 22"
"23831","1","2017-03-26 23"
"23831","7","2017-04-08 21"
"23831","1","2017-04-23 22"
"23831","1","2017-04-23 22"
"23831","1","2017-04-30 22"
"23831","1","2017-05-14 17"
"23831","7","2017-05-20 11"
"23834","7","2017-03-25 01"
"23834","7","2017-03-25 15"
"23834","7","2017-03-25 23"
"23834","7","2017-05-27 10"
"23834","7","2017-05-27 10"
"23834","7","2017-05-27 10"
"23834","7","2017-05-27 10"
"23836","7","2017-03-11 19"
"23836","7","2017-03-11 20"
"23836","1","2017-03-12 15"
"23836","1","2017-03-12 16"
"23836","7","2017-03-18 20"
"23836","7","2017-03-25 00"
"23836","7","2017-03-25 00"
"23836","1","2017-03-26 19"
"23836","7","2017-04-01 14"
"23836","7","2017-04-01 16"
"23836","1","2017-04-16 19"
"23837","7","2017-05-13 14"
"23838","7","2017-03-11 19"
"23838","1","2017-04-30 09"
"23845","1","2017-03-26 16"
"23845","7","2017-05-13 10"
"23845","7","2017-05-13 10"
"23846","1","2017-03-19 16"
"23846","1","2017-03-19 16"
"23846","1","2017-03-19 16"
"23846","1","2017-03-19 20"
"23846","7","2017-05-13 21"
"23846","1","2017-05-21 20"
"23846","1","2017-05-21 20"
"23846","1","2017-05-21 20"
"23847","7","2017-05-06 10"
"23888","1","2017-05-14 21"
"23888","1","2017-05-14 21"
"23888","1","2017-05-14 21"
"23888","1","2017-05-14 22"
"23889","7","2017-05-13 10"
"23889","7","2017-05-13 10"
"23900","7","2017-04-08 08"
"23902","7","2017-05-13 10"
"23902","7","2017-05-13 10"
"23910","1","2017-04-16 00"
"23914","7","2017-03-25 11"
"23956","7","2017-04-22 10"
"24004","1","2017-03-12 17"
"24004","7","2017-04-22 15"
"24004","7","2017-04-22 15"
"24004","7","2017-05-27 07"
"24017","1","2017-03-12 14"
"24017","1","2017-03-12 14"
"24017","7","2017-03-18 17"
"24017","7","2017-03-25 06"
"24017","7","2017-03-25 08"
"24017","1","2017-03-26 22"
"24017","7","2017-05-13 10"
"24017","7","2017-05-13 18"
"24018","7","2017-03-25 09"
"24018","1","2017-03-26 08"
"24018","1","2017-03-26 10"
"24018","1","2017-03-26 12"
"24021","7","2017-03-04 08"
"24021","7","2017-03-11 18"
"24021","7","2017-03-11 22"
"24021","7","2017-03-18 09"
"24021","1","2017-04-16 10"
"24021","7","2017-05-06 18"
"24021","1","2017-05-07 21"
"24021","7","2017-05-20 23"
"24037","7","2017-03-11 00"
"24053","7","2017-03-18 04"
"24090","7","2017-04-29 20"
"24100","1","2017-04-30 19"
"24100","1","2017-04-30 19"
"24110","7","2017-05-13 11"
"24170","7","2017-03-18 21"
"24170","7","2017-03-18 22"
"24170","1","2017-04-02 08"
"24170","7","2017-04-15 13"
"24170","7","2017-04-15 13"
"24170","7","2017-04-15 13"
"24170","7","2017-04-15 13"
"24170","1","2017-04-23 21"
"24170","1","2017-04-23 21"
"24170","1","2017-04-23 22"
"24170","1","2017-04-23 22"
"24170","1","2017-05-07 12"
"24170","1","2017-05-21 10"
"24170","7","2017-05-27 10"
"24170","7","2017-05-27 10"
"24170","7","2017-05-27 10"
"24239","7","2017-04-08 07"
"24239","7","2017-04-08 07"
"24239","7","2017-04-08 07"
"24239","7","2017-04-08 07"
"24239","7","2017-04-08 07"
"24239","7","2017-04-08 07"
"24239","1","2017-05-07 16"
"24239","7","2017-05-27 07"
"24239","7","2017-05-27 07"
"24239","7","2017-05-27 09"
"24239","7","2017-05-27 09"
"24248","7","2017-04-01 15"
"24248","1","2017-05-07 10"
"24253","1","2017-05-21 17"
"24268","1","2017-03-26 22"
"24268","1","2017-05-07 22"
"24275","7","2017-05-20 13"
"24334","7","2017-05-13 16"
"24334","7","2017-05-13 17"
"24336","1","2017-05-21 20"
"24375","1","2017-05-07 11"
"24377","7","2017-03-11 00"
"24378","1","2017-05-21 22"
"24424","1","2017-05-07 14"
"24424","7","2017-05-13 21"
"24427","1","2017-04-30 23"
"24427","1","2017-04-30 23"
"24433","1","2017-04-02 15"
"24444","7","2017-04-08 10"
"24444","1","2017-04-16 15"
"24444","7","2017-04-29 16"
"24444","1","2017-05-07 21"
"24444","7","2017-05-13 07"
"24444","7","2017-05-20 14"
"24448","7","2017-04-22 00"
"24457","1","2017-04-23 21"
"24457","1","2017-04-23 22"
"24457","1","2017-04-23 22"
"24457","1","2017-04-23 22"
"24457","1","2017-04-23 22"
"24460","7","2017-04-08 15"
"24460","7","2017-04-22 20"
"24460","1","2017-04-23 00"
"24460","1","2017-04-23 22"
"24461","7","2017-04-22 15"
"24470","7","2017-03-04 00"
"24503","1","2017-03-12 14"
"24503","1","2017-03-12 14"
"24503","7","2017-03-25 21"
"24503","7","2017-04-01 13"
"24503","1","2017-04-23 22"
"24554","7","2017-04-01 08"
"24554","7","2017-04-08 22"
"24554","7","2017-04-08 22"
"24554","7","2017-05-13 16"
"24554","7","2017-05-13 16"
"24554","7","2017-05-13 16"
"24554","7","2017-05-13 16"
"24557","1","2017-03-19 15"
"24557","7","2017-04-08 12"
"24561","1","2017-05-07 09"
"24561","1","2017-05-07 09"
"24561","1","2017-05-07 09"
"24561","1","2017-05-07 09"
"24561","7","2017-05-20 21"
"24566","7","2017-03-25 20"
"24566","7","2017-03-25 20"
"24567","7","2017-04-08 12"
"24567","7","2017-04-22 21"
"24567","7","2017-04-22 21"
"24574","1","2017-05-21 21"
"24574","1","2017-05-21 21"
"24574","1","2017-05-21 21"
"24586","7","2017-05-13 11"
"24589","7","2017-04-15 21"
"24589","1","2017-05-21 21"
"24600","1","2017-04-23 22"
"24600","1","2017-04-23 23"
"24600","1","2017-05-14 23"
"24600","7","2017-05-27 08"
"24600","7","2017-05-27 08"
"24600","7","2017-05-27 09"
"24600","7","2017-05-27 09"
"24656","1","2017-04-02 09"
"24690","7","2017-03-18 21"
"24690","1","2017-05-21 20"
"24734","1","2017-05-07 01"
"24736","7","2017-03-25 00"
"24736","7","2017-03-25 00"
"24736","7","2017-05-20 09"
"24737","7","2017-03-11 12"
"24737","1","2017-03-12 14"
"24737","1","2017-05-07 11"
"24740","1","2017-03-05 11"
"24740","1","2017-03-05 11"
"24740","7","2017-03-11 21"
"24740","1","2017-03-12 10"
"24740","1","2017-03-12 15"
"24740","1","2017-03-12 15"
"24740","7","2017-03-18 20"
"24740","1","2017-03-19 15"
"24740","1","2017-03-19 18"
"24740","7","2017-03-25 16"
"24740","1","2017-03-26 13"
"24740","1","2017-03-26 19"
"24740","1","2017-04-09 19"
"24740","7","2017-04-15 18"
"24740","7","2017-04-15 23"
"24740","7","2017-04-15 23"
"24740","7","2017-04-15 23"
"24740","1","2017-04-16 22"
"24740","1","2017-04-23 16"
"24740","1","2017-04-30 22"
"24740","1","2017-04-30 22"
"24740","1","2017-05-07 11"
"24740","7","2017-05-13 10"
"24740","7","2017-05-13 10"
"24740","7","2017-05-13 10"
"24764","7","2017-05-06 21"
"24764","1","2017-05-07 21"
"24768","1","2017-05-21 10"
"24777","7","2017-03-11 10"
"24777","1","2017-03-12 22"
"24777","1","2017-05-07 10"
"24789","1","2017-04-23 09"
"24789","7","2017-05-06 09"
"24789","1","2017-05-14 11"
"24800","7","2017-03-11 18"
"24800","7","2017-03-25 04"
"24800","1","2017-03-26 13"
"24800","1","2017-03-26 13"
"24800","1","2017-04-02 17"
"24800","7","2017-04-08 10"
"24802","1","2017-04-09 23"
"24802","7","2017-05-06 20"
"24802","1","2017-05-07 09"
"24802","1","2017-05-07 20"
"24802","1","2017-05-14 22"
"24802","1","2017-05-14 22"
"24804","7","2017-03-18 17"
"24804","1","2017-03-19 12"
"24804","7","2017-03-25 18"
"24804","1","2017-03-26 12"
"24804","1","2017-04-09 16"
"24804","1","2017-04-23 10"
"24804","7","2017-05-06 08"
"24804","1","2017-05-14 10"
"24804","1","2017-05-21 10"
"24804","1","2017-05-21 10"
"24804","7","2017-05-27 10"
"24804","7","2017-05-27 11"
"24806","1","2017-03-19 21"
"24806","1","2017-04-09 19"
"24806","7","2017-05-06 14"
"24806","7","2017-05-06 23"
"24806","1","2017-05-14 20"
"24806","1","2017-05-14 23"
"24806","1","2017-05-14 23"
"24806","1","2017-05-21 10"
"24836","7","2017-03-18 08"
"24848","1","2017-03-26 12"
"24872","1","2017-04-09 09"
"24895","1","2017-04-23 22"
"24895","1","2017-04-23 22"
"24907","7","2017-04-22 14"
"24962","7","2017-03-04 19"
"24962","7","2017-03-04 19"
"24962","7","2017-03-11 14"
"24962","7","2017-03-11 18"
"24962","1","2017-05-07 00"
"24965","1","2017-03-19 20"
"24965","1","2017-03-19 21"
"24965","1","2017-04-09 16"
"24965","1","2017-04-16 11"
"24967","1","2017-03-05 08"
"24967","1","2017-03-05 08"
"24967","7","2017-03-18 21"
"24967","7","2017-04-08 22"
"24967","7","2017-04-08 22"
"24967","7","2017-04-08 22"
"24967","7","2017-04-08 22"
"24967","1","2017-04-16 15"
"24987","1","2017-03-26 20"
"25014","1","2017-03-26 21"
"25014","1","2017-03-26 23"
"25014","1","2017-03-26 23"
"25016","1","2017-03-19 21"
"25016","1","2017-03-26 10"
"25016","1","2017-04-16 14"
"25016","1","2017-05-07 20"
"25016","1","2017-05-07 20"
"25016","1","2017-05-14 20"
"25016","1","2017-05-21 10"
"25016","1","2017-05-21 20"
"25083","7","2017-03-11 09"
"25083","7","2017-04-15 17"
"25098","1","2017-03-05 19"
"25098","1","2017-03-05 19"
"25098","1","2017-05-14 21"
"25098","1","2017-05-21 20"
"25118","7","2017-05-13 16"
"25140","7","2017-05-20 10"
"25140","1","2017-05-21 10"
"25188","7","2017-04-01 21"
"25366","7","2017-03-04 11"
"25392","1","2017-03-26 14"
"25498","1","2017-03-12 13"
"25498","1","2017-03-12 19"
"25498","7","2017-04-01 22"
"25498","7","2017-04-08 18"
"25576","7","2017-03-25 08"
"25576","7","2017-04-15 09"
"25593","1","2017-03-19 22"
"25593","1","2017-03-26 22"
"25593","7","2017-04-15 09"
"25593","7","2017-04-22 08"
"25593","7","2017-04-22 08"
"25593","7","2017-04-22 08"
"25593","1","2017-05-07 21"
"25601","1","2017-03-19 16"
"25601","1","2017-04-23 16"
"25601","1","2017-04-23 16"
"25601","1","2017-05-21 21"
"25601","7","2017-05-27 10"
"25601","7","2017-05-27 10"
"25622","1","2017-03-19 09"
"25622","1","2017-03-19 10"
"25635","7","2017-03-11 16"
"25635","7","2017-03-11 16"
"25635","1","2017-03-12 17"
"25635","1","2017-03-12 17"
"25635","7","2017-03-18 18"
"25635","7","2017-04-01 15"
"25635","1","2017-04-02 16"
"25635","7","2017-04-08 11"
"25635","7","2017-04-08 19"
"25635","1","2017-04-23 21"
"25635","1","2017-05-07 08"
"25635","1","2017-05-07 09"
"25635","1","2017-05-07 09"
"25635","1","2017-05-14 10"
"25648","1","2017-04-16 18"
"25650","7","2017-05-13 22"
"25650","7","2017-05-13 22"
"25662","7","2017-04-08 20"
"25696","7","2017-03-18 19"
"25696","7","2017-04-08 21"
"25696","7","2017-04-15 20"
"25696","7","2017-04-15 22"
"25696","7","2017-05-13 11"
"25696","7","2017-05-13 21"
"25696","7","2017-05-13 21"
"25696","1","2017-05-14 10"
"25696","1","2017-05-14 10"
"25696","1","2017-05-14 12"
"25696","1","2017-05-21 09"
"25704","1","2017-05-14 18"
"25712","7","2017-05-06 15"
"25716","7","2017-04-01 09"
"25716","7","2017-04-01 11"
"25716","7","2017-04-01 15"
"25716","7","2017-04-08 21"
"25716","1","2017-04-16 22"
"25729","1","2017-04-16 19"
"25729","1","2017-04-16 19"
"25729","1","2017-04-16 19"
