time,user_id,order
"2017-05-10 10","311334","6"
"2017-05-10 11","159282","6"
"2017-05-10 14","154100","6"
"2017-05-10 17","294932","6"
"2016-05-05 22","8471","6"
"2016-05-08 12","4015","6"
"2016-05-09 17","8258","6"
"2016-05-17 11","10432","6"
"2016-05-18 05","8258","6"
"2016-05-18 11","105","6"
"2016-05-18 14","165","6"
"2016-05-20 18","3311","6"
"2017-05-01 06","77888","6"
"2017-05-01 12","241187","6"
"2017-05-01 13","285749","6"
"2017-05-01 16","203900","6"
"2017-05-02 12","50005","6"
"2017-05-02 14","279115","6"
"2017-05-02 16","198915","6"
"2017-05-02 21","194081","6"
"2017-05-07 08","221548","6"
"2017-05-07 09","58286","6"
"2017-05-07 09","141088","6"
"2017-05-07 09","282966","6"
"2017-05-07 09","304175","6"
"2017-05-07 11","270083","6"
"2017-05-07 13","223448","6"
"2017-05-07 15","303628","6"
"2017-05-07 22","146344","6"
"2017-05-08 10","435","6"
"2017-05-08 13","308203","6"
"2017-05-08 14","176211","6"
"2017-05-08 18","183550","6"
"2017-05-04 21","291534","6"
"2017-05-05 12","88503","6"
"2017-05-05 13","94492","6"
"2017-05-05 14","227526","6"
"2017-05-05 17","207990","6"
"2017-05-06 19","301374","6"
"2017-05-03 00","1915","6"
"2017-05-03 07","109378","6"
"2017-05-03 07","259695","6"
"2017-05-03 10","5442","6"
"2017-05-03 10","43287","6"
"2017-05-03 10","131234","6"
"2017-05-03 10","163205","6"
"2017-05-03 10","167758","6"
"2017-05-03 11","193959","6"
"2017-05-03 13","278061","6"
"2017-05-03 15","243786","6"
"2017-05-03 16","292223","6"
"2017-05-03 18","162944","6"
"2017-05-03 19","260529","6"
"2017-05-03 00","245018","5"
"2017-05-03 06","290248","5"
"2017-05-03 09","135546","5"
"2017-05-03 10","37299","5"
"2017-05-03 10","67501","5"
"2017-05-03 10","71721","5"
"2017-05-03 10","103873","5"
"2017-05-03 10","112501","5"
"2017-05-03 10","120702","5"
"2017-05-03 10","148181","5"
"2017-05-03 10","171484","5"
"2017-05-03 10","193626","5"
"2017-05-03 10","271593","5"
"2017-05-03 10","271785","5"
"2017-05-03 11","32382","5"
"2017-05-03 12","41813","5"
"2017-05-03 12","289452","5"
"2017-05-03 17","155580","5"
"2017-05-03 18","290217","5"
"2017-05-03 19","264069","5"
"2017-05-03 19","291889","5"
"2017-05-03 20","61124","5"
"2017-05-03 20","81092","5"
"2017-05-03 20","239350","5"
"2017-05-03 20","267176","5"
"2017-05-03 21","56671","5"
"2017-05-03 22","105976","5"
"2017-05-03 22","172056","5"
"2017-05-03 22","289426","5"
"2017-05-03 22","294084","5"
"2017-05-04 07","32343","5"
"2017-05-04 10","291339","5"
"2017-05-04 11","252973","5"
"2017-05-04 12","255136","5"
"2017-05-04 13","175982","5"
"2017-05-04 13","268294","5"
"2017-05-04 16","221754","5"
"2017-05-04 16","293785","5"
"2017-05-04 17","296106","5"
"2017-05-08 19","186886","5"
"2017-05-08 19","231465","5"
"2017-05-08 19","274986","5"
"2017-05-08 20","166841","5"
"2017-05-08 21","79706","5"
"2017-05-08 22","90853","5"
"2017-05-08 23","75190","5"
"2017-05-09 11","59447","5"
"2017-05-09 11","288490","5"
"2017-05-09 12","268489","5"
"2017-05-09 13","287553","5"
"2017-05-09 14","311420","5"
"2017-05-09 15","312239","5"
"2017-05-09 20","242330","5"
"2017-05-09 20","313486","5"
"2017-05-09 21","199421","5"
"2017-05-09 22","83947","5"
"2017-05-09 22","231760","5"
"2017-05-09 22","259526","5"
"2017-05-10 09","199005","5"
"2017-05-10 10","102090","5"
"2017-05-10 11","102715","5"
"2017-05-10 11","296467","5"
"2017-05-10 12","27997","5"
"2017-05-10 12","242049","5"
"2017-05-10 14","315420","5"
"2017-05-10 15","315668","5"
"2017-05-10 17","268985","5"
"2017-05-10 18","128203","5"
"2017-05-10 18","200911","5"
"2017-05-10 18","275975","5"
"2017-05-10 19","31411","5"
"2017-05-10 19","114969","5"
"2017-05-10 19","191825","5"
"2017-05-10 20","130525","5"
"2017-05-10 21","107346","5"
"2017-05-10 21","228060","5"
"2017-05-10 22","268100","5"
"2017-05-10 22","316032","5"
"2017-05-10 22","317515","5"
"2017-05-10 22","317568","5"
"2017-05-11 06","313698","5"
"2017-05-11 07","156338","5"
"2017-05-11 08","289259","5"
"2017-05-11 10","307388","5"
"2017-05-11 15","131934","5"
"2017-05-11 17","217434","5"
"2017-05-11 18","38617","5"
"2017-05-11 18","194400","5"
"2017-05-11 18","291499","5"
"2017-05-11 22","114616","5"
"2017-05-11 23","7066","5"
"2017-05-11 23","252861","5"
"2017-05-12 00","33281","5"
"2017-05-12 00","91274","5"
"2017-05-12 00","113418","5"
"2017-05-12 00","124998","5"
"2017-05-12 00","308271","5"
"2017-05-12 01","304987","5"
"2017-05-12 06","76465","5"
"2017-05-12 06","144047","5"
"2017-05-12 06","147911","5"
"2017-05-12 06","204639","5"
"2017-05-12 07","20329","5"
"2017-05-12 07","23301","5"
"2017-05-12 07","48333","5"
"2017-05-12 07","99261","5"
"2017-05-12 07","126692","5"
"2017-05-12 07","147743","5"
"2017-05-12 07","151189","5"
"2017-05-12 07","158806","5"
"2017-05-12 07","184517","5"
"2017-05-12 07","306200","5"
"2017-05-12 08","4289","5"
"2017-05-12 08","43605","5"
"2017-05-12 08","59701","5"
"2017-05-12 08","89968","5"
"2017-05-12 08","94555","5"
"2017-05-12 08","113533","5"
"2017-05-12 08","134062","5"
"2017-05-12 08","141166","5"
"2017-05-12 08","160408","5"
"2017-05-12 08","292644","5"
"2017-05-12 08","318604","5"
"2017-05-12 09","13785","5"
"2017-05-12 09","75067","5"
"2017-05-12 09","137203","5"
"2017-05-12 09","299806","5"
"2017-05-12 09","321629","5"
"2017-05-12 10","290","5"
"2017-05-12 10","19464","5"
"2017-05-12 10","21632","5"
"2017-05-12 10","22970","5"
"2017-05-12 10","34364","5"
"2017-05-12 10","37054","5"
"2017-05-12 10","38617","5"
"2017-05-12 10","65640","5"
"2017-05-12 10","79571","5"
"2017-05-12 10","104506","5"
"2017-05-12 10","120709","5"
"2017-05-12 10","129987","5"
"2017-05-12 10","136788","5"
"2017-05-12 10","137377","5"
"2017-05-12 10","137548","5"
"2017-05-12 10","140243","5"
"2017-05-12 10","143660","5"
"2017-05-12 10","144871","5"
"2017-05-12 10","151189","5"
"2017-05-12 10","166600","5"
"2017-05-12 10","177348","5"
"2017-05-12 10","181285","5"
"2017-05-12 10","201728","5"
"2017-05-14 14","240450","5"
"2017-05-14 14","328919","5"
"2017-05-14 15","67348","5"
"2017-05-14 15","115884","5"
"2017-05-14 17","18679","5"
"2017-05-14 17","60514","5"
"2017-05-14 17","83947","5"
"2017-05-14 18","301307","5"
"2017-05-14 19","112094","5"
"2017-05-14 19","328795","5"
"2017-05-14 20","28327","5"
"2017-05-14 20","62980","5"
"2017-05-14 20","141895","5"
"2017-05-14 20","167704","5"
"2017-05-14 20","205140","5"
"2017-05-14 20","308271","5"
"2017-05-14 20","315810","5"
"2017-05-14 20","319171","5"
"2017-05-14 21","20442","5"
"2017-05-14 22","153950","5"
"2017-05-14 23","124092","5"
"2017-05-15 07","144218","5"
"2017-05-15 10","59","5"
"2017-05-15 10","273","5"
"2017-05-15 10","21545","5"
"2017-05-15 10","23761","5"
"2017-05-15 10","27116","5"
"2017-05-15 10","41697","5"
"2017-05-15 10","44186","5"
"2017-05-15 10","45879","5"
"2017-05-15 10","51107","5"
"2017-05-15 10","75494","5"
"2017-05-15 10","79590","5"
"2017-05-15 10","91935","5"
"2017-05-15 10","117959","5"
"2017-05-15 10","125871","5"
"2017-05-15 10","136091","5"
"2017-05-15 10","139056","5"
"2017-05-15 10","140475","5"
"2017-05-15 10","144218","5"
"2017-05-15 10","147663","5"
"2017-05-15 10","159726","5"
"2017-05-15 10","164893","5"
"2017-05-15 10","167152","5"
"2017-05-15 10","169295","5"
"2017-05-15 10","170281","5"
"2017-05-15 10","170727","5"
"2017-05-15 10","175279","5"
"2017-05-15 10","180503","5"
"2017-05-15 10","182079","5"
"2017-05-15 10","187044","5"
"2017-05-15 10","188981","5"
"2017-05-15 10","198184","5"
"2017-05-15 10","205079","5"
"2017-05-15 10","218878","5"
"2017-05-15 10","220082","5"
"2017-05-15 10","221548","5"
"2017-05-15 10","223590","5"
"2017-05-15 10","223827","5"
"2017-05-15 10","225354","5"
"2017-05-15 10","231695","5"
"2017-05-15 10","242907","5"
"2017-05-15 10","247968","5"
"2017-05-15 10","254663","5"
"2017-05-15 10","254726","5"
"2017-05-15 10","256429","5"
"2017-05-15 10","262169","5"
"2017-05-15 10","271754","5"
"2017-05-15 10","272345","5"
"2017-05-15 10","294719","5"
"2017-05-15 10","300221","5"
"2017-05-15 10","305185","5"
"2017-05-15 10","307717","5"
"2017-05-15 10","309642","5"
"2017-05-15 10","312923","5"
"2017-05-15 10","314443","5"
"2017-05-15 10","315216","5"
"2017-05-15 10","316780","5"
"2017-05-15 10","320813","5"
"2017-05-15 10","322793","5"
"2017-05-15 10","325335","5"
"2017-05-15 12","325870","5"
"2017-05-15 13","191438","5"
"2017-05-15 18","315582","5"
"2017-05-15 19","80689","5"
"2017-05-15 21","137850","5"
"2017-05-16 09","184928","5"
"2017-05-16 11","119652","5"
"2017-05-16 11","144249","5"
"2017-05-16 11","186898","5"
"2017-05-16 11","266021","5"
"2017-05-16 11","282570","5"
"2017-05-16 11","329999","5"
"2017-05-16 12","71936","5"
"2017-05-16 18","25797","5"
"2017-05-16 19","67821","5"
"2017-05-16 20","271028","5"
"2017-05-16 21","63092","5"
"2017-05-16 22","289039","5"
"2017-05-16 22","332931","5"
"2017-05-17 07","301861","5"
"2017-05-17 09","146317","5"
"2017-05-17 09","290923","5"
"2017-05-17 10","173086","5"
"2017-05-17 10","192004","5"
"2017-05-17 10","308763","5"
"2017-05-17 10","337192","5"
"2017-05-17 11","223339","5"
"2017-05-17 11","321606","5"
"2017-05-17 11","325624","5"
"2017-05-17 14","171754","5"
"2017-05-17 17","107346","5"
"2017-05-17 17","113587","5"
"2017-05-12 10","249625","5"
"2017-05-12 10","250946","5"
"2017-05-12 10","267947","5"
"2017-05-12 10","274160","5"
"2017-05-12 10","280663","5"
"2017-05-12 10","306204","5"
"2017-05-12 10","314941","5"
"2017-05-12 10","318507","5"
"2017-05-12 11","58491","5"
"2017-05-12 11","107550","5"
"2017-05-12 11","170690","5"
"2017-05-12 11","223182","5"
"2017-05-12 11","273902","5"
"2017-05-12 11","285558","5"
"2017-05-12 12","36030","5"
"2017-05-12 12","48325","5"
"2017-05-12 12","107346","5"
"2017-05-12 12","181456","5"
"2017-05-12 12","189498","5"
"2017-05-12 12","195620","5"
"2017-05-12 12","196281","5"
"2017-05-12 12","201685","5"
"2017-05-12 12","250991","5"
"2017-05-12 12","292383","5"
"2017-05-12 12","310147","5"
"2017-05-12 13","38308","5"
"2017-05-12 13","51009","5"
"2017-05-12 13","114876","5"
"2017-05-12 13","162868","5"
"2017-05-12 13","180966","5"
"2017-05-12 13","184224","5"
"2017-05-12 13","311434","5"
"2017-05-12 13","323197","5"
"2017-05-12 15","184352","5"
"2017-05-12 16","75560","5"
"2017-05-12 16","216687","5"
"2017-05-12 17","82149","5"
"2017-05-12 17","82193","5"
"2017-05-12 17","130574","5"
"2017-05-12 17","149999","5"
"2017-05-12 18","153158","5"
"2017-05-12 18","309749","5"
"2017-05-12 19","178156","5"
"2017-05-12 19","257375","5"
"2017-05-12 19","298194","5"
"2017-05-12 20","64118","5"
"2017-05-12 20","97100","5"
"2017-05-12 20","318400","5"
"2017-05-12 20","324583","5"
"2017-05-12 21","302014","5"
"2017-05-12 21","324704","5"
"2017-05-12 22","19892","5"
"2017-05-12 22","124092","5"
"2017-05-12 22","135546","5"
"2017-05-12 22","188672","5"
"2017-05-12 22","296115","5"
"2017-05-12 23","295636","5"
"2017-05-13 00","160111","5"
"2017-05-13 04","149594","5"
"2017-05-13 07","320496","5"
"2017-05-13 08","67560","5"
"2017-05-13 08","240452","5"
"2017-05-13 10","1568","5"
"2017-05-13 10","29429","5"
"2017-05-13 10","36268","5"
"2017-05-13 10","55962","5"
"2017-05-13 10","60537","5"
"2017-05-13 10","86021","5"
"2017-05-13 10","92104","5"
"2017-05-13 10","105432","5"
"2017-05-13 10","112617","5"
"2017-05-13 10","115160","5"
"2017-05-13 10","130383","5"
"2017-05-13 10","135650","5"
"2017-05-13 10","143136","5"
"2017-05-13 10","146019","5"
"2017-05-13 10","148430","5"
"2017-05-13 10","152283","5"
"2017-05-13 10","153460","5"
"2017-05-13 10","192646","5"
"2017-05-13 10","206041","5"
"2017-05-13 10","209583","5"
"2017-05-13 10","217582","5"
"2017-05-13 10","224716","5"
"2017-05-13 10","227526","5"
"2017-05-13 10","268484","5"
"2017-05-13 10","273428","5"
"2017-05-13 10","281338","5"
"2017-05-13 10","283132","5"
"2017-05-13 10","290866","5"
"2017-05-13 10","297931","5"
"2017-05-13 10","309378","5"
"2017-05-13 10","324400","5"
"2017-05-13 11","60514","5"
"2017-05-13 11","64346","5"
"2017-05-13 11","105372","5"
"2017-05-13 11","148983","5"
"2017-05-13 11","161844","5"
"2017-05-13 11","182378","5"
"2017-05-13 11","223126","5"
"2017-05-13 11","315736","5"
"2017-05-13 11","316743","5"
"2017-05-13 11","325888","5"
"2017-05-13 12","29631","5"
"2017-05-13 12","89874","5"
"2017-05-13 12","130217","5"
"2017-05-13 12","141167","5"
