time,user_id,order
"2017-04-13 16","37433","6"
"2017-04-14 10","198038","6"
"2017-04-14 22","206366","6"
"2017-04-15 12","159094","6"
"2017-04-15 16","103120","6"
"2017-04-16 08","42158","6"
"2017-04-16 20","145201","6"
"2017-04-19 10","137351","6"
"2017-04-19 18","167704","6"
"2017-04-19 19","67527","6"
"2017-03-23 18","60867","6"
"2017-03-24 15","165421","6"
"2017-03-25 11","17095","6"
"2017-03-25 12","43287","6"
"2017-03-25 13","43287","6"
"2017-03-25 22","118239","6"
"2017-03-25 23","237","6"
"2017-03-25 23","107346","6"
"2017-03-27 12","144063","6"
"2017-03-28 22","144063","6"
"2017-03-29 19","180075","6"
"2017-03-29 22","144063","6"
"2017-03-30 08","155580","6"
"2017-04-01 15","27980","6"
"2017-04-02 10","203217","6"
"2017-04-03 12","167319","6"
"2017-04-03 15","67902","6"
"2017-04-03 21","183136","6"
"2017-04-04 10","126856","6"
"2017-04-04 13","128203","6"
"2017-04-05 14","110200","6"
"2017-04-05 22","174550","6"
"2017-04-06 11","91637","6"
"2017-05-12 00","298938","6"
"2017-05-12 07","294662","6"
"2017-05-12 10","160374","6"
"2017-05-12 12","172595","6"
"2017-05-12 14","137673","6"
"2017-05-12 15","51009","6"
"2017-05-12 19","212386","6"
"2017-05-13 10","19464","6"
"2017-05-13 10","82193","6"
"2017-05-13 10","138259","6"
"2017-05-13 10","160360","6"
"2017-05-13 10","188156","6"
"2017-05-13 10","215791","6"
"2017-05-13 10","250195","6"
"2017-05-13 13","143390","6"
"2017-05-13 19","120622","6"
"2017-05-14 10","40805","6"
"2017-05-14 10","76818","6"
"2017-05-14 10","114969","6"
"2017-05-14 10","138259","6"
"2017-05-14 10","167364","6"
"2017-05-14 12","165797","6"
"2017-05-14 22","83","6"
"2017-05-14 22","171644","6"
"2017-05-15 10","5356","6"
"2017-05-15 10","30625","6"
"2017-05-15 10","135063","6"
"2017-05-15 10","145007","6"
"2017-05-15 10","148961","6"
"2017-05-15 10","154100","6"
"2017-05-15 10","160408","6"
"2017-05-15 10","170104","6"
"2017-05-15 10","198038","6"
"2017-05-15 10","219877","6"
"2017-05-15 10","227542","6"
"2017-05-15 10","284204","6"
"2017-05-15 10","299900","6"
"2017-05-15 10","316743","6"
"2017-05-15 17","107346","6"
"2017-05-16 11","243945","6"
"2017-05-16 16","71495","6"
"2017-05-16 19","107346","6"
"2017-05-16 19","144063","6"
"2017-05-16 21","31831","6"
"2017-04-19 22","46833","6"
"2017-04-19 23","193600","6"
"2017-04-20 09","144063","6"
"2017-04-21 07","38617","6"
"2017-04-21 15","138658","6"
"2017-04-21 22","70506","6"
"2017-04-21 22","135390","6"
"2017-04-22 06","172962","6"
"2017-04-22 08","144536","6"
"2017-04-22 10","116087","6"
"2017-04-22 12","167338","6"
"2017-04-22 12","245840","6"
"2017-04-22 15","33478","6"
"2017-04-22 23","222035","6"
"2017-04-24 12","136162","6"
"2017-04-24 14","61711","6"
"2017-04-24 19","171791","6"
"2017-04-24 20","40805","6"
"2017-04-25 16","38617","6"
"2017-04-25 18","101207","6"
"2017-04-26 01","125038","6"
"2017-04-26 11","107346","6"
"2017-04-26 11","245760","6"
"2017-04-26 13","43076","6"
"2017-04-27 08","128225","6"
"2017-04-27 18","271514","6"
"2017-04-27 19","266393","6"
"2017-04-27 21","274986","6"
"2017-04-28 10","240797","6"
"2017-04-28 11","138658","6"
"2017-04-29 08","83993","6"
"2017-04-29 09","144063","6"
"2017-04-29 12","71753","6"
"2017-04-19 22","107346","5"
"2017-04-19 23","131234","5"
"2017-04-20 07","208704","5"
"2017-04-20 08","84751","5"
"2017-04-20 10","128416","5"
"2017-04-20 12","31831","5"
"2017-04-20 17","206986","5"
"2017-04-20 20","139973","5"
"2017-04-20 20","142982","5"
"2017-04-20 22","120952","5"
"2017-04-20 22","131427","5"
"2017-04-21 07","43287","5"
"2017-04-21 07","187996","5"
"2017-04-21 08","52470","5"
"2017-04-21 10","145527","5"
"2017-04-21 21","103120","5"
"2017-04-21 22","206347","5"
"2017-04-21 23","93569","5"
"2017-04-22 02","162882","5"
"2017-04-22 07","32382","5"
"2017-04-22 08","197951","5"
"2017-04-22 09","205217","5"
"2017-04-22 11","137377","5"
"2017-04-22 14","159810","5"
"2017-04-22 15","4884","5"
"2017-04-22 18","161999","5"
"2017-04-22 20","145346","5"
"2017-04-23 12","263820","5"
"2017-04-23 22","171362","5"
"2017-04-24 19","206347","5"
